"","vid","P4_4","P4_5","P4_6","P4_7_1","P4_7_2","P4_7_3","P4_8_1","P4_8_2","P4_8_3","P4_8_4","p2distance.3","strata.DH_2020...stratumID..."
"25722","4106_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25723","4106_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25724","4106_3",8,10,3,1,3,1,1,3,1,1,35.6591623619648,"Muy Alta"
"25725","4106_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25726","4106_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25727","4107_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25728","4107_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25729","4107_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25730","4107_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25731","4108_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25732","4108_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25733","4108_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25734","4108_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25735","4109_1",8,4,2,1,1,1,1,1,1,1,12.1327529548208,"Baja"
"25736","4109_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25737","4109_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25738","4109_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25739","4110_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25740","4110_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25741","4110_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25742","4110_4",8,10,3,3,3,3,3,3,3,3,73.0820776186597,"Muy Alta"
"25743","4111_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25744","4111_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25745","4111_4",7,10,3,1,1,1,1,1,1,1,14.4433913736174,"Baja"
"25746","4111_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25747","4112_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25748","4112_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25749","4112_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25750","4112_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25751","4112_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25752","4113_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25753","4113_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25754","4113_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25755","4114_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25756","4114_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25757","4114_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25758","4114_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25759","4114_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25760","4115_1",8,10,3,3,3,1,1,1,1,3,37.5734813463877,"Muy Alta"
"25761","4115_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25762","4115_3",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"25763","4115_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25764","4116_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25765","4116_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25766","4116_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25767","4117_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25768","4117_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25769","4117_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25770","4117_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25771","4117_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25772","4118_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25773","4118_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25774","4118_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25775","4118_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25776","4118_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25777","4119_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25778","4119_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25779","4119_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25780","4119_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25781","4120_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25782","4120_3",8,10,2,3,1,1,1,1,1,1,17.5137073447184,"Alta"
"25783","4120_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25784","4121_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25785","4121_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25786","4121_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25787","4121_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25788","4121_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25789","4122_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25790","4122_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25791","4122_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25792","4122_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25793","4122_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25794","4123_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25795","4123_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25796","4123_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25797","4123_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25798","4123_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25799","4124_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25800","4124_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25801","4124_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25802","4124_4",8,10,3,1,1,3,1,1,1,1,23.1918187456564,"Alta"
"25803","4124_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25804","4125_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25805","4125_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25806","4125_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25807","4125_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25808","4126_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25809","4126_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25810","4126_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25811","4126_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25812","4126_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25813","4127_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25814","4127_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25815","4127_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25816","4127_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25817","4127_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25818","4128_1",8,10,3,1,3,1,3,3,1,1,42.963466798327,"Muy Alta"
"25819","4128_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25820","4128_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25821","4128_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25822","4128_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25823","4129_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25824","4129_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25825","4129_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25826","4130_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25827","4130_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25828","4130_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25829","4130_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25830","4130_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25831","4131_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25832","4131_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25833","4131_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25834","4131_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25835","4131_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25836","4132_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25837","4132_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25838","4132_3",8,10,3,3,1,1,1,1,1,1,19.3181581773161,"Alta"
"25839","4132_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25840","4133_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25841","4133_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25842","4133_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25843","4133_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25844","4134_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25845","4134_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25846","4134_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25847","4134_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25848","4134_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25849","4135_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25850","4135_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25851","4135_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25852","4135_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25853","4136_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25854","4136_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25855","4136_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25856","4137_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25857","4137_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25858","4137_3",8,10,1,1,1,1,1,1,1,1,12.1778508189717,"Baja"
"25859","4137_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25860","4137_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25861","4138_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25862","4138_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25863","4138_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25864","4138_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25865","4138_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25866","4139_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25867","4139_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25868","4139_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25869","4140_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25870","4140_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25871","4141_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25872","4141_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25873","4141_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25874","4141_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25875","4142_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25876","4142_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25877","4142_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25878","4142_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25879","4142_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25880","4143_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25881","4143_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25882","4143_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25883","4143_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25884","4144_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25885","4144_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25886","4144_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25887","4144_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25888","4144_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25889","4145_1",8,2,2,1,1,1,1,1,1,1,11.5162367225713,"Muy baja"
"25890","4145_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25891","4145_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25892","4145_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25893","4145_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25894","4146_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25895","4146_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25896","4146_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25897","4147_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25898","4147_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25899","4147_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25900","4147_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25901","4148_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25902","4148_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25903","4148_3",8,3,2,1,1,1,1,1,1,1,11.824494838696,"Baja"
"25904","4148_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25905","4149_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25906","4149_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25907","4149_5",6,2,2,3,3,1,1,1,1,1,18.8330560120609,"Alta"
"25908","4150_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25909","4150_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25910","4150_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25911","4150_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25912","4151_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25913","4151_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25914","4151_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25915","4151_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25916","4151_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25917","4152_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25918","4152_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25919","4152_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25920","4152_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25921","4152_5",8,3,2,1,1,3,1,1,1,1,19.2295611001852,"Alta"
"25922","4153_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25923","4153_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25924","4153_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25925","4153_4",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25926","4153_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25927","4154_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25928","4154_2",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25929","4154_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25930","4154_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25931","4154_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25932","4155_1",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25933","4155_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25934","4155_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25935","4155_5",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25936","4156_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25937","4156_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25938","4156_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25939","4156_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25940","4156_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25941","4157_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25942","4157_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25943","4157_3",8,10,2,1,1,1,1,1,1,1,13.9823016515695,"Baja"
"25944","4157_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25945","4157_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25946","4158_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25947","4158_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25948","4158_3",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25949","4158_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25950","4158_5",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25951","4159_1",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25952","4159_2",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
"25953","4159_3",8,10,3,1,1,1,3,3,1,1,36.4913309808866,"Muy Alta"
"25954","4159_4",8,10,3,1,1,1,1,1,1,1,15.7867524841672,"Media"
