"","vid","P6_5_1","P6_5_2","P6_5_3","P6_5_4","P6_5_5","P6_5_6","P6_9_2","P6_9_3","P6_9_4","P6_9_5","P6_9_6","P6_9_7","p2distance.3","estratos...stratumID..."
"303","69_1",4,4,4,4,4,4,3,3,3,3,3,3,21.4906215316264,"Alta"
"304","69_2",3,3,3,4,4,4,1,1,4,1,1,1,12.7133291190291,"Baja"
"305","69_3",3,4,4,4,4,4,2,2,4,3,1,1,17.5481809656609,"Media"
"306","69_4",4,4,4,4,4,4,2,2,2,2,2,2,17.060180575083,"Media"
"307","69_5",3,3,3,3,3,3,4,4,4,4,2,2,19.1614830847121,"Alta"
"308","70_1",4,4,3,3,3,3,4,4,4,3,2,2,19.9680771822423,"Alta"
"309","70_3",4,4,4,3,4,2,2,3,3,3,1,1,16.8470618543524,"Media"
"310","70_5",2,2,2,2,2,2,1,1,2,2,1,2,6.33948181097138,"Muy baja"
"311","71_1",4,4,4,4,4,4,1,4,4,3,4,4,23.0817155145293,"Muy Alta"
"312","71_2",4,4,3,4,4,4,4,1,4,4,4,2,21.4837118313941,"Alta"
"313","71_3",4,4,4,4,4,4,4,1,2,2,1,2,16.8382110186531,"Media"
"314","71_4",3,4,4,4,4,4,1,1,4,1,1,1,14.5105582610721,"Baja"
"315","71_5",2,4,4,4,3,2,2,4,4,4,2,4,19.8654712396358,"Alta"
"316","72_1",4,4,4,4,4,4,1,1,4,2,1,1,16.0254717917606,"Media"
"317","72_2",4,4,2,4,4,4,1,4,4,2,2,1,17.3115896069654,"Media"
"318","72_3",1,4,4,4,1,1,1,1,4,1,1,1,9.55944804749584,"Muy baja"
"319","72_4",4,4,4,4,4,1,3,1,4,1,1,4,16.7878955857389,"Media"
"320","72_5",1,4,3,4,3,3,2,2,4,4,1,1,14.6676357177295,"Baja"
"321","73_1",4,3,3,3,3,3,2,2,2,2,2,2,13.6047367212732,"Baja"
"322","73_2",4,1,2,2,2,2,3,3,3,3,3,3,13.7671649005281,"Baja"
"323","73_3",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"324","73_4",1,4,4,4,4,4,3,4,4,3,3,2,20.4387144608227,"Alta"
"325","73_5",4,4,3,4,4,4,1,1,3,3,3,1,16.4911024274805,"Media"
"326","74_2",4,4,1,4,4,1,1,1,4,4,4,4,17.0817262795198,"Media"
"327","74_3",4,4,4,4,4,4,2,2,4,4,3,4,22.103455788466,"Alta"
"328","74_5",3,4,4,4,4,4,1,2,3,1,2,1,15.2400336827491,"Media"
"329","75_1",4,4,4,4,4,3,4,4,4,2,2,2,21.405457097888,"Alta"
"330","75_2",4,2,3,4,4,3,4,4,4,4,4,3,22.3755184914422,"Muy Alta"
"331","75_3",4,4,4,4,4,4,2,4,4,4,4,1,23.0630420067718,"Muy Alta"
"332","75_4",4,4,4,4,4,1,4,4,4,4,4,4,24.5859099790686,"Muy Alta"
"333","76_1",4,4,4,4,4,4,3,3,3,3,3,2,20.9999264367875,"Alta"
"334","76_2",4,4,4,4,4,4,4,4,1,4,4,4,23.2857744932672,"Muy Alta"
"335","76_3",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"336","76_4",4,4,4,4,3,3,4,3,4,4,3,4,23.1657672319132,"Muy Alta"
"337","76_5",3,4,4,4,4,2,1,4,4,4,4,2,21.2161984780658,"Alta"
"338","77_1",4,4,4,4,4,4,2,4,4,1,4,1,20.7817094718164,"Alta"
"339","77_2",4,3,4,4,4,3,1,1,1,1,2,1,12.1562578624939,"Baja"
"340","77_3",4,1,4,4,4,3,4,2,4,1,4,4,19.1094388473891,"Alta"
"341","77_4",2,3,3,2,2,1,3,2,3,4,4,1,14.1623986678722,"Baja"
"342","77_5",4,4,4,4,4,4,4,4,4,3,1,2,21.8268141087735,"Alta"
"343","78_1",4,4,4,3,4,3,3,4,2,3,4,2,20.773526813276,"Alta"
"344","78_2",4,4,4,4,4,4,3,4,4,4,4,3,24.7373997948902,"Muy Alta"
"345","78_3",4,4,4,4,4,4,1,2,4,4,4,4,22.1946261938254,"Muy Alta"
"346","78_4",4,4,3,3,4,3,4,4,1,4,4,2,20.3638490398366,"Alta"
"347","79_1",4,4,4,4,4,3,4,1,4,3,1,1,18.4197679290341,"Media"
"348","79_2",4,4,4,4,4,4,2,2,2,4,4,1,19.6586498444811,"Alta"
"349","79_3",3,4,4,4,4,3,4,3,4,3,3,2,21.3718031781253,"Alta"
"350","79_4",4,4,4,4,4,4,4,2,4,4,1,1,20.4490296932308,"Alta"
"351","79_5",4,4,4,4,3,3,4,4,4,2,2,2,20.7031174313097,"Alta"
"352","80_1",4,4,4,4,3,2,4,4,4,4,4,4,24.3286211488573,"Muy Alta"
"353","80_2",2,3,4,4,1,1,2,2,2,3,3,1,12.3503885253077,"Baja"
"354","80_3",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"355","80_4",3,4,2,3,2,1,4,2,4,4,4,4,18.2990831485693,"Media"
"356","80_5",4,4,4,4,4,4,1,1,1,4,1,4,16.3831574380116,"Media"
"357","81_1",1,4,4,4,4,4,4,4,4,4,4,2,22.6762642413819,"Muy Alta"
"358","81_2",2,4,2,2,3,3,3,3,4,2,1,1,13.4116424252072,"Baja"
"359","81_3",4,4,4,4,4,4,4,3,3,3,2,2,20.9087560314282,"Alta"
"360","81_4",4,4,4,4,4,4,3,4,4,4,3,3,23.9532617910902,"Muy Alta"
"361","81_5",1,1,4,4,4,3,1,2,4,2,2,2,12.9779059759976,"Baja"
"362","82_1",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"363","82_2",4,4,4,4,4,4,3,4,1,1,1,1,16.4869750639545,"Media"
"364","82_3",3,3,3,3,3,3,1,4,4,4,2,2,17.0825802893901,"Media"
"365","83_1",4,4,4,4,4,4,2,4,4,4,4,3,24.0444321964495,"Muy Alta"
"366","83_3",2,4,4,4,4,4,3,3,3,4,1,1,18.192460807927,"Media"
"367","83_4",1,4,2,2,2,3,4,4,4,3,4,2,17.0751210387681,"Media"
"368","84_1",4,4,3,4,3,2,4,4,4,2,2,2,19.2734063763782,"Alta"
"369","84_2",4,4,4,4,4,4,1,2,4,4,2,1,19.1542649017087,"Alta"
"370","84_3",3,3,3,3,3,2,1,2,4,4,2,2,14.9899959540007,"Media"
"371","84_5",4,4,2,2,3,3,1,1,4,4,1,1,13.4080007906805,"Baja"
"372","85_1",3,3,3,4,2,2,2,3,4,1,3,3,15.3087154078791,"Media"
"373","85_2",3,3,3,3,2,2,1,4,4,4,3,3,17.2100228850836,"Media"
"374","85_3",4,4,4,4,4,3,1,4,4,4,2,1,20.356747564364,"Alta"
"375","85_4",4,3,3,4,3,3,2,1,1,2,1,1,11.1385317503103,"Baja"
"376","85_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"377","86_1",2,4,3,4,1,2,1,1,1,1,2,3,8.90454821624373,"Muy baja"
"378","86_2",4,4,3,2,1,4,4,4,1,1,4,1,15.419029037853,"Media"
"379","86_3",3,3,3,2,2,3,4,2,4,4,4,4,18.8504519075678,"Alta"
"380","86_4",4,4,4,3,3,3,4,4,4,4,4,4,24.2628477764029,"Muy Alta"
"381","86_5",3,4,4,3,1,2,1,1,4,4,1,1,13.283945914737,"Baja"
"382","87_1",4,4,4,4,4,3,3,4,4,3,3,2,22.2570716815658,"Muy Alta"
"383","87_2",4,4,4,4,4,3,3,3,3,2,3,3,20.2851265169408,"Alta"
"384","87_3",4,4,4,4,4,4,4,3,4,4,4,2,24.1159055489809,"Muy Alta"
"385","87_4",1,4,4,4,4,4,4,4,4,2,2,2,19.5870998771449,"Alta"
"386","87_5",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"387","88_2",4,4,4,4,4,4,4,4,2,1,1,1,18.0583719940294,"Media"
"388","88_3",3,4,4,4,3,4,4,4,4,4,4,4,24.4642534692214,"Muy Alta"
"389","88_4",4,4,4,4,4,4,1,4,4,4,4,2,22.86076950317,"Muy Alta"
"390","88_5",3,3,3,3,3,3,4,4,4,4,4,3,21.220454187151,"Alta"
"391","89_1",4,4,4,4,4,4,4,4,3,3,4,4,24.2821889782171,"Muy Alta"
"392","89_2",4,4,4,4,2,3,1,4,4,4,4,4,21.992429523324,"Alta"
"393","89_3",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"394","89_4",4,4,4,4,4,4,3,3,3,4,4,2,22.544508618906,"Muy Alta"
"395","89_5",4,4,3,4,4,3,4,4,4,4,3,3,23.2165183345994,"Muy Alta"
"396","90_2",4,4,4,4,2,3,4,2,4,4,2,1,19.383437527507,"Alta"
"397","90_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"398","90_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"399","90_5",3,4,2,3,3,2,3,3,4,2,3,2,16.2908562524705,"Media"
"400","91_1",4,4,4,4,1,1,4,4,4,2,3,1,18.70177933438,"Alta"
"401","91_3",4,4,4,4,4,4,4,4,4,4,3,1,23.6648391998532,"Muy Alta"
"402","91_4",4,4,4,4,1,3,4,2,4,2,1,1,16.3760715004918,"Media"
"403","91_5",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"404","92_1",3,4,4,4,4,3,3,3,3,3,1,1,17.7414351456115,"Media"
"405","92_2",4,3,4,3,3,3,1,1,4,1,1,1,12.7942439781967,"Baja"
"406","92_3",3,4,4,4,4,3,4,2,4,3,1,1,18.4890653261752,"Alta"
"407","92_4",4,3,3,4,3,3,3,2,4,4,4,1,19.1638564612017,"Alta"
"408","92_5",4,4,4,4,4,4,4,1,3,2,2,1,18.0100832592485,"Media"
"409","93_1",3,3,3,4,4,4,1,1,4,3,3,2,16.2931885781049,"Media"
"410","93_2",4,4,4,4,4,4,1,1,4,1,1,1,15.2650276134422,"Media"
"411","93_3",3,4,4,4,4,4,2,1,4,4,2,3,19.2503865879459,"Alta"
"412","93_4",4,4,4,4,4,4,3,3,4,4,4,4,24.4043281402179,"Muy Alta"
"413","93_5",3,3,3,3,3,3,1,3,4,3,1,1,14.2235362629216,"Baja"
"414","94_1",4,4,4,4,4,4,3,3,4,3,3,3,22.3690508632606,"Muy Alta"
"415","94_3",4,4,4,4,4,4,2,4,4,4,4,4,24.5351272912884,"Muy Alta"
"416","94_5",3,3,3,3,3,3,3,4,4,4,4,4,21.0181816835492,"Alta"
"417","95_1",4,4,4,4,4,4,2,2,1,2,2,1,15.6910561486099,"Media"
"418","95_2",4,4,4,4,4,4,3,4,4,4,4,4,25.2280948897291,"Muy Alta"
"419","95_3",4,4,4,4,4,4,3,3,4,4,4,4,24.4043281402179,"Muy Alta"
"420","95_4",3,4,4,4,4,4,1,4,4,4,3,1,20.8314670521611,"Alta"
"421","95_5",2,4,3,3,3,3,2,2,3,4,1,2,14.5235466244828,"Baja"
"422","96_1",4,4,4,4,4,4,3,3,3,3,3,2,20.9999264367875,"Alta"
"423","96_2",1,4,3,2,4,1,1,4,4,4,4,1,16.7652052059126,"Media"
"424","96_3",2,4,3,4,3,3,1,2,3,3,1,1,13.0902639617062,"Baja"
"425","96_4",4,4,3,4,4,4,1,3,4,4,3,2,20.2682045312944,"Alta"
"426","96_5",4,4,3,4,4,3,3,3,3,3,4,3,20.8450484804949,"Alta"
"427","97_1",4,3,4,4,4,3,4,2,3,3,4,2,20.3956455296713,"Alta"
"428","97_2",4,4,4,4,3,3,3,4,4,4,4,2,23.099314197106,"Muy Alta"
"429","97_3",3,4,3,4,3,3,3,2,4,4,2,2,18.1443751195491,"Media"
"430","97_5",4,4,4,4,3,3,3,3,3,3,2,3,19.559093024881,"Alta"
"431","98_1",4,2,4,4,4,3,4,4,4,4,3,3,22.5760407062066,"Muy Alta"
"432","98_2",4,4,4,4,4,3,4,4,4,4,3,2,23.710483458325,"Muy Alta"
"433","98_3",4,4,4,4,4,3,3,4,3,4,3,3,22.629781623089,"Muy Alta"
"434","98_4",4,4,4,4,4,4,3,2,4,4,2,2,21.030895193429,"Alta"
"435","98_5",3,3,4,4,3,3,1,3,4,4,3,2,18.5384359710647,"Alta"
"436","99_1",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"437","99_2",4,4,4,4,4,4,4,4,4,4,3,2,24.155534294692,"Muy Alta"
"438","99_3",3,3,3,4,4,4,4,4,4,4,1,1,19.5448646978401,"Alta"
"439","99_4",4,4,4,4,4,4,4,4,4,2,2,4,22.8318981239328,"Muy Alta"
"440","99_5",2,2,2,2,3,3,4,4,4,4,1,1,14.8241272828388,"Media"
"441","100_1",3,3,3,3,3,3,4,4,4,4,4,3,21.220454187151,"Alta"
"442","100_2",4,4,4,4,4,4,2,2,4,4,3,3,21.6127606936272,"Alta"
"443","100_3",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"444","100_4",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"445","101_1",3,2,2,4,4,4,1,1,4,3,1,1,12.436988333623,"Baja"
"446","101_2",3,2,2,2,3,3,3,4,4,4,2,4,17.1418523250848,"Media"
"447","101_3",2,3,3,3,3,3,3,3,4,4,4,2,18.4585553919903,"Alta"
"448","101_4",4,4,4,4,4,4,1,3,4,4,2,3,20.9594218408976,"Alta"
"449","101_5",3,4,4,4,4,4,1,3,4,3,4,4,21.503479412648,"Alta"
"450","102_1",4,4,4,4,4,4,3,4,4,4,2,4,23.659818882129,"Muy Alta"
"451","102_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"452","102_3",2,3,2,3,3,4,3,3,4,4,4,4,18.9003361994707,"Alta"
"453","102_4",3,4,4,4,4,4,2,1,4,3,3,1,18.2926902237498,"Media"
"454","102_5",4,4,4,4,4,4,3,3,4,4,3,3,23.129495041579,"Muy Alta"
"455","103_1",4,4,4,4,2,2,4,2,4,4,4,4,21.9787479832566,"Alta"
"456","103_2",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"457","103_3",4,4,4,4,4,2,4,1,4,1,4,4,20.2783280319467,"Alta"
"458","103_4",4,4,4,4,4,4,1,1,4,1,1,1,15.2650276134422,"Media"
"459","103_5",2,4,4,4,4,4,2,1,4,4,4,4,20.5548883380148,"Alta"
"460","104_1",3,4,4,4,3,3,2,2,2,2,4,2,16.7265967273676,"Media"
"461","104_2",4,4,4,4,4,3,2,2,4,4,4,4,22.442542955899,"Muy Alta"
"462","104_3",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"463","104_4",2,4,4,4,4,3,4,2,4,4,4,4,22.3195394480402,"Muy Alta"
"464","104_5",4,4,4,4,4,4,2,2,2,2,2,4,18.0415707647607,"Media"
"465","105_1",3,3,4,4,4,4,4,4,4,4,4,4,24.3540242123211,"Muy Alta"
"466","105_2",2,4,4,4,4,2,1,4,4,4,4,4,21.4431193153735,"Alta"
"467","105_3",3,3,4,4,4,4,4,4,4,4,4,4,24.3540242123211,"Muy Alta"
"468","105_4",3,3,4,4,4,2,4,4,4,3,4,4,22.7034783612685,"Muy Alta"
"469","105_5",3,4,4,4,3,1,3,1,4,4,4,4,19.964833113146,"Alta"
"470","106_1",3,3,3,3,3,3,4,4,4,4,4,2,20.7297590923122,"Alta"
"471","106_2",3,3,3,3,3,3,3,3,4,3,3,3,18.1591376570807,"Media"
"472","106_4",4,1,4,3,3,3,2,2,4,3,2,2,15.4815619344672,"Media"
"473","106_5",3,3,3,3,3,3,4,4,4,4,3,3,20.436316183351,"Alta"
"474","107_2",4,4,4,4,4,4,2,2,2,2,2,2,17.060180575083,"Media"
"475","107_4",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"476","107_5",3,3,3,3,3,3,3,1,4,1,1,1,12.4410496041437,"Baja"
"477","108_1",4,4,4,4,4,4,4,1,1,1,1,1,14.7086424138616,"Baja"
"478","108_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"479","108_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"480","108_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"481","108_5",4,4,4,4,4,4,3,3,4,1,4,4,22.1229956052625,"Muy Alta"
"482","109_2",3,3,3,4,4,3,4,4,4,4,4,4,22.9243131573896,"Muy Alta"
"483","109_4",4,4,4,4,4,4,1,1,1,4,4,4,18.7355714494116,"Alta"
"484","109_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"485","110_2",1,1,4,4,4,4,4,4,4,3,4,4,20.4595034823053,"Alta"
"486","110_3",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"487","110_4",4,4,4,4,4,4,1,1,4,4,1,2,18.0370552432364,"Media"
"488","110_5",1,1,4,4,4,3,4,1,4,4,4,4,18.3035965757232,"Media"
"489","111_2",2,4,3,4,4,4,4,4,4,4,4,4,23.4274635648653,"Muy Alta"
"490","111_3",2,4,4,4,4,4,4,4,4,4,4,4,24.4121237834297,"Muy Alta"
"491","111_4",1,4,4,4,4,4,4,2,4,4,4,4,22.0101209320373,"Alta"
"492","111_5",4,4,4,4,4,4,1,1,4,4,4,4,21.3708594443142,"Alta"
"493","112_1",1,1,4,4,4,4,4,4,2,4,4,4,19.4630889973554,"Alta"
"494","112_3",4,4,4,4,4,4,4,4,4,4,4,2,24.939672298492,"Muy Alta"
"495","112_4",4,4,4,4,4,4,4,4,4,1,3,4,22.8555919494143,"Muy Alta"
"496","113_1",3,4,4,4,4,4,3,4,4,4,4,3,23.9829304425202,"Muy Alta"
"497","113_2",4,4,4,4,4,4,2,3,4,3,3,4,22.1667783596587,"Muy Alta"
"498","113_3",4,4,4,4,4,4,4,1,4,3,2,3,20.6303469588789,"Alta"
"499","113_4",4,4,4,4,4,4,1,4,4,4,2,2,21.29249349557,"Alta"
"500","113_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"501","114_1",1,3,3,3,3,3,1,3,4,4,2,2,14.7498748351388,"Media"
"502","114_2",4,4,4,4,4,4,1,1,2,2,1,1,14.2686131284922,"Baja"
"503","114_3",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"504","114_4",4,4,4,4,4,4,4,4,4,2,3,3,23.1253410328939,"Muy Alta"
"505","114_5",4,4,4,4,4,4,4,4,4,4,3,4,25.1369244843697,"Muy Alta"
"506","115_1",3,3,3,3,3,3,3,3,3,3,3,3,17.2807083254465,"Media"
"507","115_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"508","115_3",3,2,3,3,3,3,1,3,4,3,2,3,15.1764955329207,"Media"
"509","115_4",4,4,4,4,4,4,2,3,4,4,3,3,22.4365274431383,"Muy Alta"
"510","115_5",4,4,4,4,4,2,1,1,3,4,4,2,18.6209382502681,"Alta"
"511","116_1",4,4,4,4,4,3,4,4,4,4,4,2,24.494621462125,"Muy Alta"
"512","116_2",4,4,4,4,4,3,4,4,4,4,4,3,24.9853165569638,"Muy Alta"
"513","116_3",2,3,3,3,3,3,3,4,4,4,2,2,17.7140461339014,"Media"
"514","116_4",4,3,3,3,3,3,4,4,4,3,2,2,19.1555082587637,"Alta"
"515","117_1",3,4,4,4,4,4,2,2,4,4,1,1,18.3086251439794,"Media"
"516","117_3",3,3,3,3,3,3,1,1,1,1,1,1,8.41982641235973,"Muy baja"
"517","117_4",3,3,4,4,3,3,3,2,4,2,1,1,15.5207449593591,"Media"
"518","117_5",3,3,3,3,3,3,4,3,4,4,4,4,20.8873825324787,"Alta"
"519","118_1",4,4,4,3,3,2,4,4,4,4,1,1,19.9932976441192,"Alta"
"520","118_2",3,4,3,2,4,2,3,1,4,4,3,3,17.8310818812453,"Media"
"521","118_5",3,4,4,3,3,2,1,4,4,4,4,3,20.4937296975049,"Alta"
"522","119_1",4,4,3,3,3,3,1,4,4,4,4,2,20.2178945728388,"Alta"
"523","119_2",4,4,4,4,4,4,4,3,4,4,4,3,24.6066006438197,"Muy Alta"
"524","119_3",4,4,4,4,4,4,4,4,4,4,4,1,24.4489772036532,"Muy Alta"
"525","119_4",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"526","119_5",4,4,4,4,4,4,1,4,4,4,4,4,23.8421596928477,"Muy Alta"
"527","120_1",4,4,4,4,4,4,1,1,4,4,2,4,19.8025834367142,"Alta"
"528","120_2",4,4,4,4,4,4,1,2,4,4,4,1,20.7225409093088,"Alta"
"529","120_3",4,4,4,4,4,4,4,4,4,4,1,1,22.0965631922531,"Alta"
"530","120_4",4,4,3,4,4,3,1,3,4,2,4,4,20.0677935317682,"Alta"
"531","120_5",4,4,4,4,4,4,4,4,4,1,1,1,19.8152306572977,"Alta"
"532","121_1",3,3,3,3,3,3,2,2,2,2,2,2,12.8502673689031,"Baja"
"533","121_2",4,3,4,4,4,4,4,4,4,4,4,4,25.1084935646911,"Muy Alta"
"534","121_4",3,4,4,4,4,4,2,2,2,2,2,2,16.3057112227129,"Media"
"535","121_5",4,4,4,4,4,4,2,1,4,3,1,1,17.4788835685198,"Media"
"536","122_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"537","122_2",4,4,3,4,3,1,1,2,4,4,4,4,19.1724737995815,"Alta"
"538","122_3",3,3,3,3,3,3,4,4,4,4,2,2,19.1614830847121,"Alta"
"539","122_4",3,4,4,4,4,4,1,2,2,2,2,2,15.6127436242723,"Media"
"540","122_5",3,4,4,4,3,1,2,1,4,4,1,2,15.9380613136275,"Media"
"541","123_2",2,4,2,4,4,3,2,3,4,4,1,1,15.9635512676247,"Media"
"542","123_3",4,4,4,4,3,3,1,4,4,2,1,1,17.3493815373488,"Media"
"543","123_5",4,1,1,4,4,4,3,3,4,4,1,1,15.1881414181723,"Media"
"544","124_2",4,4,4,4,4,4,3,3,4,4,2,2,21.8546619429401,"Alta"
"545","124_3",4,4,4,4,4,4,3,4,3,3,3,3,22.3143882811375,"Muy Alta"
"546","124_4",3,4,3,4,3,3,4,4,4,3,2,1,19.2337369438549,"Alta"
"547","124_5",3,3,3,4,4,2,1,1,4,4,4,1,16.4569739926504,"Media"
"548","125_1",4,4,4,4,4,4,4,4,4,4,4,1,24.4489772036532,"Muy Alta"
"549","125_3",4,4,4,4,4,4,2,4,4,4,4,2,23.5537371016107,"Muy Alta"
"550","125_4",4,4,4,4,4,4,3,3,4,4,2,1,21.3639668481013,"Alta"
"551","125_5",4,4,3,3,4,4,4,4,4,4,4,2,23.4441878711062,"Muy Alta"
"552","126_1",3,3,3,1,1,1,2,3,4,4,4,2,15.203627722386,"Media"
"553","126_2",3,3,3,4,3,3,4,4,4,4,4,2,21.2405833011336,"Alta"
"554","126_5",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"555","127_2",3,3,3,3,3,3,4,4,4,4,4,4,21.7111492819899,"Alta"
"556","127_3",4,4,4,4,4,4,4,4,4,4,4,3,25.4303673933309,"Muy Alta"
"557","127_5",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"558","128_1",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"559","128_2",3,3,3,3,3,3,1,3,4,4,1,1,14.98398044124,"Media"
"560","128_3",4,4,4,4,4,4,2,3,4,4,2,2,21.1616943444995,"Alta"
"561","128_4",1,4,1,3,3,1,4,1,4,4,3,2,13.9185289488543,"Baja"
"562","128_5",4,4,4,4,4,4,2,3,4,4,2,3,21.6523894393383,"Alta"
"563","129_1",4,4,4,4,4,1,2,2,4,3,2,2,18.2423309075686,"Media"
"564","129_2",4,4,4,4,4,4,4,4,4,4,4,4,25.9210624881698,"Muy Alta"
"565","129_3",4,4,4,2,3,3,2,3,4,4,4,4,21.542321621189,"Alta"
"566","129_4",3,4,3,3,3,3,2,1,4,2,1,1,13.3210951075001,"Baja"
"567","129_5",3,3,2,1,3,2,1,3,4,2,3,4,14.0520939041454,"Baja"
"568","130_1",3,3,4,4,3,3,2,2,4,4,4,4,20.173165013472,"Alta"
"569","130_2",4,4,4,4,4,3,1,2,4,4,3,3,20.4747422588194,"Alta"
"570","130_3",4,4,4,4,2,3,4,2,4,4,2,4,20.8555228120236,"Alta"
"571","130_4",4,4,4,4,4,4,4,3,4,4,4,4,25.0972957386586,"Muy Alta"
"572","130_5",4,4,4,4,4,4,3,3,2,3,4,4,21.8870252986311,"Alta"
"573","131_1",3,4,4,4,2,1,1,4,4,4,4,4,20.3478584982198,"Alta"
"574","131_2",3,4,3,3,2,2,1,2,4,4,3,1,15.3936681198621,"Media"
"575","131_3",4,4,3,4,4,2,1,4,4,4,4,4,21.9673978015492,"Alta"
"576","131_4",3,2,3,3,1,3,3,2,4,4,3,4,16.3692619240916,"Media"
"577","131_5",3,4,3,3,2,2,4,3,4,3,3,3,18.5172836760546,"Alta"
"578","132_1",3,4,4,3,3,3,3,3,3,3,3,3,19.0779374674895,"Alta"
"579","132_2",1,1,3,2,3,3,4,4,3,4,3,3,15.9129860911981,"Media"
"580","132_3",3,3,4,4,4,2,1,1,4,4,4,4,18.9137194957314,"Alta"
"581","132_4",3,4,3,4,4,4,3,3,4,4,4,4,22.6651985692835,"Muy Alta"
"582","132_5",1,2,1,2,3,2,1,3,4,1,4,3,10.7897489968265,"Muy baja"
"583","133_1",4,4,4,4,4,3,4,4,4,2,1,1,20.1306239992491,"Alta"
"584","133_2",2,4,4,4,4,2,3,3,4,4,4,3,21.5145926679048,"Alta"
"585","133_3",1,4,4,3,2,1,1,1,4,1,1,1,9.75096350525275,"Muy baja"
"586","133_4",2,4,4,2,4,2,3,3,4,4,2,1,17.9432780529842,"Media"
"587","133_5",1,4,4,3,4,2,4,4,4,1,2,1,16.9350347224321,"Media"
"588","134_1",1,4,4,4,4,3,4,4,4,4,4,2,22.2312134050148,"Muy Alta"
"589","134_2",4,4,4,4,4,3,2,2,4,4,1,2,19.1087387548212,"Alta"
"590","134_4",4,4,4,4,4,4,1,1,4,1,2,1,16.0491656172422,"Media"
"591","134_5",4,4,4,4,4,4,1,1,4,4,1,1,17.5463601483976,"Media"
"592","135_1",3,3,3,3,3,4,4,4,4,4,4,1,20.6841148338404,"Alta"
"593","135_2",4,4,4,4,3,3,4,4,4,4,2,2,22.2240057879466,"Muy Alta"
"594","135_3",2,4,4,2,3,2,3,3,4,4,4,3,19.7906045836837,"Alta"
"595","136_1",4,4,4,4,3,3,4,4,4,4,4,4,24.7736719852244,"Muy Alta"
"596","136_2",3,4,4,4,4,4,4,3,4,3,3,2,21.8168540144923,"Alta"
"597","136_3",4,4,3,4,3,3,3,4,4,4,3,2,21.3305159747416,"Alta"
"598","136_4",4,4,4,4,4,4,2,3,4,4,4,3,23.2206654469384,"Muy Alta"
"599","136_5",3,4,3,4,4,3,2,2,2,2,2,3,15.3666952626203,"Media"
"600","137_1",2,3,3,3,4,4,3,3,4,3,3,3,18.552058807656,"Alta"
"601","137_2",4,3,4,4,4,4,2,1,1,1,1,1,12.5101382935016,"Baja"
"602","137_3",4,3,3,4,4,4,4,4,4,4,4,4,24.1238333461268,"Muy Alta"
"603","137_4",4,3,4,4,4,4,4,4,4,4,4,4,25.1084935646911,"Muy Alta"
"604","137_5",4,4,4,4,4,4,3,3,4,4,4,3,23.913633045379,"Muy Alta"
"605","138_1",4,3,3,3,4,4,1,2,1,3,3,3,15.216007571101,"Media"
"606","138_4",4,4,4,4,4,4,2,2,4,3,3,3,20.8523165153087,"Alta"
