uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,C_DENEVI,P3A2_2,P3A2_3,P3A3,P3A4,P3A5,P3A6,P3A7,P3A8_1,P3A8_2,P3A8_3,P3A9,P3A10,P3A11,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
2775_4_1,2775_4,2775,4,1,1,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,1,146,2775,271
2778_4_1,2778_4,2778,4,1,1,1,NA,3,2,NA,3,NA,4,NA,NA,4,2,1,10,1,145,2778,279
2779_3_1,2779_3,2779,3,1,1,2,1,3,2,NA,5,NA,2,NA,NA,3,2,1,10,1,146,2779,240
2780_1_1,2780_1,2780,1,1,1,2,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,1,147,2780,306
2781_2_1,2781_2,2781,2,1,1,1,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,146,2781,262
2781_3_1,2781_3,2781,3,1,1,3,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,146,2781,262
2781_5_1,2781_5,2781,5,1,1,2,NA,3,2,NA,5,NA,2,NA,NA,2,2,2,10,1,146,2781,262
2782_5_1,2782_5,2782,5,1,1,1,NA,3,3,NA,5,NA,3,NA,NA,3,1,NA,10,1,147,2782,296
2782_5_1,2782_5,2782,5,1,2,1,NA,3,3,NA,5,NA,3,NA,NA,3,1,NA,10,1,147,2782,296
2783_4_1,2783_4,2783,4,1,1,1,NA,3,2,NA,3,NA,1,2,NA,3,1,NA,10,1,147,2783,314
2785_1_1,2785_1,2785,1,1,1,2,NA,4,2,NA,2,NA,3,NA,NA,4,2,1,10,1,146,2785,239
2785_2_1,2785_2,2785,2,1,1,1,NA,3,3,NA,2,NA,3,NA,NA,3,1,NA,10,1,146,2785,239
2785_4_1,2785_4,2785,4,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,3,1,NA,10,1,146,2785,239
2791_2_1,2791_2,2791,2,1,1,2,NA,2,1,6,NA,NA,NA,NA,NA,NA,NA,NA,10,1,146,2791,246
2791_5_1,2791_5,2791,5,1,1,2,1,3,2,NA,3,NA,1,NA,NA,5,2,8,10,1,146,2791,246
2793_5_1,2793_5,2793,5,1,1,2,NA,2,2,NA,5,NA,2,NA,NA,9,1,NA,10,1,146,2793,258
2794_1_1,2794_1,2794,1,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,2,1,NA,10,1,146,2794,261
2795_3_1,2795_3,2795,3,1,1,2,NA,3,3,NA,3,NA,2,NA,NA,9,2,1,10,1,145,2795,252
2795_4_1,2795_4,2795,4,1,1,1,NA,2,3,NA,5,NA,2,6,NA,1,2,9,10,1,145,2795,252
2796_4_1,2796_4,2796,4,1,1,2,NA,2,3,NA,5,NA,2,NA,NA,3,1,NA,10,1,146,2796,249
2797_4_1,2797_4,2797,4,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,3,2,2,10,1,145,2797,208
2798_1_1,2798_1,2798,1,1,1,1,NA,4,2,NA,1,NA,2,NA,NA,3,2,1,10,1,145,2798,227
2798_2_1,2798_2,2798,2,1,1,1,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,10,1,145,2798,227
2800_1_1,2800_1,2800,1,1,1,1,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,10,1,145,2800,215
2802_1_1,2802_1,2802,1,1,1,1,NA,3,2,NA,5,NA,1,NA,NA,3,2,2,10,1,147,2802,277
2802_3_1,2802_3,2802,3,1,1,1,NA,3,2,NA,1,NA,2,NA,NA,3,2,1,10,1,147,2802,277
2803_1_1,2803_1,2803,1,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,2,2,9,10,1,145,2803,247
2803_3_1,2803_3,2803,3,1,1,3,NA,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,10,1,145,2803,247
2804_4_1,2804_4,2804,4,1,1,1,NA,2,3,NA,5,NA,1,NA,NA,1,2,9,10,1,145,2804,253
2805_11_1,2805_11,2805,11,1,1,1,NA,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,2,150,2805,234
2805_14_1,2805_14,2805,14,1,1,2,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,2,150,2805,234
2806_11_1,2806_11,2806,11,1,1,1,NA,2,4,NA,3,2,NA,NA,NA,NA,NA,NA,10,2,150,2806,265
2806_16_1,2806_16,2806,16,1,1,1,NA,2,4,NA,5,1,2,NA,NA,1,2,1,10,2,150,2806,265
2806_18_1,2806_18,2806,18,1,1,1,NA,3,4,NA,3,1,4,NA,NA,2,2,1,10,2,150,2806,265
2808_2_1,2808_2,2808,2,1,1,1,NA,2,2,NA,9,NA,2,NA,NA,9,2,1,10,2,148,2808,297
2812_3_1,2812_3,2812,3,1,1,3,4,3,4,NA,2,1,2,3,NA,9,1,NA,10,2,148,2812,352
2813_5_1,2813_5,2813,5,1,1,4,NA,3,3,NA,5,NA,2,NA,NA,3,1,NA,10,2,148,2813,317
2819_3_1,2819_3,2819,3,1,1,4,NA,2,2,NA,5,NA,2,NA,NA,9,2,3,10,2,148,2819,324
2821_2_1,2821_2,2821,2,1,1,2,NA,2,3,NA,5,NA,6,NA,NA,2,1,NA,10,2,148,2821,307
2821_3_1,2821_3,2821,3,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,2,148,2821,307
2822_1_1,2822_1,2822,1,1,1,4,3,3,3,NA,5,NA,2,NA,NA,3,1,NA,10,2,148,2822,249
2823_4_1,2823_4,2823,4,1,1,1,2,3,4,NA,1,1,1,NA,NA,1,1,NA,10,2,148,2823,346
2824_5_1,2824_5,2824,5,1,1,2,NA,4,4,NA,2,2,NA,NA,NA,NA,NA,NA,10,2,148,2824,227
2826_1_1,2826_1,2826,1,1,1,1,NA,2,4,NA,1,1,1,4,NA,2,2,9,10,2,150,2826,278
2826_8_1,2826_8,2826,8,1,1,2,1,3,4,NA,5,1,3,NA,NA,3,2,1,10,2,150,2826,278
2827_13_1,2827_13,2827,13,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,1,10,2,150,2827,238
2827_19_1,2827_19,2827,19,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,2,8,10,2,150,2827,238
2828_1_1,2828_1,2828,1,1,1,1,NA,3,4,NA,3,1,1,NA,NA,3,2,1,10,2,150,2828,241
2828_10_1,2828_10,2828,10,1,1,2,NA,2,4,NA,5,1,1,2,NA,3,2,1,10,2,150,2828,241
2828_18_1,2828_18,2828,18,1,1,3,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,10,2,150,2828,241
2828_20_1,2828_20,2828,20,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,2,2,10,2,150,2828,241
2829_12_1,2829_12,2829,12,1,1,2,NA,2,2,NA,5,NA,2,NA,NA,3,2,1,10,3,151,2829,255
2829_13_1,2829_13,2829,13,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,3,151,2829,255
2829_19_1,2829_19,2829,19,1,1,1,2,3,2,NA,8,NA,2,NA,NA,2,1,NA,10,3,151,2829,255
2829_20_1,2829_20,2829,20,1,1,1,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,151,2829,255
2830_13_1,2830_13,2830,13,1,1,1,NA,2,4,NA,1,1,4,NA,NA,1,1,NA,10,3,151,2830,370
2831_1_1,2831_1,2831,1,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,152,2831,303
2831_9_1,2831_9,2831,9,1,1,4,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,152,2831,303
2831_10_2,2831_10,2831,10,2,1,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,152,2831,303
2831_15_1,2831_15,2831,15,1,1,1,6,2,4,NA,5,1,6,NA,NA,1,2,1,10,3,152,2831,303
2831_15_1,2831_15,2831,15,1,2,6,NA,2,2,NA,5,NA,2,NA,NA,1,2,1,10,3,152,2831,303
2832_4_1,2832_4,2832,4,1,1,2,NA,1,4,NA,3,1,1,NA,NA,9,2,9,10,3,149,2832,200
2833_9_1,2833_9,2833,9,1,1,4,NA,2,4,NA,5,1,1,2,NA,9,1,NA,10,3,152,2833,356
2834_9_1,2834_9,2834,9,1,1,2,1,3,4,NA,3,1,1,NA,NA,2,1,NA,10,3,151,2834,315
2834_10_1,2834_10,2834,10,1,1,1,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,10,3,151,2834,315
2834_15_1,2834_15,2834,15,1,1,2,NA,3,4,NA,5,1,1,NA,NA,1,1,NA,10,3,151,2834,315
2834_17_1,2834_17,2834,17,1,1,4,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,3,151,2834,315
2835_1_1,2835_1,2835,1,1,1,2,3,3,4,NA,5,1,1,NA,NA,9,1,NA,10,3,151,2835,296
2835_2_1,2835_2,2835,2,1,1,2,NA,5,4,NA,5,1,5,NA,NA,2,2,9,10,3,151,2835,296
2835_4_1,2835_4,2835,4,1,1,1,2,4,4,NA,5,1,4,NA,NA,9,2,1,10,3,151,2835,296
2835_5_1,2835_5,2835,5,1,1,3,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,3,151,2835,296
2835_5_1,2835_5,2835,5,1,2,5,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,10,3,151,2835,296
2835_8_1,2835_8,2835,8,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,151,2835,296
2835_9_1,2835_9,2835,9,1,1,2,NA,1,4,NA,5,1,7,NA,NA,1,2,1,10,3,151,2835,296
2835_16_1,2835_16,2835,16,1,1,1,2,3,4,NA,8,1,1,6,NA,3,2,1,10,3,151,2835,296
2836_5_1,2836_5,2836,5,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,152,2836,241
2836_14_1,2836_14,2836,14,1,1,1,NA,4,4,NA,5,1,4,NA,NA,4,1,NA,10,3,152,2836,241
2836_19_1,2836_19,2836,19,1,1,1,NA,3,2,NA,5,NA,2,NA,NA,4,2,1,10,3,152,2836,241
2836_20_1,2836_20,2836,20,1,1,1,NA,2,4,NA,1,1,1,NA,NA,3,1,NA,10,3,152,2836,241
2837_3_1,2837_3,2837,3,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,152,2837,288
2837_8_1,2837_8,2837,8,1,1,2,NA,3,4,NA,5,1,4,NA,NA,9,2,9,10,3,152,2837,288
2837_9_1,2837_9,2837,9,1,1,1,NA,4,4,NA,8,1,1,NA,NA,9,2,9,10,3,152,2837,288
2837_12_1,2837_12,2837,12,1,1,2,NA,2,2,NA,5,NA,1,NA,NA,1,2,1,10,3,152,2837,288
2837_13_1,2837_13,2837,13,1,1,5,NA,1,2,NA,5,NA,9,NA,NA,9,2,9,10,3,152,2837,288
2837_16_1,2837_16,2837,16,1,1,1,2,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,152,2837,288
2837_17_1,2837_17,2837,17,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,3,152,2837,288
2837_18_1,2837_18,2837,18,1,1,1,NA,2,2,NA,5,NA,6,NA,NA,2,1,NA,10,3,152,2837,288
2839_2_1,2839_2,2839,2,1,1,3,4,4,4,NA,8,1,1,NA,NA,3,1,NA,10,3,151,2839,296
2839_5_1,2839_5,2839,5,1,1,1,NA,3,4,NA,1,1,1,NA,NA,4,1,NA,10,3,151,2839,296
2839_20_1,2839_20,2839,20,1,1,1,NA,2,3,NA,5,NA,2,NA,NA,3,2,1,10,3,151,2839,296
2841_3_1,2841_3,2841,3,1,1,1,NA,2,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2841,361
2841_3_1,2841_3,2841,3,1,2,6,NA,1,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2841,361
2841_9_2,2841_9,2841,9,2,1,1,2,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2841,361
2841_13_1,2841_13,2841,13,1,1,1,2,1,4,NA,1,1,1,7,NA,1,2,1,10,4,154,2841,361
2841_19_1,2841_19,2841,19,1,1,1,NA,3,4,NA,5,1,1,4,NA,1,1,NA,10,4,154,2841,361
2842_9_1,2842_9,2842,9,1,1,1,2,3,4,NA,5,1,2,NA,NA,9,2,1,10,4,153,2842,300
2842_15_1,2842_15,2842,15,1,1,5,NA,2,4,NA,5,1,1,NA,NA,9,2,1,10,4,153,2842,300
2843_4_1,2843_4,2843,4,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2843,259
2843_5_1,2843_5,2843,5,1,1,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2843,259
2843_6_1,2843_6,2843,6,1,1,1,NA,2,3,NA,8,NA,2,NA,NA,2,1,NA,10,4,154,2843,259
2844_7_1,2844_7,2844,7,1,1,1,2,2,3,NA,5,NA,1,NA,NA,2,1,NA,10,4,154,2844,256
2844_15_1,2844_15,2844,15,1,1,2,NA,2,4,NA,1,1,1,NA,NA,1,1,NA,10,4,154,2844,256
2844_19_1,2844_19,2844,19,1,1,1,2,3,4,NA,1,1,7,NA,NA,1,2,1,10,4,154,2844,256
2845_6_1,2845_6,2845,6,1,1,3,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2845,198
2845_13_1,2845_13,2845,13,1,1,5,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,153,2845,198
2845_13_1,2845_13,2845,13,1,2,4,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,153,2845,198
2845_13_1,2845_13,2845,13,1,3,3,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,153,2845,198
2845_15_1,2845_15,2845,15,1,1,2,NA,2,4,NA,5,1,9,NA,NA,9,2,9,10,4,153,2845,198
2846_2_1,2846_2,2846,2,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2846,289
2846_3_1,2846_3,2846,3,1,1,2,NA,2,4,NA,5,1,7,NA,NA,1,1,NA,10,4,154,2846,289
2846_12_1,2846_12,2846,12,1,1,2,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,154,2846,289
2846_14_1,2846_14,2846,14,1,1,3,NA,2,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2846,289
2846_16_1,2846_16,2846,16,1,1,2,3,3,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2846,289
2847_1_1,2847_1,2847,1,1,1,1,2,3,4,NA,5,1,1,NA,NA,2,1,NA,10,4,154,2847,300
2847_12_1,2847_12,2847,12,1,1,1,NA,3,4,NA,1,1,7,NA,NA,1,2,1,10,4,154,2847,300
2847_16_1,2847_16,2847,16,1,1,1,NA,2,4,NA,5,1,1,6,NA,1,2,1,10,4,154,2847,300
2848_4_1,2848_4,2848,4,1,1,1,NA,5,4,NA,7,1,1,NA,NA,1,2,1,10,4,153,2848,281
2848_7_1,2848_7,2848,7,1,1,1,2,1,4,NA,5,1,7,NA,NA,1,1,NA,10,4,153,2848,281
2848_12_1,2848_12,2848,12,1,1,3,NA,3,4,NA,5,1,1,NA,NA,1,2,9,10,4,153,2848,281
2848_16_1,2848_16,2848,16,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2848,281
2849_3_1,2849_3,2849,3,1,1,1,NA,4,4,NA,3,1,1,NA,NA,1,1,NA,10,4,154,2849,349
2849_8_1,2849_8,2849,8,1,1,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2849,349
2849_16_1,2849_16,2849,16,1,1,1,NA,2,2,NA,1,NA,2,NA,NA,3,2,1,10,4,154,2849,349
2850_1_1,2850_1,2850,1,1,1,3,NA,2,4,NA,5,1,9,NA,NA,1,2,9,10,4,153,2850,322
2850_11_1,2850_11,2850,11,1,1,3,NA,2,4,NA,5,1,4,NA,NA,1,1,NA,10,4,153,2850,322
2850_17_1,2850_17,2850,17,1,1,3,NA,2,4,NA,5,1,6,NA,NA,1,2,1,10,4,153,2850,322
2850_19_1,2850_19,2850,19,1,1,3,NA,2,4,NA,5,1,1,7,NA,1,2,1,10,4,153,2850,322
2851_15_1,2851_15,2851,15,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2851,380
2851_17_1,2851_17,2851,17,1,1,1,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,10,4,154,2851,380
2851_18_1,2851_18,2851,18,1,1,1,NA,4,4,NA,7,2,NA,NA,NA,NA,NA,NA,10,4,154,2851,380
2852_17_1,2852_17,2852,17,1,1,1,2,2,4,NA,5,1,1,NA,NA,9,1,NA,10,4,153,2852,308
2853_10_1,2853_10,2853,10,1,1,1,NA,4,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2853,278
2853_12_1,2853_12,2853,12,1,1,3,NA,2,4,NA,5,1,6,NA,NA,1,2,9,10,4,153,2853,278
2853_14_1,2853_14,2853,14,1,1,3,NA,1,4,NA,5,1,1,NA,NA,9,2,1,10,4,153,2853,278
2854_3_1,2854_3,2854,3,1,1,1,NA,4,4,NA,4,2,NA,NA,NA,NA,NA,NA,10,4,154,2854,277
2854_4_1,2854_4,2854,4,1,1,1,NA,2,4,NA,3,1,1,NA,NA,1,2,2,10,4,154,2854,277
2854_5_1,2854_5,2854,5,1,1,3,NA,3,4,NA,5,1,1,NA,NA,1,1,NA,10,4,154,2854,277
2854_12_1,2854_12,2854,12,1,1,5,NA,2,4,NA,5,1,2,NA,NA,9,1,NA,10,4,154,2854,277
2854_15_1,2854_15,2854,15,1,1,1,NA,3,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2854,277
2854_17_1,2854_17,2854,17,1,1,1,2,3,4,NA,5,1,1,NA,NA,1,1,NA,10,4,154,2854,277
2854_19_1,2854_19,2854,19,1,1,4,NA,3,4,NA,5,1,6,NA,NA,1,2,1,10,4,154,2854,277
2855_2_1,2855_2,2855,2,1,1,3,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2855,300
2855_10_1,2855_10,2855,10,1,1,1,NA,3,3,NA,5,NA,1,2,NA,3,1,NA,10,4,154,2855,300
2855_14_1,2855_14,2855,14,1,1,3,NA,2,4,NA,5,1,1,NA,NA,9,1,NA,10,4,154,2855,300
2855_20_1,2855_20,2855,20,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,154,2855,300
2856_3_1,2856_3,2856,3,1,1,1,NA,2,2,NA,5,NA,1,2,NA,9,2,1,10,4,154,2856,303
2856_8_1,2856_8,2856,8,1,1,1,NA,3,4,NA,1,1,1,NA,NA,1,2,2,10,4,154,2856,303
2856_10_1,2856_10,2856,10,1,1,1,NA,3,4,NA,5,1,4,NA,NA,1,2,1,10,4,154,2856,303
2857_3_1,2857_3,2857,3,1,1,2,NA,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,153,2857,249
2859_3_1,2859_3,2859,3,1,1,1,NA,3,4,NA,1,1,1,5,NA,2,2,8,10,4,153,2859,337
2859_6_1,2859_6,2859,6,1,1,3,NA,3,4,NA,5,1,1,NA,NA,2,1,NA,10,4,153,2859,337
2859_14_1,2859_14,2859,14,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2859,337
2859_19_1,2859_19,2859,19,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2859,337
2860_5_1,2860_5,2860,5,1,1,2,NA,1,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2860,300
2860_8_1,2860_8,2860,8,1,1,3,NA,2,4,NA,5,1,1,NA,NA,3,1,NA,10,4,154,2860,300
2860_8_1,2860_8,2860,8,1,2,4,NA,2,4,NA,5,1,1,NA,NA,2,2,2,10,4,154,2860,300
2861_4_1,2861_4,2861,4,1,1,2,NA,9,3,NA,5,NA,3,NA,NA,9,2,9,10,4,154,2861,191
2861_8_2,2861_8,2861,8,2,1,1,2,3,4,NA,5,1,1,NA,NA,3,1,NA,10,4,154,2861,191
2862_15_1,2862_15,2862,15,1,1,3,NA,3,4,NA,5,1,1,NA,NA,2,1,NA,10,4,153,2862,341
2863_16_1,2863_16,2863,16,1,1,1,NA,3,4,NA,1,1,1,NA,NA,2,2,1,10,4,154,2863,217
2863_19_1,2863_19,2863,19,1,1,3,NA,9,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2863,217
2863_20_1,2863_20,2863,20,1,1,3,NA,2,4,NA,5,1,6,NA,NA,1,1,NA,10,4,154,2863,217
2865_17_1,2865_17,2865,17,1,1,5,NA,2,4,NA,5,1,1,NA,NA,1,2,1,10,4,154,2865,283
2865_17_1,2865_17,2865,17,1,2,6,NA,2,4,NA,5,1,1,NA,NA,2,1,NA,10,4,154,2865,283
2865_19_1,2865_19,2865,19,1,1,5,NA,2,4,NA,5,1,1,NA,NA,9,1,NA,10,4,154,2865,283
2866_6_1,2866_6,2866,6,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2866,294
2866_6_1,2866_6,2866,6,1,2,4,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2866,294
2866_7_1,2866_7,2866,7,1,1,1,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,153,2866,294
2866_9_1,2866_9,2866,9,1,1,1,2,2,4,NA,5,1,1,NA,NA,1,1,NA,10,4,153,2866,294
2866_20_1,2866_20,2866,20,1,1,1,2,3,2,NA,4,NA,2,NA,NA,3,2,3,10,4,153,2866,294
2867_6_1,2867_6,2867,6,1,1,4,NA,2,4,NA,5,1,9,NA,NA,9,2,5,10,4,154,2867,278
2867_8_1,2867_8,2867,8,1,1,2,NA,3,2,NA,5,NA,1,2,NA,3,2,9,10,4,154,2867,278
2867_16_1,2867_16,2867,16,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2867,278
2867_16_1,2867_16,2867,16,1,2,4,NA,3,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2867,278
2868_8_1,2868_8,2868,8,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2868,284
2868_12_1,2868_12,2868,12,1,1,1,2,2,4,NA,8,2,NA,NA,NA,NA,NA,NA,10,4,154,2868,284
2868_15_1,2868_15,2868,15,1,1,1,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2868,284
2871_4_1,2871_4,2871,4,1,1,1,NA,2,4,NA,7,2,NA,NA,NA,NA,NA,NA,10,1,143,2871,331
2875_2_1,2875_2,2875,2,1,1,2,NA,2,4,NA,5,1,1,NA,NA,9,2,1,10,1,143,2875,184
2875_4_1,2875_4,2875,4,1,1,2,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,10,1,143,2875,184
2877_4_1,2877_4,2877,4,1,1,3,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,10,1,143,2877,423
2877_5_1,2877_5,2877,5,1,1,2,NA,2,4,NA,2,1,1,NA,NA,1,1,NA,10,1,143,2877,423
2878_5_1,2878_5,2878,5,1,1,1,NA,2,3,NA,1,NA,3,NA,NA,4,1,NA,10,1,143,2878,110
2879_2_1,2879_2,2879,2,1,1,1,NA,3,2,NA,1,NA,2,NA,NA,3,1,NA,10,1,143,2879,643
2879_3_1,2879_3,2879,3,1,1,1,NA,3,2,NA,5,NA,1,NA,NA,3,2,1,10,1,143,2879,643
2881_5_1,2881_5,2881,5,1,1,2,NA,2,2,NA,5,NA,2,NA,NA,2,2,9,10,1,146,2881,257
2882_2_1,2882_2,2882,2,1,1,1,NA,4,2,NA,5,NA,2,NA,NA,3,2,1,10,1,146,2882,607
2884_2_1,2884_2,2884,2,1,1,1,NA,3,4,NA,1,2,NA,NA,NA,NA,NA,NA,10,4,154,2884,276
2884_3_1,2884_3,2884,3,1,1,3,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,10,4,154,2884,276
2884_4_1,2884_4,2884,4,1,1,1,NA,2,2,NA,4,NA,4,NA,NA,3,1,NA,10,4,154,2884,276
2888_2_1,2888_2,2888,2,1,1,2,NA,3,4,NA,3,2,NA,NA,NA,NA,NA,NA,10,1,143,2888,239
2889_3_1,2889_3,2889,3,1,1,1,NA,3,2,NA,5,NA,1,NA,NA,6,2,8,10,2,150,2889,92
2892_1_1,2892_1,2892,1,1,1,3,NA,3,3,NA,5,NA,2,NA,NA,2,2,3,11,1,164,2892,767
2894_2_1,2894_2,2894,2,1,1,2,NA,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,11,1,165,2894,808
2895_3_1,2895_3,2895,3,1,1,1,NA,2,2,NA,1,NA,2,NA,NA,2,2,2,11,1,165,2895,993
2896_1_1,2896_1,2896,1,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,3,2,2,11,1,164,2896,756
2896_1_3,2896_1,2896,1,3,1,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,11,1,164,2896,756
2896_5_1,2896_5,2896,5,1,1,1,NA,3,3,NA,5,NA,2,NA,NA,3,1,NA,11,1,164,2896,756
2899_1_1,2899_1,2899,1,1,1,3,NA,3,2,NA,5,NA,2,NA,NA,3,2,2,11,1,164,2899,730
2900_4_1,2900_4,2900,4,1,1,3,NA,3,2,NA,5,NA,2,7,NA,3,2,2,11,1,165,2900,805
2900_4_1,2900_4,2900,4,1,2,4,NA,3,2,NA,5,NA,2,7,NA,3,2,2,11,1,165,2900,805
2900_5_1,2900_5,2900,5,1,1,1,NA,2,3,NA,1,NA,2,NA,NA,2,2,1,11,1,165,2900,805
2904_2_1,2904_2,2904,2,1,1,2,NA,4,3,NA,5,NA,2,NA,NA,5,2,5,11,1,164,2904,706
2904_5_1,2904_5,2904,5,1,1,1,NA,1,4,NA,5,2,NA,NA,NA,NA,NA,NA,11,1,164,2904,706
2907_1_1,2907_1,2907,1,1,1,3,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,11,1,166,2907,1086
2910_1_1,2910_1,2910,1,1,1,1,NA,2,2,NA,5,NA,3,4,NA,3,1,NA,11,1,166,2910,1117
2911_2_1,2911_2,2911,2,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,3,1,NA,11,1,165,2911,794
2912_4_1,2912_4,2912,4,1,1,1,NA,3,2,NA,3,NA,2,4,NA,5,2,1,11,1,166,2912,1021
2913_1_1,2913_1,2913,1,1,1,3,NA,2,2,NA,5,NA,2,NA,NA,2,1,NA,11,1,166,2913,802
2913_1_1,2913_1,2913,1,1,2,5,NA,2,2,NA,5,NA,2,NA,NA,2,1,NA,11,1,166,2913,802
2913_2_1,2913_2,2913,2,1,1,1,NA,3,2,NA,1,NA,2,NA,NA,3,2,2,11,1,166,2913,802
2914_1_1,2914_1,2914,1,1,1,1,NA,2,3,NA,1,NA,1,2,NA,9,2,2,11,1,166,2914,791
2915_4_1,2915_4,2915,4,1,1,1,2,3,2,NA,1,NA,2,4,NA,9,2,5,11,1,163,2915,788
2915_5_1,2915_5,2915,5,1,1,2,1,2,4,NA,5,2,NA,NA,NA,NA,NA,NA,11,1,163,2915,788
2915_5_2,2915_5,2915,5,2,1,2,3,3,2,NA,2,NA,1,2,NA,5,2,1,11,1,163,2915,788
2916_5_1,2916_5,2916,5,1,1,1,NA,3,4,NA,3,1,2,NA,NA,3,1,NA,11,1,161,2916,840
2917_4_1,2917_4,2917,4,1,1,1,NA,3,2,NA,2,NA,1,2,NA,2,1,NA,11,1,161,2917,721
