"","vid","ingreso_viv","P5_2","prop_gasto","indice_aseq"
"3216","1492_1",26000,NA,NA,NA
"3217","1492_2",7600,NA,NA,NA
"3218","1492_3",14800,NA,NA,NA
"3219","1492_4",14400,0,0,2
"3220","1492_5",NA,2000,NA,NA
"3221","1493_1",9000,7000,0.777777777777778,1
"3222","1493_2",14000,1100,0.0785714285714286,2
"3223","1493_3",3600,750,0.208333333333333,2
"3224","1493_4",8000,0,0,2
"3225","1494_1",NA,NA,NA,NA
"3226","1494_3",10000,NA,NA,NA
"3227","1494_4",7200,NA,NA,NA
"3228","1494_5",9600,1500,0.15625,2
"3229","1495_1",8800,NA,NA,NA
"3230","1495_2",NA,NA,NA,NA
"3231","1495_3",NA,2000,NA,NA
"3232","1496_1",20000,6500,0.325,1
"3233","1496_2",NA,3500,NA,NA
"3234","1496_3",47000,NA,NA,NA
"3235","1496_5",30000,2000,0.0666666666666667,2
"3236","1497_1",12000,NA,NA,NA
"3237","1497_3",23600,NA,NA,NA
"3238","1497_4",NA,NA,NA,NA
"3239","1498_1",16800,NA,NA,NA
"3240","1498_2",6000,NA,NA,NA
"3241","1498_3",4000,3100,0.775,1
"3242","1498_4",16400,NA,NA,NA
"3243","1498_5",4800,1800,0.375,1
"3244","1499_1",17000,0,0,2
"3245","1499_2",NA,NA,NA,NA
"3246","1499_3",7600,1500,0.197368421052632,2
"3247","1499_5",14000,1100,0.0785714285714286,2
"3248","15_1",NA,NA,NA,NA
"3249","15_2",NA,NA,NA,NA
"3250","15_3",NA,NA,NA,NA
"3251","15_4",NA,2200,NA,NA
"3252","15_5",23000,NA,NA,NA
"3253","150_4",22300,1600,0.0717488789237668,2
"3254","150_5",21600,2500,0.115740740740741,2
"3255","1500_1",6400,NA,NA,NA
"3256","1500_2",14800,NA,NA,NA
"3257","1500_3",NA,NA,NA,NA
"3258","1500_4",7200,537,0.0745833333333333,2
"3259","1500_5",4800,NA,NA,NA
"3260","1501_1",9400,3000,0.319148936170213,1
"3261","1501_2",NA,NA,NA,NA
"3262","1501_3",10000,2000,0.2,2
"3263","1501_4",2800,1200,0.428571428571429,1
"3264","1501_5",14000,3200,0.228571428571429,2
"3265","1502_1",24800,1650,0.0665322580645161,2
"3266","1502_2",5600,1360,0.242857142857143,2
"3267","1502_3",3000,NA,NA,NA
"3268","1502_4",20800,0,0,2
"3269","1502_5",NA,NA,NA,NA
"3270","1503_1",17000,1000,0.0588235294117647,2
"3271","1503_2",7600,NA,NA,NA
"3272","1503_3",10400,NA,NA,NA
"3273","1503_4",10000,1000,0.1,2
"3274","1503_5",4800,1600,0.333333333333333,1
"3275","1504_1",9600,NA,NA,NA
"3276","1504_2",4000,0,0,2
"3277","1504_3",6200,NA,NA,NA
"3278","1504_4",14000,1800,0.128571428571429,2
"3279","1505_1",10800,NA,NA,NA
"3280","1505_2",17500,2100,0.12,2
"3281","1505_3",5200,1200,0.230769230769231,2
"3282","1505_4",16000,NA,NA,NA
"3283","1505_5",1600,NA,NA,NA
"3284","1506_2",12400,800,0.0645161290322581,2
"3285","1506_3",NA,NA,NA,NA
"3286","1506_4",8000,NA,NA,NA
"3287","1507_1",8000,NA,NA,NA
"3288","1507_2",NA,NA,NA,NA
"3289","1507_3",10200,NA,NA,NA
"3290","1507_4",2000,NA,NA,NA
"3291","1507_5",400,NA,NA,NA
"3292","1508_1",2800,0,0,2
"3293","1508_2",NA,NA,NA,NA
"3294","1508_3",NA,NA,NA,NA
"3295","1508_4",NA,NA,NA,NA
"3296","1508_5",NA,0,NA,NA
"3297","1509_1",NA,NA,NA,NA
"3298","1509_2",NA,NA,NA,NA
"3299","1509_3",NA,NA,NA,NA
"3300","1509_4",16000,2300,0.14375,2
"3301","151_1",11600,0,0,2
"3302","151_2",8000,NA,NA,NA
"3303","151_3",19200,2000,0.104166666666667,2
"3304","151_5",NA,2500,NA,NA
"3305","1510_1",16000,NA,NA,NA
"3306","1510_2",NA,NA,NA,NA
"3307","1510_3",37000,NA,NA,NA
"3308","1510_4",NA,1050,NA,NA
"3309","1510_5",35000,0,0,2
"3310","1511_1",16000,NA,NA,NA
"3311","1511_2",8500,1700,0.2,2
"3312","1511_3",20000,2000,0.1,2
"3313","1511_4",10400,NA,NA,NA
"3314","1511_5",17200,NA,NA,NA
"3315","1512_1",8800,1500,0.170454545454545,2
"3316","1512_2",14800,2000,0.135135135135135,2
"3317","1512_4",4800,1400,0.291666666666667,2
"3318","1512_5",8000,NA,NA,NA
"3319","1513_1",6000,0,0,2
"3320","1513_2",27000,1800,0.0666666666666667,2
"3321","1514_1",6000,1800,0.3,2
"3322","1514_2",4000,1900,0.475,1
"3323","1514_3",6400,2000,0.3125,1
"3324","1514_4",13600,650,0.0477941176470588,2
"3325","1514_5",12000,2000,0.166666666666667,2
"3326","1515_1",5000,1200,0.24,2
"3327","1515_5",8400,1600,0.19047619047619,2
"3328","1516_1",3600,1400,0.388888888888889,1
"3329","1516_3",NA,2000,NA,NA
"3330","1516_5",6000,2000,0.333333333333333,1
"3331","1517_1",20000,NA,NA,NA
"3332","1517_2",11700,2500,0.213675213675214,2
"3333","1517_4",14000,2550,0.182142857142857,2
"3334","1517_5",NA,3000,NA,NA
"3335","1518_1",4280,1400,0.327102803738318,1
"3336","1518_3",6800,NA,NA,NA
"3337","1518_4",34000,NA,NA,NA
"3338","1518_5",16000,NA,NA,NA
"3339","1519_1",160,2000,12.5,1
"3340","1519_2",8800,NA,NA,NA
"3341","1519_3",NA,1100,NA,NA
"3342","1519_4",19200,NA,NA,NA
"3343","1519_5",17600,1100,0.0625,2
"3344","152_1",NA,1600,NA,NA
"3345","152_2",3800,1500,0.394736842105263,1
"3346","152_3",5200,2000,0.384615384615385,1
"3347","152_4",15200,0,0,2
"3348","152_5",12800,NA,NA,NA
"3349","1520_1",4000,NA,NA,NA
"3350","1520_2",6600,1100,0.166666666666667,2
"3351","1520_3",3200,1270,0.396875,1
"3352","1520_4",5500,NA,NA,NA
"3353","1520_5",2400,NA,NA,NA
"3354","1521_1",NA,NA,NA,NA
"3355","1521_2",NA,NA,NA,NA
"3356","1521_3",3200,1200,0.375,1
"3357","1521_4",4800,1500,0.3125,1
"3358","1521_5",8000,1500,0.1875,2
"3359","1522_1",14000,1120,0.08,2
"3360","1522_3",9000,1500,0.166666666666667,2
"3361","1522_4",1200,1300,1.08333333333333,1
"3362","1522_5",9200,1200,0.130434782608696,2
"3363","1523_1",6000,1200,0.2,2
"3364","1523_2",7200,2400,0.333333333333333,1
"3365","1523_3",12000,NA,NA,NA
"3366","1523_4",NA,1500,NA,NA
"3367","1523_5",12000,1000,0.0833333333333333,2
"3368","1524_2",35000,NA,NA,NA
"3369","1524_3",4400,NA,NA,NA
"3370","1524_4",10000,NA,NA,NA
"3371","1524_5",10000,NA,NA,NA
"3372","1525_1",2800,NA,NA,NA
"3373","1525_2",11000,NA,NA,NA
"3374","1525_3",13200,0,0,2
"3375","1525_4",NA,NA,NA,NA
"3376","1525_5",12000,7100,0.591666666666667,1
"3377","1526_2",8000,NA,NA,NA
"3378","1526_5",10000,0,0,2
"3379","1527_1",19200,NA,NA,NA
"3380","1527_2",10000,2500,0.25,2
"3381","1527_3",3500,0,0,2
"3382","1527_4",18000,NA,NA,NA
"3383","1527_5",6000,2500,0.416666666666667,1
"3384","1528_1",NA,1500,NA,NA
"3385","1528_2",NA,NA,NA,NA
"3386","1528_3",14400,NA,NA,NA
"3387","1528_4",22000,NA,NA,NA
"3388","1528_5",2000,NA,NA,NA
"3389","1529_1",18000,NA,NA,NA
"3390","1529_2",30000,1800,0.06,2
"3391","1529_3",16000,NA,NA,NA
"3392","1529_4",4000,0,0,2
"3393","1529_5",11200,NA,NA,NA
"3394","153_1",9600,1200,0.125,2
"3395","153_2",7000,1500,0.214285714285714,2
"3396","153_3",NA,1400,NA,NA
"3397","153_5",NA,NA,NA,NA
"3398","1530_1",26000,4200,0.161538461538462,2
"3399","1530_2",NA,NA,NA,NA
"3400","1530_3",4000,NA,NA,NA
"3401","1530_4",50000,NA,NA,NA
"3402","1531_1",10000,0,0,2
"3403","1531_2",8400,1700,0.202380952380952,2
"3404","1531_3",12000,1500,0.125,2
"3405","1531_4",16000,0,0,2
"3406","1532_2",24000,1500,0.0625,2
"3407","1532_3",6000,NA,NA,NA
"3408","1532_4",9000,0,0,2
"3409","1532_5",120000,NA,NA,NA
"3410","1533_1",NA,NA,NA,NA
"3411","1533_5",10000,800,0.08,2
"3412","1534_1",10000,1500,0.15,2
"3413","1534_2",6000,1500,0.25,2
"3414","1534_4",7200,3700,0.513888888888889,1
"3415","1535_1",23400,3000,0.128205128205128,2
"3416","1535_2",NA,NA,NA,NA
"3417","1535_3",19000,NA,NA,NA
"3418","1535_4",12000,1000,0.0833333333333333,2
"3419","1535_5",NA,NA,NA,NA
"3420","1536_3",NA,NA,NA,NA
"3421","1536_4",8000,NA,NA,NA
"3422","1536_5",NA,NA,NA,NA
"3423","1537_2",NA,1300,NA,NA
"3424","1537_3",18520,1800,0.0971922246220302,2
"3425","1537_4",10000,NA,NA,NA
"3426","1537_5",4800,NA,NA,NA
"3427","1538_1",12000,NA,NA,NA
"3428","1538_2",23000,3000,0.130434782608696,2
"3429","1538_3",8000,0,0,2
"3430","1538_4",22000,1800,0.0818181818181818,2
"3431","1539_1",16000,NA,NA,NA
"3432","1539_2",8000,1200,0.15,2
"3433","1539_3",17200,0,0,2
"3434","1539_4",22800,NA,NA,NA
"3435","154_1",NA,NA,NA,NA
"3436","154_2",8000,NA,NA,NA
"3437","154_3",14000,NA,NA,NA
"3438","154_4",18800,NA,NA,NA
"3439","154_5",NA,NA,NA,NA
"3440","1540_1",23400,NA,NA,NA
"3441","1540_2",8000,NA,NA,NA
"3442","1540_3",7400,1300,0.175675675675676,2
"3443","1540_5",20000,NA,NA,NA
"3444","1541_1",28000,40000,1.42857142857143,1
"3445","1541_3",8000,0,0,2
"3446","1541_4",14800,NA,NA,NA
"3447","1542_1",30000,5000,0.166666666666667,2
"3448","1542_2",34400,1100,0.0319767441860465,2
"3449","1542_3",16000,800,0.05,2
"3450","1542_4",15000,8000,0.533333333333333,1
"3451","1542_5",40000,6000,0.15,2
"3452","1543_1",6000,0,0,2
"3453","1543_3",6000,1750,0.291666666666667,2
"3454","1543_5",NA,1750,NA,NA
"3455","1544_1",24000,NA,NA,NA
"3456","1544_3",6000,0,0,2
"3457","1544_4",18000,2000,0.111111111111111,2
"3458","1544_5",NA,NA,NA,NA
"3459","1545_2",6000,0,0,2
"3460","1545_3",2000,0,0,2
"3461","1545_4",11600,NA,NA,NA
"3462","1545_5",NA,NA,NA,NA
"3463","1546_1",NA,NA,NA,NA
"3464","1546_4",NA,NA,NA,NA
"3465","1546_5",46500,NA,NA,NA
"3466","1547_1",NA,NA,NA,NA
"3467","1547_3",20000,NA,NA,NA
"3468","1547_4",30000,3000,0.1,2
"3469","1547_5",7200,NA,NA,NA
"3470","1548_1",NA,NA,NA,NA
"3471","1548_3",16000,4500,0.28125,2
"3472","1548_4",24000,NA,NA,NA
"3473","1549_1",12000,NA,NA,NA
"3474","1549_2",8000,1500,0.1875,2
"3475","1549_4",NA,NA,NA,NA
"3476","1549_5",NA,NA,NA,NA
"3477","155_1",12600,1500,0.119047619047619,2
"3478","155_2",18800,NA,NA,NA
"3479","155_3",12000,NA,NA,NA
"3480","155_4",15000,NA,NA,NA
"3481","155_5",NA,0,NA,NA
"3482","1550_1",12800,1600,0.125,2
"3483","1550_2",9600,1300,0.135416666666667,2
"3484","1550_3",NA,2000,NA,NA
"3485","1550_4",16000,3200,0.2,2
"3486","1551_1",5000,1000,0.2,2
"3487","1551_2",10800,1500,0.138888888888889,2
"3488","1551_3",42000,5000,0.119047619047619,2
"3489","1551_4",14000,2000,0.142857142857143,2
"3490","1551_5",16400,NA,NA,NA
"3491","1552_1",9000,0,0,2
"3492","1552_3",20000,2139,0.10695,2
"3493","1552_4",13000,2500,0.192307692307692,2
"3494","1553_1",4800,1800,0.375,1
"3495","1553_2",16000,NA,NA,NA
"3496","1553_4",48000,1700,0.0354166666666667,2
"3497","1554_1",10000,0,0,2
"3498","1554_2",8000,3000,0.375,1
"3499","1554_3",19600,1900,0.0969387755102041,2
"3500","1554_4",14000,3500,0.25,2
"3501","1555_1",10000,2000,0.2,2
"3502","1555_2",8800,0,0,2
"3503","1555_3",10000,NA,NA,NA
"3504","1555_4",12000,3000,0.25,2
"3505","1555_5",9200,1500,0.16304347826087,2
"3506","1556_1",NA,2500,NA,NA
"3507","1556_3",10000,2000,0.2,2
"3508","1556_4",3000,NA,NA,NA
"3509","1556_5",13200,800,0.0606060606060606,2
"3510","1557_1",2600,2000,0.769230769230769,1
"3511","1557_3",22000,2200,0.1,2
"3512","1557_4",8800,0,0,2
"3513","1557_5",6000,1700,0.283333333333333,2
"3514","1558_1",4000,0,0,2
"3515","1558_2",25000,0,0,2
"3516","1558_3",8000,1300,0.1625,2
"3517","1558_4",14400,2000,0.138888888888889,2
"3518","1558_5",9000,2000,0.222222222222222,2
"3519","1559_1",30000,NA,NA,NA
"3520","1559_2",6000,2500,0.416666666666667,1
"3521","1559_3",6000,1900,0.316666666666667,1
"3522","1559_4",4000,NA,NA,NA
"3523","1559_5",5000,NA,NA,NA
"3524","156_1",3200,1800,0.5625,1
"3525","156_4",5600,1400,0.25,2
"3526","1560_1",NA,NA,NA,NA
"3527","1560_2",18200,1800,0.0989010989010989,2
"3528","1560_3",8000,1800,0.225,2
"3529","1560_4",6000,1500,0.25,2
"3530","1560_5",8000,1500,0.1875,2
"3531","1561_1",18800,NA,NA,NA
"3532","1561_2",NA,NA,NA,NA
"3533","1561_3",4000,1000,0.25,2
"3534","1561_4",8400,0,0,2
"3535","1561_5",18000,NA,NA,NA
"3536","1562_1",8400,1700,0.202380952380952,2
"3537","1562_2",11400,NA,NA,NA
"3538","1562_3",21000,2100,0.1,2
"3539","1562_4",2400,1500,0.625,1
"3540","1562_5",21600,2500,0.115740740740741,2
"3541","1563_1",22000,3000,0.136363636363636,2
"3542","1563_3",6800,1200,0.176470588235294,2
"3543","1563_4",20000,6000,0.3,2
"3544","1563_5",4000,NA,NA,NA
"3545","1564_1",NA,NA,NA,NA
"3546","1564_2",9832,3200,0.32546786004882,1
"3547","1564_3",9000,3000,0.333333333333333,1
"3548","1564_4",12800,3400,0.265625,2
"3549","1565_1",26000,1500,0.0576923076923077,2
"3550","1565_2",NA,5000,NA,NA
"3551","1565_3",50000,2400,0.048,2
"3552","1565_4",18000,5000,0.277777777777778,2
"3553","1565_5",NA,3000,NA,NA
"3554","1566_2",8000,1300,0.1625,2
"3555","1566_3",4200,1500,0.357142857142857,1
"3556","1566_4",NA,2000,NA,NA
"3557","1566_5",9000,3500,0.388888888888889,1
"3558","1567_1",12000,NA,NA,NA
"3559","1567_2",NA,NA,NA,NA
"3560","1567_3",17600,NA,NA,NA
"3561","1567_4",27200,NA,NA,NA
"3562","1567_5",14000,3000,0.214285714285714,2
"3563","1568_1",23000,NA,NA,NA
"3564","1568_2",8000,4600,0.575,1
"3565","1568_3",20000,0,0,2
"3566","1568_4",24000,NA,NA,NA
"3567","1568_5",23000,NA,NA,NA
"3568","1569_2",6000,3000,0.5,1
"3569","1569_3",5000,NA,NA,NA
"3570","1569_4",6000,0,0,2
"3571","1569_5",6000,2300,0.383333333333333,1
"3572","157_1",NA,NA,NA,NA
"3573","157_2",16000,2500,0.15625,2
"3574","157_3",27200,6000,0.220588235294118,2
"3575","157_4",7400,NA,NA,NA
"3576","157_5",23000,1500,0.0652173913043478,2
"3577","1570_1",26800,1300,0.0485074626865672,2
"3578","1570_2",NA,NA,NA,NA
"3579","1570_3",4000,NA,NA,NA
"3580","1570_4",25000,4000,0.16,2
"3581","1570_5",12800,2400,0.1875,2
"3582","1571_2",18960,1030,0.0543248945147679,2
"3583","1571_3",800,0,0,2
"3584","1571_4",NA,2000,NA,NA
"3585","1572_1",29600,3000,0.101351351351351,2
"3586","1572_3",25000,2800,0.112,2
"3587","1572_4",11200,2500,0.223214285714286,2
"3588","1572_5",9200,4000,0.434782608695652,1
"3589","1573_1",10000,1600,0.16,2
"3590","1573_2",8000,0,0,2
"3591","1573_3",14000,7000,0.5,1
"3592","1573_4",18800,NA,NA,NA
"3593","1573_5",11600,NA,NA,NA
"3594","1574_1",16000,NA,NA,NA
"3595","1574_3",3400,NA,NA,NA
"3596","1574_4",7600,NA,NA,NA
"3597","1574_5",NA,NA,NA,NA
"3598","1575_1",19700,2000,0.101522842639594,2
"3599","1575_2",9400,NA,NA,NA
"3600","1575_4",NA,0,NA,NA
"3601","1576_3",NA,0,NA,NA
"3602","1576_4",16000,NA,NA,NA
"3603","1577_2",12000,2000,0.166666666666667,2
"3604","1577_3",6400,600,0.09375,2
"3605","1577_4",50000,NA,NA,NA
"3606","1578_1",2800,NA,NA,NA
"3607","1578_2",14000,NA,NA,NA
"3608","1578_3",22600,NA,NA,NA
"3609","1578_4",6000,0,0,2
"3610","1579_1",17600,3000,0.170454545454545,2
"3611","1579_2",8800,2800,0.318181818181818,1
"3612","1579_3",40000,5500,0.1375,2
"3613","1579_4",13000,NA,NA,NA
"3614","1579_5",NA,NA,NA,NA
"3615","158_1",9000,NA,NA,NA
"3616","158_2",4500,NA,NA,NA
"3617","158_3",4000,2500,0.625,1
"3618","158_4",100,NA,NA,NA
"3619","158_5",NA,NA,NA,NA
"3620","1580_1",NA,NA,NA,NA
"3621","1580_2",7000,1550,0.221428571428571,2
"3622","1580_3",7200,2500,0.347222222222222,1
"3623","1580_4",NA,2700,NA,NA
"3624","1580_5",NA,NA,NA,NA
"3625","1581_1",8000,1000,0.125,2
"3626","1581_3",12000,3000,0.25,2
"3627","1581_4",1200,0,0,2
"3628","1581_5",NA,NA,NA,NA
"3629","1582_1",24000,NA,NA,NA
"3630","1582_2",16200,1500,0.0925925925925926,2
"3631","1582_3",12000,0,0,2
"3632","1582_4",20000,3000,0.15,2
"3633","1583_1",23000,1000,0.0434782608695652,2
"3634","1583_2",6400,3200,0.5,1
"3635","1583_3",10000,NA,NA,NA
"3636","1583_4",NA,0,NA,NA
"3637","1583_5",14000,2500,0.178571428571429,2
"3638","1584_1",25600,3764,0.14703125,2
"3639","1584_2",NA,NA,NA,NA
"3640","1584_5",20000,7000,0.35,1
"3641","1585_2",25000,10000,0.4,1
"3642","1585_3",NA,7000,NA,NA
"3643","1586_1",36000,8000,0.222222222222222,2
"3644","1586_2",20000,13000,0.65,1
"3645","1586_4",NA,0,NA,NA
"3646","1586_5",120000,15000,0.125,2
"3647","1587_1",12000,2500,0.208333333333333,2
"3648","1587_2",20000,1700,0.085,2
"3649","1587_3",42000,2500,0.0595238095238095,2
"3650","1588_2",50000,NA,NA,NA
"3651","1588_3",15000,NA,NA,NA
"3652","1588_4",20000,1500,0.075,2
"3653","1588_5",15000,NA,NA,NA
"3654","1589_1",17000,1800,0.105882352941176,2
"3655","1589_2",12000,1600,0.133333333333333,2
"3656","1589_3",6000,1800,0.3,2
"3657","1589_4",8000,1400,0.175,2
"3658","1589_5",19500,1800,0.0923076923076923,2
"3659","159_1",50000,NA,NA,NA
"3660","159_3",32000,3500,0.109375,2
"3661","159_5",39000,NA,NA,NA
"3662","1590_1",12000,1300,0.108333333333333,2
"3663","1590_3",12800,1200,0.09375,2
"3664","1590_4",6000,1500,0.25,2
"3665","1590_5",14000,800,0.0571428571428571,2
"3666","1591_2",13920,2600,0.186781609195402,2
"3667","1591_3",18300,1640,0.0896174863387978,2
"3668","1591_4",19200,1800,0.09375,2
"3669","1591_5",6000,4000,0.666666666666667,1
"3670","1592_1",40000,NA,NA,NA
"3671","1592_2",NA,3000,NA,NA
"3672","1592_3",10000,2848,0.2848,2
"3673","1592_4",8400,1300,0.154761904761905,2
"3674","1592_5",26800,1100,0.041044776119403,2
"3675","1593_1",500,2700,5.4,1
"3676","1593_2",24000,4500,0.1875,2
"3677","1593_3",10000,5000,0.5,1
"3678","1593_4",5200,1500,0.288461538461538,2
"3679","1593_5",NA,2500,NA,NA
"3680","1594_1",6000,1200,0.2,2
"3681","1594_2",20800,NA,NA,NA
"3682","1594_3",NA,3600,NA,NA
"3683","1594_4",6000,4000,0.666666666666667,1
"3684","1594_5",10000,1000,0.1,2
"3685","1595_1",6000,1500,0.25,2
"3686","1595_2",8000,1500,0.1875,2
"3687","1595_3",2800,NA,NA,NA
"3688","1595_4",14800,2000,0.135135135135135,2
"3689","1595_5",5200,NA,NA,NA
"3690","1596_1",4800,1400,0.291666666666667,2
"3691","1596_2",10800,1620,0.15,2
"3692","1596_3",9200,NA,NA,NA
"3693","1596_4",12000,1620,0.135,2
"3694","1596_5",24000,3200,0.133333333333333,2
"3695","1597_1",16000,NA,NA,NA
"3696","1597_2",NA,NA,NA,NA
"3697","1597_3",10000,NA,NA,NA
"3698","1597_4",3200,1000,0.3125,1
"3699","1597_5",14800,1500,0.101351351351351,2
"3700","1598_1",6400,3000,0.46875,1
"3701","1598_2",8000,NA,NA,NA
"3702","1598_3",6400,NA,NA,NA
"3703","1598_4",12000,2000,0.166666666666667,2
"3704","1598_5",1000,NA,NA,NA
"3705","1599_1",NA,0,NA,NA
"3706","1599_2",NA,1500,NA,NA
"3707","1599_3",4000,NA,NA,NA
"3708","1599_4",3600,NA,NA,NA
"3709","1599_5",NA,1000,NA,NA
"3710","16_1",2000,NA,NA,NA
"3711","16_2",15000,3500,0.233333333333333,2
"3712","16_3",2800,NA,NA,NA
"3713","16_4",NA,NA,NA,NA
"3714","16_5",2000,NA,NA,NA
"3715","160_1",NA,1200,NA,NA
"3716","160_2",7400,NA,NA,NA
"3717","160_3",NA,NA,NA,NA
"3718","160_4",6800,NA,NA,NA
"3719","160_5",6000,1500,0.25,2
"3720","1600_1",26000,1800,0.0692307692307692,2
"3721","1600_2",16400,0,0,2
"3722","1600_3",16000,0,0,2
"3723","1600_4",7200,1200,0.166666666666667,2
"3724","1600_5",6000,1600,0.266666666666667,2
"3725","1601_1",12000,2800,0.233333333333333,2
"3726","1601_2",12000,2000,0.166666666666667,2
"3727","1601_3",12000,2000,0.166666666666667,2
"3728","1601_4",15000,4500,0.3,2
"3729","1601_5",30000,2000,0.0666666666666667,2
"3730","1602_1",2400,NA,NA,NA
"3731","1602_2",NA,NA,NA,NA
"3732","1602_5",NA,0,NA,NA
"3733","1603_1",NA,NA,NA,NA
"3734","1603_2",600,0,0,2
"3735","1603_3",16000,3005,0.1878125,2
"3736","1603_4",5600,NA,NA,NA
"3737","1603_5",8000,2700,0.3375,1
"3738","1604_1",17000,NA,NA,NA
"3739","1604_3",4600,2400,0.521739130434783,1
"3740","1604_4",NA,NA,NA,NA
"3741","1604_5",NA,NA,NA,NA
"3742","1605_1",5300,NA,NA,NA
"3743","1605_2",NA,NA,NA,NA
"3744","1605_3",NA,NA,NA,NA
"3745","1605_4",NA,NA,NA,NA
"3746","1605_5",NA,7035,NA,NA
"3747","1606_1",10000,NA,NA,NA
"3748","1606_3",NA,NA,NA,NA
"3749","1606_4",NA,NA,NA,NA
"3750","1606_5",NA,NA,NA,NA
"3751","1607_1",5600,NA,NA,NA
"3752","1607_2",NA,NA,NA,NA
"3753","1607_3",3200,NA,NA,NA
"3754","1607_4",7680,1700,0.221354166666667,2
"3755","1607_5",8800,NA,NA,NA
"3756","1608_1",8000,NA,NA,NA
"3757","1608_2",6200,0,0,2
"3758","1608_3",NA,NA,NA,NA
"3759","1608_4",11600,0,0,2
"3760","1608_5",16800,NA,NA,NA
"3761","1609_2",16800,2900,0.172619047619048,2
"3762","1609_4",NA,NA,NA,NA
"3763","161_1",14000,3000,0.214285714285714,2
"3764","161_3",NA,1100,NA,NA
"3765","161_4",14400,NA,NA,NA
"3766","161_5",8000,1500,0.1875,2
"3767","1610_1",600,NA,NA,NA
"3768","1610_2",9200,NA,NA,NA
"3769","1610_3",24500,NA,NA,NA
"3770","1610_4",9000,3000,0.333333333333333,1
"3771","1610_5",55000,NA,NA,NA
"3772","1611_1",NA,1500,NA,NA
"3773","1611_2",400,NA,NA,NA
"3774","1611_3",4800,NA,NA,NA
"3775","1611_4",NA,NA,NA,NA
"3776","1611_5",NA,NA,NA,NA
"3777","1612_1",NA,NA,NA,NA
"3778","1612_2",21000,0,0,2
"3779","1612_3",NA,NA,NA,NA
"3780","1612_4",6800,NA,NA,NA
"3781","1612_5",19200,2600,0.135416666666667,2
"3782","1613_1",16000,NA,NA,NA
"3783","1613_2",65000,4500,0.0692307692307692,2
"3784","1613_3",NA,NA,NA,NA
"3785","1613_5",4800,1000,0.208333333333333,2
"3786","1614_1",3700,NA,NA,NA
"3787","1614_2",NA,NA,NA,NA
"3788","1614_3",4000,NA,NA,NA
"3789","1614_4",8200,2500,0.304878048780488,1
"3790","1615_1",6000,NA,NA,NA
"3791","1615_3",22400,NA,NA,NA
"3792","1615_4",39000,NA,NA,NA
"3793","1615_5",25000,3000,0.12,2
"3794","1616_2",40000,2000,0.05,2
"3795","1616_3",20000,NA,NA,NA
"3796","1616_5",13000,NA,NA,NA
"3797","1617_1",NA,800,NA,NA
"3798","1617_2",15600,NA,NA,NA
"3799","1617_3",8000,2000,0.25,2
"3800","1617_4",28600,2000,0.0699300699300699,2
"3801","1617_5",8000,2500,0.3125,1
"3802","1618_1",20000,NA,NA,NA
"3803","1618_2",4400,1650,0.375,1
"3804","1618_3",12400,1800,0.145161290322581,2
"3805","1618_4",30000,3000,0.1,2
"3806","1618_5",28000,4000,0.142857142857143,2
"3807","1619_1",8000,0,0,2
"3808","1619_2",15740,NA,NA,NA
"3809","1619_3",16400,NA,NA,NA
"3810","1619_4",22400,NA,NA,NA
"3811","162_2",24800,NA,NA,NA
"3812","162_3",NA,1400,NA,NA
"3813","162_4",5600,800,0.142857142857143,2
"3814","162_5",10000,2500,0.25,2
"3815","1620_1",30000,2800,0.0933333333333333,2
"3816","1620_2",19000,2200,0.115789473684211,2
"3817","1620_3",30000,NA,NA,NA
"3818","1620_4",10200,2200,0.215686274509804,2
"3819","1620_5",9000,2500,0.277777777777778,2
"3820","1621_1",15200,4200,0.276315789473684,2
"3821","1621_2",NA,NA,NA,NA
"3822","1621_3",9000,5000,0.555555555555556,1
"3823","1621_4",NA,NA,NA,NA
"3824","1621_5",8000,5000,0.625,1
"3825","1622_1",17400,2400,0.137931034482759,2
"3826","1622_2",25000,1500,0.06,2
"3827","1622_3",7000,NA,NA,NA
"3828","1622_4",NA,2600,NA,NA
"3829","1622_5",7200,NA,NA,NA
"3830","1623_1",NA,NA,NA,NA
"3831","1623_2",NA,6000,NA,NA
"3832","1623_3",25000,NA,NA,NA
"3833","1623_4",19400,NA,NA,NA
"3834","1624_1",20000,NA,NA,NA
"3835","1624_2",6000,NA,NA,NA
"3836","1624_3",18000,NA,NA,NA
"3837","1624_4",18000,NA,NA,NA
"3838","1625_1",NA,NA,NA,NA
"3839","1625_2",11000,NA,NA,NA
"3840","1625_3",16000,NA,NA,NA
"3841","1625_4",5000,1300,0.26,2
"3842","1625_5",5000,NA,NA,NA
"3843","1626_1",25000,1600,0.064,2
"3844","1626_2",5000,1200,0.24,2
"3845","1626_3",6000,NA,NA,NA
"3846","1626_4",33000,NA,NA,NA
"3847","1626_5",NA,NA,NA,NA
"3848","1627_1",NA,NA,NA,NA
"3849","1627_2",NA,2000,NA,NA
"3850","1627_3",NA,NA,NA,NA
"3851","1627_4",NA,3500,NA,NA
"3852","1628_1",8000,0,0,2
"3853","1628_2",NA,NA,NA,NA
"3854","1628_3",20400,2000,0.0980392156862745,2
"3855","1628_4",18000,NA,NA,NA
"3856","1628_5",12000,NA,NA,NA
"3857","1629_1",10600,3600,0.339622641509434,1
"3858","1629_2",NA,2000,NA,NA
