vid,estr_acc,estr_habit,estr_serv,estr_ubi,estr_aseq,estr_cul,estr_ten,estr_satis
4223_19,Media,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Baja
4223_20,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Media
4224_1,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Alta,Alta,Muy baja
4224_2,Media,Baja,Alta,Alta,NA,Alta,Alta,Muy baja
4224_3,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
4224_4,Muy baja,Media,Media,Alta,Muy Alta,Alta,Alta,Muy baja
4224_5,Baja,Alta,Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
4224_6,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
4224_7,Muy baja,Media,Alta,Media,Muy Alta,Baja,Muy baja,NA
4224_8,Media,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4224_9,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
4224_10,Muy baja,Media,Media,Muy baja,Muy Alta,Alta,Muy baja,NA
4224_11,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4224_12,Muy baja,Baja,Baja,Media,Muy Alta,Baja,Alta,Muy Alta
4224_13,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4224_14,Media,Media,Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4224_15,Muy baja,Baja,Media,Baja,Muy Alta,Alta,Alta,Media
4224_16,Muy baja,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
4224_17,Muy baja,Media,Alta,Media,Muy Alta,Alta,Muy Alta,Media
4224_18,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Alta,Alta
4224_19,Media,Muy baja,Baja,Alta,NA,Alta,Alta,Alta
4224_20,Media,Muy baja,Media,Baja,Muy Alta,Baja,Muy Alta,Alta
4225_1,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4225_2,Media,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4225_3,Muy Alta,Baja,Alta,Media,Muy Alta,Alta,Alta,Alta
4225_4,Muy baja,Baja,Alta,Media,NA,Alta,Muy baja,NA
4225_5,Baja,Baja,Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4225_6,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4225_7,Muy Alta,Baja,Baja,Media,Muy Alta,Baja,Muy baja,NA
4225_8,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4225_9,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4225_10,Media,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Muy baja
4225_12,Baja,Media,Muy Alta,Media,NA,Alta,Muy Alta,Baja
4225_13,Muy Alta,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4225_14,Baja,Baja,Media,Alta,Muy Alta,Alta,Muy baja,NA
4225_15,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4225_16,Alta,Media,Alta,Muy baja,NA,Alta,Muy Alta,Alta
4225_17,Baja,Baja,Muy Alta,Alta,NA,Baja,Muy Alta,Muy baja
4225_18,Muy baja,Muy Alta,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy baja
4225_19,Muy baja,Media,Alta,Media,NA,Alta,Muy baja,NA
4225_20,Alta,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Baja
4226_2,Muy Alta,Media,Muy Alta,Media,NA,Baja,Muy Alta,Baja
4226_3,Muy baja,Media,Alta,Muy baja,Muy Alta,Alta,Muy Alta,Baja
4226_4,Media,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4226_5,Baja,Media,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4227_1,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4227_2,Muy baja,Muy baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Muy Alta
4227_3,Muy Alta,Media,Muy Alta,Media,Muy Alta,Alta,Media,Muy baja
4227_4,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Baja,Baja,NA
4227_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4228_1,Baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4228_2,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Media,Muy baja
4228_3,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4228_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4228_5,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4228_6,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4228_7,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Alta
4228_8,Media,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4228_9,Muy baja,Media,Muy Alta,Baja,Alta,Baja,Media,Baja
4228_10,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
4228_12,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4228_14,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja,Alta,Baja
4228_17,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Alta
4228_18,Alta,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4228_19,Muy baja,Media,Muy Alta,Muy baja,Muy Alta,Baja,Media,Baja
4229_1,Media,Baja,Media,Alta,Muy Alta,Alta,Muy Alta,Baja
4229_2,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
4229_3,Media,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Baja
4229_4,Media,Baja,Baja,Baja,Muy Alta,Alta,Muy baja,NA
4229_5,Media,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Alta
4229_6,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Baja,NA
4229_7,Muy baja,Muy baja,Baja,Media,NA,Alta,Muy Alta,Media
4229_8,Muy Alta,Media,Alta,Alta,Muy Alta,Alta,Alta,Media
4229_9,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4229_10,Muy baja,Baja,Muy baja,Alta,NA,Baja,Alta,Alta
4229_11,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Muy Alta
4229_13,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
4229_14,Media,Baja,Media,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
4229_15,Baja,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
4229_16,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
4229_17,Muy Alta,Media,Media,Media,Muy Alta,Alta,Muy baja,NA
4229_18,Baja,Baja,Baja,Muy baja,Muy Alta,Baja,Media,Muy Alta
4229_19,Muy Alta,Baja,Alta,Media,NA,Alta,Alta,Media
4229_20,Muy baja,Baja,Media,Media,NA,Baja,Baja,NA
4230_1,Baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
4230_2,Baja,Baja,Alta,Media,Muy Alta,Alta,Muy baja,NA
4230_3,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Alta
4230_4,Muy baja,Baja,Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
4230_5,Baja,Baja,Media,Media,Muy Alta,Baja,Muy Alta,Baja
4230_6,Alta,Baja,Media,Media,Muy Alta,Alta,Muy Alta,Baja
4230_7,Baja,Baja,Baja,Muy baja,NA,Alta,Muy baja,NA
4230_8,Baja,Media,Alta,Media,NA,Alta,Muy Alta,Muy baja
4230_9,Muy Alta,Baja,Baja,Baja,Muy Alta,Alta,Muy Alta,Alta
4230_10,Media,Baja,Baja,Baja,NA,Baja,Muy baja,NA
4230_11,Baja,Baja,Alta,Alta,NA,Baja,Muy Alta,Muy baja
4230_12,Alta,Muy baja,Alta,Baja,NA,Baja,Muy Alta,Muy Alta
4230_13,Muy Alta,Baja,Media,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
4230_14,Media,Muy baja,Alta,Media,NA,Baja,Muy Alta,Muy Alta
4230_15,Media,Baja,Baja,Baja,Muy Alta,Baja,Muy baja,NA
4230_16,Baja,Baja,Baja,Muy baja,NA,Baja,Muy Alta,Muy Alta
4230_17,Media,Baja,Baja,Muy baja,Muy Alta,Baja,Muy Alta,Baja
4230_18,Media,Muy baja,Baja,Media,Muy Alta,Baja,Alta,Muy Alta
4230_19,Alta,Media,Media,Muy baja,NA,Baja,Alta,Media
4230_20,Muy baja,Baja,Baja,Baja,Muy Alta,Alta,Muy Alta,Alta
4231_1,Muy baja,Baja,Baja,Alta,Muy Alta,Baja,Muy Alta,Alta
4231_2,Baja,Baja,Media,Media,Muy Alta,Alta,Muy Alta,Media
4231_3,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
4231_4,Baja,Baja,Media,Alta,NA,Baja,Muy Alta,Baja
4231_5,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4231_6,Muy baja,Muy baja,Baja,Media,Muy Alta,Baja,Muy Alta,Media
4231_8,Baja,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Media
4231_9,Baja,Baja,Alta,Alta,NA,Alta,Muy Alta,Alta
4231_11,Baja,Media,Media,Alta,Muy Alta,Alta,Alta,Baja
4231_12,Media,Media,Media,Media,Muy Alta,Alta,Alta,Muy Alta
4231_13,Baja,Media,Media,Alta,Muy Alta,Baja,Muy baja,NA
4231_14,Alta,Baja,Media,Media,Muy Alta,Alta,Muy Alta,Muy baja
4231_15,Media,Baja,Baja,Baja,Muy Alta,Alta,Muy baja,NA
4231_16,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Alta,Muy baja
4231_17,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Muy Alta,Baja
4231_18,Baja,Baja,Media,Baja,Muy Alta,Baja,Muy Alta,Alta
4231_19,Baja,Baja,Media,Baja,NA,Baja,Muy Alta,Muy Alta
4231_20,Muy Alta,Baja,Baja,Media,Muy Alta,Alta,Muy baja,Baja
4232_1,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4232_2,Muy Alta,Baja,Muy Alta,Muy Alta,NA,Alta,Alta,Muy baja
4232_3,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Alta,Muy baja
4232_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4232_5,Muy Alta,Baja,Alta,Baja,Muy Alta,Baja,Muy baja,NA
4232_6,Baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4232_7,Baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4232_8,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4232_10,Muy baja,Baja,Muy Alta,Media,NA,Baja,Baja,NA
4232_11,Muy baja,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4232_12,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Baja,NA
4232_13,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Muy baja,NA
4232_14,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4232_15,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4232_16,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
4232_17,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4232_18,Muy baja,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4232_19,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy baja,Media
4232_20,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4233_1,Media,Muy baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
4233_2,Media,Baja,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy Alta
4233_3,Media,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
4233_4,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4233_5,Media,Baja,Alta,Baja,Muy Alta,Baja,Baja,NA
4233_6,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4233_7,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4233_8,Media,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4233_9,Media,Media,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
4233_10,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy Alta
4233_12,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Muy baja,NA
4233_13,Muy baja,Baja,Muy Alta,Muy baja,NA,Baja,Baja,NA
4233_14,Baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4233_15,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4233_16,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4233_18,Baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4233_19,Media,Baja,Alta,Alta,Muy Alta,Alta,Muy baja,NA
4233_20,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Baja
4234_2,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4234_3,Baja,Muy baja,Alta,Alta,Muy Alta,Baja,Alta,Baja
4234_5,Media,Baja,Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
4234_6,Muy baja,Media,Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Muy baja
4234_7,Muy baja,Media,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4234_8,Media,Baja,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Alta
4234_9,Baja,Alta,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4234_10,Muy baja,Baja,Alta,Baja,NA,Baja,Muy Alta,Alta
4234_11,Muy baja,Muy baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy Alta
4234_12,Media,Baja,Muy Alta,Muy baja,Muy Alta,Alta,Muy baja,NA
4234_13,Alta,Media,Muy Alta,Muy baja,Muy Alta,Alta,Alta,Media
4234_14,Media,Baja,Alta,Media,Muy Alta,Alta,Alta,Baja
4234_15,Muy baja,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4234_16,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4234_19,Muy baja,Baja,Media,Media,Muy Alta,Alta,Muy Alta,Baja
4234_20,Muy baja,Baja,Alta,Baja,NA,Baja,Baja,NA
4235_1,Muy baja,Baja,Alta,Media,NA,Alta,Muy baja,Baja
4235_2,Media,Baja,Alta,Media,Muy Alta,Baja,Muy baja,Muy baja
4235_3,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4235_4,Media,Media,Muy Alta,Muy Alta,NA,Baja,Muy Alta,Muy baja
4235_5,Muy Alta,Baja,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4235_6,Muy baja,Muy baja,Media,Media,Muy Alta,Baja,Muy baja,Muy Alta
4235_7,Baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Media
4235_8,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Alta,Media
4235_9,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Alta
4235_10,Muy baja,Media,Alta,Baja,Muy Alta,Alta,Muy Alta,Baja
4235_11,Alta,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Muy baja
4235_12,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Muy baja,NA
4235_13,Muy baja,Media,Alta,Baja,Muy Alta,Baja,Alta,Media
4235_14,Baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4235_15,Muy baja,Baja,Alta,Muy baja,NA,Alta,Muy Alta,Baja
4235_16,Baja,Baja,Baja,Baja,Muy Alta,Baja,Alta,Muy Alta
4235_17,Baja,Baja,Baja,Baja,Muy Alta,Baja,Alta,Alta
4235_18,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy Alta,Alta
4235_19,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4235_20,Media,Muy baja,Alta,Muy Alta,Muy Alta,Alta,Alta,Alta
4236_1,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja,Muy baja,NA
4236_2,Media,Media,Muy Alta,Alta,NA,Alta,Muy Alta,Muy baja
4236_3,Baja,Media,Muy Alta,Media,NA,Alta,Muy baja,NA
4236_4,Muy baja,Media,Muy Alta,Muy baja,NA,Baja,Muy Alta,Media
4236_6,Baja,Media,Muy Alta,Alta,NA,Alta,Baja,NA
4236_7,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4236_8,Alta,Media,Muy Alta,Media,NA,Baja,Muy baja,NA
4236_9,Baja,Media,Muy Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4236_10,Muy baja,Baja,Alta,Media,Muy Alta,Baja,Muy Alta,Alta
4236_11,Alta,Baja,Muy Alta,Media,NA,Baja,Muy Alta,Alta
4236_12,Muy baja,Baja,Muy Alta,Media,NA,Alta,Muy Alta,Media
4236_13,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4236_14,Muy baja,Baja,Alta,Muy Alta,Muy Alta,Baja,Baja,NA
4236_15,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4236_16,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4236_17,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4236_18,Muy baja,Baja,Baja,Alta,Muy Alta,Alta,Muy baja,NA
4236_19,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4236_20,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Media
4237_1,Muy baja,Baja,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4237_2,Media,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Muy baja
4237_4,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4237_5,Muy baja,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
4237_6,Muy baja,Media,Muy Alta,Baja,NA,Alta,Muy Alta,Muy baja
4237_7,Baja,Baja,Alta,Alta,Muy Alta,Alta,Muy baja,NA
4237_8,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4237_9,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4237_10,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Muy Alta
4237_11,Muy baja,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4237_12,Baja,Media,Muy Alta,Muy baja,Muy Alta,Alta,Muy baja,NA
4237_13,Muy baja,Baja,Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4237_14,Muy baja,Media,Alta,Alta,NA,Alta,Muy baja,NA
4237_15,Muy baja,Media,Muy Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4237_16,Baja,Alta,Alta,Muy baja,Muy Alta,Alta,Muy Alta,Alta
4237_18,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4237_19,Media,Media,Alta,Media,NA,Alta,Muy baja,NA
4237_20,Muy Alta,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4238_1,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Muy baja,NA
4238_2,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Alta,Baja
4238_3,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4238_5,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4238_6,Baja,Baja,Alta,Media,Muy Alta,Alta,Muy baja,NA
4238_7,Muy baja,Media,Alta,Muy baja,Baja,Alta,Media,Baja
4238_8,Media,Baja,Alta,Muy baja,Muy Alta,Alta,Muy baja,NA
4238_9,Media,Baja,Alta,Baja,NA,Alta,Muy baja,NA
4238_10,Muy baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy baja,NA
4238_11,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja,Muy Alta,Baja
4238_12,Media,Media,Alta,Media,Muy Alta,Alta,Muy Alta,Muy baja
4238_13,Muy Alta,Baja,Alta,Muy baja,Muy Alta,Baja,Muy Alta,Alta
4238_14,Muy Alta,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
4238_15,Media,Media,Alta,Muy Alta,NA,Alta,Muy Alta,Muy baja
4238_16,Baja,Alta,Alta,Baja,Muy Alta,Alta,Muy Alta,Muy baja
4238_18,Baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Baja
4238_19,Media,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
4238_20,Media,Media,Media,Baja,Muy Alta,Alta,Muy baja,NA
4239_1,Muy baja,Baja,Muy Alta,Media,Muy Alta,Alta,Alta,Media
4239_2,Muy baja,Muy baja,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
4239_3,Muy baja,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4239_4,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Baja,NA
4239_5,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4240_1,Media,Muy baja,Muy baja,Media,Muy Alta,Alta,Alta,Alta
4240_2,Media,Baja,Media,Baja,Muy Alta,Alta,Alta,Baja
4240_3,Media,Baja,Media,Muy baja,Muy Alta,Baja,Muy Alta,Media
4240_4,Media,Muy baja,Muy baja,Media,Muy Alta,Alta,Muy baja,NA
4240_5,Muy Alta,Baja,Muy baja,Muy baja,Muy Alta,Alta,Alta,Muy Alta
4240_6,Muy baja,Baja,Baja,Muy baja,Muy Alta,Baja,Muy Alta,Media
4240_9,Muy Alta,Muy baja,Baja,Media,Muy Alta,Alta,Alta,Muy Alta
4240_11,Muy baja,Baja,Media,Alta,Muy Alta,Alta,Muy Alta,Baja
4240_12,Muy baja,Baja,Media,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4240_13,Muy baja,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Alta
4240_14,Baja,Baja,Media,Alta,Muy Alta,Baja,Muy Alta,Baja
4240_15,Muy baja,Baja,Baja,Baja,Muy Alta,Alta,Muy Alta,Media
4240_16,Muy baja,Muy baja,Baja,Muy baja,Muy Alta,Alta,Alta,Alta
4240_17,Baja,Baja,Media,Alta,Muy Alta,Alta,Alta,Muy baja
4240_18,Media,Baja,Muy baja,Baja,Muy Alta,Alta,Muy Alta,Baja
4240_19,Baja,Media,Baja,Media,Muy Alta,Alta,Alta,Muy baja
4240_20,Muy baja,Baja,Media,Media,Muy Alta,Alta,Muy Alta,Baja
4241_1,Media,Baja,Alta,Media,Muy Alta,Baja,Muy baja,NA
4241_2,Media,Media,Muy Alta,Muy baja,Muy Alta,Baja,Baja,NA
4241_3,Media,Media,Muy Alta,Alta,Muy Alta,Alta,Alta,Muy baja
4241_4,Media,Media,Alta,Media,Muy Alta,Alta,Baja,NA
4241_5,Media,Baja,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4241_6,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
4241_7,Media,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Alta,Alta
4241_8,Media,Baja,Alta,Alta,Muy Alta,Alta,Muy Alta,Baja
4241_9,Alta,Baja,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Muy Alta
4241_10,Baja,Media,Muy Alta,Media,Muy Alta,Alta,Muy Alta,Baja
4241_11,Media,Baja,Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4241_12,Media,Media,Muy Alta,Muy baja,Muy Alta,Baja,Muy Alta,Media
4241_13,Baja,Media,Alta,Muy baja,Muy Alta,Baja,Muy baja,NA
4241_14,Muy baja,Baja,Muy Alta,Media,Muy Alta,Baja,Baja,NA
4241_15,Media,Baja,Alta,Muy baja,Muy Alta,Alta,Baja,NA
4241_16,Media,Media,Alta,Baja,Muy Alta,Baja,Alta,Alta
4241_17,Alta,Baja,Alta,Alta,Muy Alta,Baja,Muy baja,NA
4241_18,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Muy Alta,Muy baja
4241_19,Alta,Baja,Media,Media,Muy Alta,Baja,Alta,Muy Alta
4241_20,Muy baja,Media,Alta,Muy baja,NA,Baja,Alta,Muy baja
4242_1,Media,Media,Muy Alta,Alta,Media,Baja,Media,Baja
4242_2,Baja,Media,Muy Alta,Muy baja,Baja,Baja,Media,Alta
4242_3,Muy Alta,Baja,Muy Alta,Muy baja,NA,Baja,Media,Muy Alta
4242_4,Muy baja,Media,Muy Alta,Muy baja,Alta,Baja,Media,Muy Alta
4242_6,Media,Baja,Muy Alta,Baja,Muy Alta,Baja,Muy Alta,Alta
4242_7,Muy baja,Media,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Media
4242_8,Muy baja,Baja,Muy Alta,Baja,Baja,Alta,Alta,Baja
4242_11,Media,Baja,Muy Alta,Alta,Muy Alta,Alta,Baja,NA
4242_12,Muy Alta,Media,Muy Alta,Baja,NA,Baja,Baja,NA
4242_13,Muy baja,Media,Muy Alta,Baja,Muy Baja,Alta,Media,Media
4242_14,Muy baja,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Media,Muy baja
4242_15,Baja,Media,Muy Alta,Muy baja,Muy Alta,Alta,Baja,NA
4242_16,Muy baja,Media,Muy Alta,Muy baja,NA,Alta,Media,Media
4242_17,Media,Baja,Muy Alta,Baja,Muy Alta,Alta,Baja,NA
4242_18,Muy baja,Media,Muy Alta,Media,Muy Alta,Baja,Media,Alta
4242_19,Muy baja,Media,Muy Alta,Media,Media,Alta,Media,Baja
4242_20,Muy Alta,Media,Muy Alta,Media,Muy Alta,Baja,Muy Alta,Muy Alta
4243_1,Muy baja,Media,Alta,Media,NA,Baja,Muy baja,NA
4243_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Baja,Muy Alta,Baja
4243_4,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Muy baja
4243_5,Alta,Media,Muy Alta,Alta,Muy Alta,Alta,Muy baja,NA
4244_1,Muy Alta,Baja,Muy Alta,Alta,Muy Alta,Baja,Baja,NA
4244_2,Media,Media,Muy Alta,Muy Alta,Muy Alta,Alta,Muy Alta,Baja
4244_3,Media,Baja,Muy Alta,Media,Muy Alta,Baja,Muy baja,NA
4244_4,Media,Baja,Media,Alta,Muy Alta,Baja,Baja,NA
4244_5,Media,Baja,Alta,Alta,Muy Alta,Alta,Baja,NA
4244_6,Media,Baja,Alta,Media,Muy Alta,Alta,Baja,NA
4244_7,Media,Baja,Alta,Alta,Muy Alta,Alta,Baja,NA
