...1,...2,vid,EST_DIS,UPM_DIS,FACTOR,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_4_1,P6_4_2,P6_4_3,P6_4_4,P6_4_5,p2distance.3,estratos...stratumID...
161,161,65_5,2,65,229,4,4,3,5,4,3,4,4,4,4,2,21.027065102082826,Baja
162,162,66_1,2,66,221,4,5,2,5,5,4,5,5,5,5,5,25.63985841407805,Alta
163,163,66_2,2,66,221,5,5,5,4,4,5,5,5,5,5,5,26.937553941626962,Alta
164,164,66_3,2,66,221,3,5,3,5,5,5,4,4,4,3,2,23.35621008580912,Media
165,165,66_4,2,66,221,5,5,5,5,5,5,5,5,5,5,5,28.686603827430645,Muy Alta
166,166,66_5,2,66,221,5,5,5,5,5,5,5,5,5,5,5,28.686603827430645,Muy Alta
167,167,67_1,2,67,200,4,4,4,4,4,4,4,4,4,4,4,21.57318074775161,Media
168,168,67_2,2,67,200,5,5,5,5,5,5,5,5,4,5,5,27.67140739072393,Alta
169,169,67_3,2,67,200,5,5,5,5,5,5,5,5,3,4,4,26.24773036624722,Alta
170,170,67_5,2,67,200,3,3,3,5,5,5,3,3,3,3,3,19.484050964011562,Baja
171,171,68_1,2,68,225,4,3,4,5,5,5,4,4,4,4,4,23.257293642247117,Media
172,172,68_2,2,68,225,5,5,5,4,4,5,5,5,5,5,5,26.944404280118565,Alta
173,173,68_3,2,68,225,2,5,5,5,5,5,4,4,4,4,4,24.37114943847357,Media
174,174,68_4,2,68,225,4,4,4,5,5,5,5,5,5,5,5,26.68506712130862,Alta
175,175,68_5,2,68,225,4,4,4,4,4,4,4,4,4,4,4,21.61599536332413,Media
176,176,69_2,2,69,192,5,5,5,5,5,5,5,5,5,5,5,28.636938873366525,Muy Alta
177,177,69_3,2,69,192,4,5,5,5,5,5,5,5,5,5,5,28.054473047068782,Alta
178,178,69_4,2,69,192,4,4,4,4,5,5,5,5,5,5,5,25.906162817050614,Alta
179,179,69_5,2,69,192,4,4,4,4,4,4,4,4,5,4,4,22.5387122303942,Media
180,180,70_1,1,70,172,4,4,4,5,5,5,5,5,5,5,5,26.59430013629488,Alta
181,181,70_5,1,70,172,5,5,5,5,3,5,4,4,4,4,5,23.974458184150244,Media
182,182,71_1,2,71,192,4,5,5,5,5,5,4,4,4,4,2,25.479565798513324,Alta
183,183,71_2,2,71,192,5,4,5,5,5,5,5,5,5,5,5,27.784072642860473,Alta
184,184,71_3,2,71,192,5,4,5,5,5,5,5,3,3,4,5,24.22437949363698,Media
185,185,71_4,2,71,192,4,5,5,5,5,5,5,5,5,5,2,28.054473047068782,Alta
186,186,71_5,2,71,192,3,3,5,5,5,3,4,5,5,5,2,23.703207270989985,Media
187,187,72_1,1,72,203,4,3,4,5,5,5,4,4,3,4,2,22.2403846209175,Media
188,188,72_2,1,72,203,5,5,5,5,5,5,2,5,5,5,5,26.937262579663674,Alta
189,189,72_3,1,72,203,2,4,2,5,5,5,5,5,5,5,3,24.336348631389647,Media
190,190,72_4,1,72,203,5,2,2,4,4,5,5,3,5,5,5,21.472179798346104,Baja
191,191,72_5,1,72,203,3,4,3,4,5,2,4,4,4,4,4,19.95922931436344,Baja
192,192,73_2,2,73,226,3,3,3,3,5,4,3,3,3,3,3,17.338685517177076,Muy baja
193,193,73_3,2,73,226,4,4,4,4,4,4,4,4,4,3,3,21.173263083096117,Baja
194,194,73_4,2,73,226,5,5,5,5,5,5,5,4,4,4,4,26.69309774350795,Alta
195,195,73_5,2,73,226,5,4,3,5,5,5,5,5,5,5,5,26.69619054441943,Alta
196,196,74_2,2,74,239,4,4,5,4,4,5,4,4,4,4,3,22.95814115947993,Media
197,197,74_3,2,74,239,3,5,4,5,5,5,4,4,4,4,3,24.404536461682085,Media
198,198,74_5,2,74,239,4,4,4,3,4,4,5,5,5,5,5,23.49248978489792,Media
199,199,75_2,3,75,221,5,5,5,5,5,5,5,5,5,5,5,28.686603827430645,Muy Alta
200,200,75_3,3,75,221,5,4,5,5,5,5,4,4,5,5,4,26.68250737284585,Alta
201,201,75_4,3,75,221,5,5,5,5,5,5,5,5,5,5,5,28.686603827430645,Muy Alta
202,202,76_1,3,76,233,5,5,5,5,5,5,4,4,4,4,4,26.13224759435,Alta
203,203,76_2,3,76,233,5,5,5,4,5,5,5,5,5,5,5,27.984765831203177,Alta
204,204,76_5,3,76,233,5,5,3,5,5,5,5,5,5,5,5,27.561044867285784,Alta
205,205,77_2,2,77,212,4,4,4,5,4,4,5,5,4,5,4,23.91179586385836,Media
206,206,77_3,2,77,212,5,5,5,5,5,5,5,5,5,5,5,28.67119056582454,Muy Alta
207,207,77_4,2,77,212,3,3,2,4,5,3,3,3,2,4,3,16.184141437948675,Muy baja
208,208,78_3,2,78,235,5,5,5,5,5,5,5,5,5,5,5,28.710580012151258,Muy Alta
209,209,79_4,1,79,215,5,5,5,5,5,5,5,5,5,5,5,28.67632831969324,Muy Alta
210,210,79_5,1,79,215,5,5,5,5,5,4,5,5,5,5,5,27.931213696067893,Alta
211,211,80_1,2,80,178,3,5,4,5,5,5,5,5,5,5,5,26.874976048240594,Alta
212,212,80_5,2,80,178,3,5,3,5,5,5,5,5,5,5,5,26.301921060430757,Alta
213,213,81_1,2,81,239,5,5,5,5,5,5,5,5,5,5,5,28.71743035064286,Muy Alta
214,214,81_2,2,81,239,5,5,5,5,4,5,5,5,5,5,5,27.690769476541455,Alta
215,215,81_4,2,81,239,4,5,5,5,5,5,5,5,5,5,5,28.13496452434512,Alta
216,216,81_5,2,81,239,5,5,3,3,5,5,5,5,5,5,5,26.12654235161863,Alta
217,217,82_1,2,82,242,5,4,4,4,4,5,5,5,5,5,5,25.547597000391992,Alta
218,218,82_2,2,82,242,5,4,4,5,5,5,5,5,5,5,2,27.296646886195678,Alta
219,219,83_1,3,83,227,5,5,5,5,5,5,5,5,5,5,5,28.696879335168052,Muy Alta
220,220,83_4,3,83,227,3,5,5,5,5,5,5,5,5,5,3,27.531947682572568,Alta
221,221,84_1,2,84,207,2,4,5,5,5,5,5,4,4,5,5,24.504739791124468,Media
222,222,84_2,2,84,207,5,4,4,5,5,5,5,5,5,5,5,27.23670642439415,Alta
223,223,85_1,2,85,197,4,3,4,5,5,3,5,5,5,5,4,24.294019274110646,Media
224,224,85_2,2,85,197,4,4,3,5,5,5,5,5,5,5,4,26.064059764057564,Alta
225,225,85_3,2,85,197,2,2,2,5,5,4,5,5,5,5,5,21.87522603901479,Media
226,226,85_4,2,85,197,4,4,4,4,4,4,4,4,4,4,4,21.56804299388291,Media
227,227,85_5,2,85,197,5,5,5,5,5,5,5,5,5,5,5,28.645501796481028,Muy Alta
228,228,86_1,1,86,138,2,2,3,5,5,4,5,3,3,2,5,17.89865565514816,Baja
229,229,86_4,1,86,138,3,3,2,5,5,5,4,4,4,3,3,20.93527811328642,Baja
230,230,87_1,3,87,223,4,3,5,5,5,5,5,5,5,4,4,25.957385844515688,Alta
231,231,87_2,3,87,223,5,5,5,5,5,4,5,5,5,5,4,27.9449143730511,Alta
232,232,87_3,3,87,223,5,3,3,5,5,5,5,5,5,5,5,25.838186560044676,Alta
233,233,87_4,3,87,223,5,5,5,4,5,5,3,3,5,5,5,25.66517953681668,Alta
234,234,87_5,3,87,223,5,5,5,5,5,5,5,5,5,5,5,28.69002899667645,Muy Alta
235,235,88_2,3,88,239,3,5,5,5,5,4,4,4,4,4,5,24.23247682586657,Media
236,236,88_3,3,88,239,4,5,2,5,5,5,5,4,4,5,5,24.858175418729324,Media
237,237,89_1,3,89,231,5,5,5,5,5,5,5,5,5,5,5,28.703729673659655,Muy Alta
238,238,89_2,3,89,231,5,5,5,3,3,5,5,4,3,5,3,22.6687736002402,Media
239,239,89_5,3,89,231,5,4,5,5,5,5,5,5,5,5,5,27.850863443153603,Alta
240,240,90_2,3,90,210,5,5,3,4,4,5,5,5,5,5,4,25.772605535155382,Alta
241,241,90_3,3,90,210,5,5,5,5,5,5,5,4,5,5,4,28.089373414018244,Alta
242,242,90_4,3,90,210,5,5,5,5,5,5,5,5,5,5,5,28.667765396578737,Muy Alta
243,243,90_5,3,90,210,4,4,3,4,4,5,4,4,3,3,2,20.338689205319426,Baja
244,244,91_1,3,91,210,2,2,3,5,5,5,5,5,5,5,5,23.215659250547688,Media
245,245,91_3,3,91,210,5,5,3,5,5,5,5,5,5,5,5,27.521655420959068,Alta
246,246,92_1,1,92,246,5,5,4,5,4,5,5,5,5,5,5,27.129702581091927,Alta
247,247,92_2,1,92,246,5,5,5,5,5,5,5,5,5,5,5,28.729418443003166,Muy Alta
248,248,92_3,1,92,246,4,5,2,5,5,4,5,4,5,5,5,25.104281047090076,Media
249,249,93_1,1,93,230,5,5,4,4,4,5,5,5,5,5,4,26.379912215423236,Alta
250,250,93_2,1,93,230,3,3,2,4,4,2,3,3,3,3,3,14.977979758209017,Muy baja
251,251,93_3,1,93,230,4,4,4,4,4,5,5,5,5,5,5,24.94458015861944,Media
252,252,93_4,1,93,230,5,5,5,5,5,5,5,5,5,5,5,28.702017089036755,Muy Alta
253,253,94_5,2,94,222,4,4,4,4,4,4,3,4,3,3,4,19.614342343460468,Baja
254,254,95_1,2,95,224,4,5,5,5,5,5,4,5,4,5,5,26.557205353857558,Alta
255,255,95_3,2,95,224,5,5,5,5,5,5,5,5,5,5,5,28.69174158129935,Muy Alta
256,256,95_4,2,95,224,5,5,5,5,5,5,3,3,3,3,3,23.54192708418844,Media
257,257,95_5,2,95,224,4,5,3,4,4,5,5,5,5,5,4,25.214115893578253,Alta
258,258,96_1,2,96,214,5,5,5,5,5,5,5,5,3,5,5,26.716151415818747,Alta
259,259,96_2,2,96,214,4,3,4,4,4,4,5,5,5,5,5,23.319197950521627,Media
260,260,96_3,2,96,214,4,5,5,3,4,4,3,3,5,4,4,22.128691074632883,Media
261,261,96_5,2,96,214,5,5,5,5,5,5,5,5,5,5,5,28.67461573507034,Muy Alta
262,262,97_2,2,97,211,5,5,5,5,5,5,5,4,5,5,4,28.091085998641145,Alta
263,263,97_5,2,97,211,5,5,5,5,4,5,5,5,5,5,2,27.642817107100235,Alta
264,264,98_1,2,98,240,3,3,2,5,5,3,5,5,5,5,5,22.639084610977967,Media
265,265,98_2,2,98,240,5,5,4,5,5,5,5,5,5,5,5,28.146087947455925,Alta
266,266,98_5,2,98,240,3,3,3,5,5,3,4,3,3,3,3,18.635163343195146,Baja
267,267,99_1,2,99,225,5,5,5,5,5,5,5,5,5,5,5,28.69345416592225,Muy Alta
268,268,99_2,2,99,225,5,5,5,5,5,5,5,5,5,5,5,28.69345416592225,Muy Alta
269,269,99_4,2,99,225,5,5,5,5,5,5,5,5,5,5,5,28.69345416592225,Muy Alta
270,270,99_5,2,99,225,3,4,3,5,4,5,4,4,4,3,3,21.48353331969327,Baja
271,271,100_2,2,100,227,4,4,4,4,5,4,3,3,4,3,4,21.05040631774168,Baja
272,272,100_3,2,100,227,5,5,5,5,5,5,5,5,5,5,5,28.696879335168052,Muy Alta
273,273,100_4,2,100,227,5,5,5,5,5,5,5,5,5,5,5,28.696879335168052,Muy Alta
274,274,101_1,1,101,190,4,4,4,5,5,3,5,5,5,3,3,24.246007682554563,Media
275,275,101_2,1,101,190,5,5,5,5,5,5,5,5,5,5,5,28.63351370412072,Muy Alta
276,276,101_4,1,101,190,4,5,4,5,5,5,5,5,5,5,4,27.477992890013144,Alta
277,277,102_1,1,102,217,4,4,4,4,4,4,5,5,5,5,2,24.17720193489638,Media
278,278,102_3,1,102,217,4,5,5,5,5,5,5,5,5,5,5,28.0972876626413,Alta
279,279,102_5,1,102,217,4,4,4,4,5,5,5,5,5,5,4,25.948977432623135,Alta
280,280,103_1,1,103,210,4,3,4,5,5,5,3,3,3,4,4,21.101142489199063,Baja
281,281,103_3,1,103,210,5,4,5,5,5,5,5,5,5,5,4,27.814899166072685,Alta
282,282,103_5,1,103,210,5,5,5,3,5,5,5,5,5,5,5,27.222987373174178,Alta
283,283,104_1,1,104,112,2,5,3,5,5,5,5,5,5,5,5,25.606424649021562,Alta
284,284,104_3,1,104,112,5,4,4,4,4,4,4,4,4,4,4,22.00493912723408,Media
285,285,104_4,1,104,112,3,3,3,2,4,3,5,4,3,2,4,15.92890996148343,Muy baja
286,286,104_5,1,104,112,3,3,3,3,3,3,4,4,4,4,4,16.919921746893678,Muy baja
287,287,105_2,1,105,177,4,4,4,4,4,4,5,5,5,4,5,23.664253685129435,Media
288,288,105_5,1,105,177,4,4,5,4,3,5,5,5,5,5,5,24.40020728731413,Media
289,289,106_2,1,106,203,4,4,4,5,5,5,5,5,5,5,5,26.647390259604805,Alta
290,290,106_5,1,106,203,5,5,5,5,5,5,4,4,4,4,4,26.080870055662977,Alta
291,291,107_4,1,107,227,4,4,4,4,4,4,4,4,4,4,4,21.619420532569933,Media
292,292,107_5,1,107,227,4,4,4,4,4,4,4,4,4,4,4,21.619420532569933,Media
293,293,108_1,2,108,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
294,294,108_2,2,108,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
295,295,108_3,2,108,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
296,296,108_4,2,108,216,5,5,5,5,5,5,5,5,5,5,2,28.67804090431614,Muy Alta
297,297,108_5,2,108,216,5,5,4,5,5,5,5,5,5,5,5,28.10498591650631,Alta
298,298,110_2,2,110,213,4,5,5,5,5,5,5,5,4,5,5,27.111205164523902,Alta
299,299,110_4,2,110,213,3,4,3,5,5,5,5,5,5,5,3,25.508995291726233,Alta
300,300,110_5,2,110,213,4,4,3,4,5,5,3,3,3,5,5,21.108147338912616,Baja
301,301,111_3,2,111,239,4,5,4,5,5,5,5,5,4,5,5,26.582677376909487,Alta
302,302,111_4,2,111,239,5,5,5,5,3,5,5,5,3,5,5,24.70564428318846,Media
303,303,111_5,2,111,239,5,5,5,5,5,5,5,5,5,5,5,28.71743035064286,Muy Alta
304,304,112_1,2,112,184,5,5,4,5,5,5,5,5,5,5,5,28.050183208573483,Alta
305,305,112_3,2,112,184,5,5,5,5,5,5,5,5,5,5,5,28.623238196383316,Muy Alta
306,306,113_3,2,113,199,5,5,4,5,5,3,5,3,5,2,4,24.09552417099257,Media
307,307,113_4,2,113,199,5,5,5,5,5,5,5,5,5,5,5,28.64892696572683,Muy Alta
308,308,113_5,2,113,199,5,5,5,5,5,5,5,5,5,5,5,28.64892696572683,Muy Alta
309,309,114_1,2,114,207,3,4,4,4,4,4,4,4,4,4,3,21.002703013814177,Baja
310,310,114_2,2,114,207,5,5,5,5,5,5,5,5,5,5,5,28.662627642710035,Muy Alta
311,311,114_3,2,114,207,5,5,5,5,5,5,5,5,5,5,5,28.662627642710035,Muy Alta
312,312,114_4,2,114,207,5,4,4,5,5,4,5,5,5,5,5,26.4915918007688,Alta
313,313,115_1,2,115,190,3,3,3,4,4,3,4,4,4,4,4,18.802553233283625,Baja
314,314,115_2,2,115,190,5,4,5,5,5,5,5,5,4,4,3,26.35697044913796,Alta
315,315,115_3,2,115,190,3,2,4,5,3,2,3,4,4,4,5,16.90051726304468,Muy baja
316,316,115_4,2,115,190,5,5,5,5,5,5,5,5,5,5,5,28.63351370412072,Muy Alta
317,317,115_5,2,115,190,3,4,4,4,4,4,4,4,4,4,4,20.97358907522486,Baja
318,318,116_3,2,116,209,5,5,4,3,5,4,5,5,5,4,5,25.458660312265177,Alta
319,319,116_4,2,116,209,4,5,4,4,4,4,5,5,5,5,5,25.016367488419224,Media
320,320,117_1,1,117,219,5,5,5,5,5,5,5,5,5,5,5,28.683178658184843,Muy Alta
321,321,117_3,1,117,219,4,5,4,5,4,4,4,4,4,4,4,23.180975097795056,Media
322,322,117_4,1,117,219,5,5,5,5,5,5,5,5,5,5,5,28.683178658184843,Muy Alta
323,323,117_5,1,117,219,4,4,5,4,4,4,4,4,4,4,4,22.17877484339656,Media
324,324,118_1,1,118,211,2,5,5,5,4,5,5,5,5,5,5,25.89541962820701,Alta
325,325,118_2,1,118,211,4,4,4,4,5,5,5,5,5,4,5,25.494257060034816,Alta
326,326,118_5,1,118,211,3,3,3,4,4,4,5,5,3,2,5,18.86674046874101,Baja
327,327,119_2,3,119,216,3,5,5,5,5,5,5,5,5,5,5,27.513109251720657,Alta
328,328,119_3,3,119,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
329,329,119_4,3,119,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
330,330,119_5,3,119,216,5,5,5,5,5,5,5,5,5,5,5,28.67804090431614,Muy Alta
331,331,120_2,3,120,259,4,4,5,5,5,4,5,3,4,5,4,24.435219237924954,Media
332,332,120_3,3,120,259,5,5,5,5,5,5,5,5,5,5,5,28.751682043100878,Muy Alta
333,333,120_4,3,120,259,4,5,5,5,5,5,5,5,5,5,5,28.169216216803136,Alta
334,334,120_5,3,120,259,2,4,3,5,4,5,5,2,2,2,2,17.972440462868917,Baja
335,335,121_1,2,121,223,4,4,4,4,4,4,4,4,5,5,5,23.03624721855504,Media
336,336,121_2,2,121,223,4,5,4,5,5,5,4,4,4,4,4,24.959600934013416,Media
337,337,121_4,2,121,223,5,5,5,5,5,5,5,5,5,5,5,28.69002899667645,Muy Alta
338,338,121_5,2,121,223,3,4,4,5,5,4,4,4,5,3,4,23.313941548359153,Media
339,339,122_1,1,122,195,5,5,5,5,5,5,5,5,5,5,5,28.642076627235227,Muy Alta
340,340,122_2,1,122,195,4,4,4,4,4,4,4,4,4,4,4,21.564617824637107,Media
341,341,122_3,1,122,195,4,4,4,4,4,4,4,4,4,4,4,21.564617824637107,Media
342,342,122_4,1,122,195,3,4,4,4,4,4,3,3,4,3,3,19.38647690940971,Baja
343,343,122_5,1,122,195,5,5,3,5,5,5,4,4,4,4,4,24.9210594030601,Media
344,344,123_3,2,123,206,5,5,3,5,5,5,5,5,5,5,5,27.514805082467465,Alta
345,345,123_5,2,123,206,4,4,4,3,5,5,4,4,4,4,4,22.632842741513493,Media
346,346,124_2,2,124,240,5,5,5,5,5,5,5,5,5,5,5,28.71914293526576,Muy Alta
347,347,124_4,2,124,240,5,4,4,5,5,4,4,5,4,5,4,24.996036692180475,Media
348,348,124_5,2,124,240,4,4,4,4,4,4,4,4,4,4,4,21.641684132667642,Media
349,349,125_3,3,125,224,5,4,5,4,5,5,5,5,5,5,5,27.11648633909102,Alta
350,350,126_2,2,126,212,4,4,4,3,3,4,3,3,4,4,3,18.693451653343995,Baja
351,351,126_5,2,126,212,5,5,5,5,5,5,5,5,5,5,5,28.67119056582454,Muy Alta
352,352,127_2,2,127,217,5,4,4,4,4,4,3,4,4,3,4,21.1674774062695,Baja
353,353,127_3,2,127,217,4,4,4,4,4,4,4,4,4,4,4,21.602294686340926,Media
354,354,127_5,2,127,217,4,4,5,5,5,5,5,5,5,5,4,27.24442143213525,Alta
355,355,128_1,2,128,208,4,5,3,5,5,5,3,3,3,4,2,22.230394793155526,Media
356,356,128_4,2,128,208,4,3,3,5,5,3,3,4,5,3,4,21.126844521853894,Baja
357,357,128_5,2,128,208,3,4,2,5,5,5,4,4,4,5,2,22.796914997097353,Media
358,358,129_1,2,129,223,5,5,5,5,5,5,5,5,5,5,4,28.69002899667645,Muy Alta
359,359,129_2,2,129,223,5,5,5,5,5,5,5,5,5,5,5,28.69002899667645,Muy Alta
360,360,129_4,2,129,223,4,4,4,5,5,4,5,5,4,4,3,24.512850303960757,Media
361,361,130_1,2,130,227,5,5,5,5,5,5,4,5,4,5,4,27.144808934024002,Alta
362,362,130_3,2,130,227,4,3,5,4,4,4,3,4,5,4,3,21.74600320798126,Media
363,363,130_4,2,130,227,4,3,4,5,4,5,5,5,5,5,5,24.808965185946967,Media
364,364,130_5,2,130,227,5,4,5,5,5,5,5,5,5,5,5,27.844013104662,Alta
365,365,131_1,2,131,229,5,5,4,5,5,5,3,3,3,3,3,22.977435019493107,Media
366,366,131_2,2,131,229,4,4,4,3,3,5,4,3,4,4,5,20.04051845707691,Baja
367,367,131_4,2,131,229,3,5,5,5,5,5,3,4,5,4,3,25.366859521370458,Alta
368,368,132_2,2,132,210,2,3,2,2,4,3,2,2,2,2,2,11.086691591118596,Muy baja
369,369,132_3,2,132,210,5,5,5,5,5,4,2,2,2,2,4,20.197929027287024,Baja
370,370,132_4,2,132,210,5,5,4,5,5,5,5,5,5,5,5,28.0947104087689,Alta
371,371,132_5,2,132,210,2,5,2,5,5,5,3,2,2,3,2,18.493764314958806,Baja
372,372,133_1,2,133,172,5,5,5,5,5,5,4,5,5,5,5,28.029848939390256,Alta
373,373,133_3,2,133,172,5,5,5,5,5,5,5,5,5,5,5,28.602687180908507,Muy Alta
374,374,133_4,2,133,172,5,5,3,5,5,5,4,4,4,4,3,24.88166995673338,Media
375,375,133_5,2,133,172,5,5,4,5,5,5,3,3,4,4,3,24.30349472046447,Media
376,376,134_1,2,134,234,5,5,4,5,5,5,5,5,5,5,5,28.13581243971852,Alta
377,377,134_2,2,134,234,5,5,4,5,5,5,5,5,5,5,5,28.13581243971852,Alta
378,378,134_4,2,134,234,4,5,5,5,5,5,5,5,5,5,5,28.126401601230615,Alta
379,379,135_1,2,135,213,3,2,3,4,4,3,2,2,2,3,4,13.283706816844298,Muy baja
380,380,135_3,2,135,213,4,4,4,4,4,3,2,3,2,2,3,16.278907209673555,Muy baja
381,381,136_3,1,136,205,3,4,4,5,5,5,4,4,4,4,4,23.49344235399741,Media
382,382,136_4,1,136,205,5,5,5,5,5,5,5,5,5,5,5,28.659202473464234,Muy Alta
383,383,136_5,1,136,205,5,4,5,3,5,5,5,4,4,5,4,24.803934077367334,Media
384,384,137_1,2,137,232,5,5,5,5,5,5,5,5,5,5,5,28.705442258282556,Muy Alta
385,385,137_4,2,137,232,5,5,5,5,5,5,5,5,5,5,5,28.705442258282556,Muy Alta
386,386,137_5,2,137,232,5,5,5,5,5,5,5,5,5,5,5,28.705442258282556,Muy Alta
387,387,138_1,3,138,241,5,5,5,5,5,5,5,5,5,5,5,28.720855519888662,Muy Alta
388,388,138_4,3,138,241,5,5,4,4,4,4,5,4,4,4,2,23.65156701561259,Media
389,389,138_5,3,138,241,5,5,5,5,5,5,4,5,5,5,5,28.14801727837041,Alta
390,390,139_1,2,139,193,5,5,5,5,5,5,4,4,4,4,2,26.06374420943397,Alta
391,391,139_2,2,139,193,5,5,5,5,5,5,5,5,5,5,5,28.638651457989425,Muy Alta
392,392,139_5,2,139,193,5,5,5,5,5,5,5,5,5,5,2,28.638651457989425,Muy Alta
393,393,140_1,2,140,222,4,4,4,4,4,4,4,3,4,5,4,21.47691049174585,Baja
394,394,141_2,2,141,212,5,4,5,5,5,4,4,4,4,5,5,24.942747327988595,Media
395,395,141_3,2,141,212,3,5,4,4,4,4,3,3,3,3,3,19.289224918879277,Baja
396,396,141_4,2,141,212,5,5,5,5,5,5,5,5,5,5,5,28.67119056582454,Muy Alta
397,397,141_5,2,141,212,4,4,5,5,5,5,5,5,5,5,5,27.235858509020748,Alta
398,398,142_1,2,142,212,4,4,4,4,4,4,3,3,3,3,4,19.018824514670968,Baja
399,399,142_2,2,142,212,4,5,4,5,5,5,5,5,5,5,5,27.515669751716963,Alta
400,400,142_3,2,142,212,5,4,5,5,5,5,3,3,4,4,3,24.09218686268429,Media
401,401,142_5,2,142,212,2,4,3,4,5,4,4,4,4,5,4,21.32685086177342,Baja
402,402,143_3,2,143,192,4,4,5,3,3,4,5,4,5,5,5,22.38000043876952,Media
403,403,143_5,2,143,192,4,4,2,4,4,4,2,2,2,2,4,15.263555598037826,Muy baja
404,404,144_1,2,144,215,5,5,5,5,5,5,5,5,5,5,5,28.67632831969324,Muy Alta
405,405,144_4,2,144,215,4,4,4,4,5,4,5,5,4,3,4,23.33231575042436,Media
406,406,144_5,2,144,215,4,4,4,5,5,5,4,4,4,4,4,24.09303402652416,Media
407,407,145_1,2,145,203,5,4,4,5,5,5,5,4,4,5,3,25.672231943716255,Alta
408,408,145_3,2,145,203,5,5,5,5,5,5,5,5,5,5,5,28.655777304218432,Muy Alta
409,409,146_1,2,146,213,5,5,5,3,5,5,3,5,3,5,3,24.123984324754783,Media
410,410,146_4,2,146,213,5,5,5,5,5,5,4,4,4,5,5,26.5424407667429,Alta
411,411,146_5,2,146,213,5,4,4,5,5,4,5,3,5,5,4,25.34508334338522,Alta
412,412,147_2,2,147,201,4,4,4,5,5,5,4,4,4,4,3,24.06905784180355,Media
413,413,147_3,2,147,201,4,5,5,5,5,5,4,4,4,4,5,25.494979060119434,Alta
414,414,147_4,2,147,201,3,3,3,5,5,5,4,4,4,4,5,22.060670797189918,Media
415,415,148_1,2,148,196,4,4,4,5,5,4,4,4,4,4,4,23.315380295063694,Media
416,416,148_2,2,148,196,4,3,2,5,5,5,4,4,4,5,4,22.505963577414235,Media
417,417,148_4,2,148,196,4,4,4,4,4,4,4,4,4,4,4,21.566330409260008,Media
418,418,148_5,2,148,196,5,5,5,5,5,5,5,5,5,5,5,28.643789211858127,Muy Alta
419,419,149_1,1,149,213,4,4,4,4,4,5,5,5,5,5,5,24.915466220030126,Media
420,420,149_2,1,149,213,4,4,4,4,4,5,5,3,5,5,5,23.758682254909143,Media
421,421,149_3,1,149,213,4,5,4,4,4,5,5,4,5,5,4,25.189940467975685,Alta
422,422,149_4,1,149,213,4,4,4,4,4,5,5,5,5,5,5,24.915466220030126,Media
423,423,149_5,1,149,213,4,5,5,5,5,5,5,5,5,5,5,28.090437324149697,Alta
424,424,150_4,1,150,193,5,5,5,5,5,5,5,5,5,5,5,28.638651457989425,Muy Alta
425,425,151_2,3,151,228,5,5,5,4,5,5,4,4,4,4,4,25.40129565953322,Alta
426,426,151_3,3,151,228,5,5,5,5,5,5,5,5,5,5,5,28.698591919790953,Muy Alta
427,427,152_5,1,152,226,4,4,4,5,5,5,5,5,5,5,5,26.68677970593152,Alta
428,428,153_5,2,153,223,5,4,4,4,4,5,5,5,5,5,5,25.51505789255688,Alta
429,429,154_1,2,154,214,5,4,5,5,5,5,5,5,5,5,5,27.82174950456429,Alta
430,430,154_2,2,154,214,4,4,3,3,3,4,3,3,3,3,2,16.70014481030325,Muy baja
431,431,154_3,2,154,214,4,3,2,5,5,2,3,2,2,2,2,15.280025109306827,Muy baja
432,432,154_4,2,154,214,3,4,2,5,5,4,5,5,5,5,2,24.19253826491395,Media
433,433,154_5,2,154,214,4,4,3,3,5,3,4,4,5,4,4,21.562491343061957,Media
434,434,155_2,1,155,186,3,3,3,3,3,4,5,3,3,2,5,15.918092002243824,Muy baja
435,435,155_3,1,155,186,2,4,4,5,5,4,5,2,4,4,2,21.549377072636467,Baja
436,436,155_4,1,155,186,3,5,4,5,5,5,5,5,5,5,5,26.8886767252238,Alta
437,437,157_1,2,157,207,3,4,4,5,5,5,4,4,5,4,5,24.476099682869005,Media
438,438,157_3,2,157,207,4,4,3,5,5,5,4,4,4,4,3,23.506278361731116,Media
439,439,157_4,2,157,207,5,5,5,5,5,5,5,5,5,5,4,28.662627642710035,Muy Alta
440,440,158_1,3,158,242,5,4,4,5,5,4,5,4,4,4,4,24.549463255533123,Media
441,441,158_2,3,158,242,3,4,3,4,4,3,3,4,3,3,2,17.747958598185555,Baja
442,442,158_4,3,158,242,5,5,5,5,5,5,5,5,5,5,5,28.722568104511563,Muy Alta
443,443,158_5,3,158,242,5,5,5,5,5,5,4,5,5,3,5,27.260840133291484,Alta
444,444,159_1,2,159,226,5,5,5,5,5,5,4,4,2,5,3,24.606240047589015,Media
445,445,159_5,2,159,226,4,4,4,5,5,5,4,4,4,4,5,24.111872457376066,Media
446,446,160_2,1,160,243,4,4,4,5,5,4,4,4,4,4,4,23.39587177234003,Media
