uid,vid,X.U.FEFF.FOLIO,VIV_SEL,HOGAR,N_INF,P3A1_1,P3A1_2,P4_1,P4_2_2,P7_1,ENT,TLOC,EST_DIS,UPM_DIS,FACTOR
75_1_1,75_1,75,1,1,1,2,NA,NA,1,2,1,1,3,75,221
75_2_1,75_2,75,2,1,1,2,NA,NA,1,2,1,1,3,75,221
75_3_1,75_3,75,3,1,2,2,NA,NA,2,2,1,1,3,75,221
75_4_1,75_4,75,4,1,1,2,NA,NA,1,2,1,1,3,75,221
76_1_1,76_1,76,1,1,1,2,NA,NA,1,2,1,1,3,76,233
76_2_1,76_2,76,2,1,4,2,NA,NA,1,2,1,1,3,76,233
76_3_1,76_3,76,3,1,2,2,NA,NA,2,2,1,1,3,76,233
76_4_1,76_4,76,4,1,3,2,NA,NA,2,2,1,1,3,76,233
76_5_1,76_5,76,5,1,2,2,NA,NA,1,2,1,1,3,76,233
77_1_1,77_1,77,1,1,1,1,1,1,1,2,1,1,2,77,212
77_1_2,77_1,77,1,2,2,1,1,2,NA,2,1,1,2,77,212
77_2_1,77_2,77,2,1,2,2,NA,NA,2,2,1,1,2,77,212
77_3_1,77_3,77,3,1,2,2,NA,NA,2,2,1,1,2,77,212
77_4_1,77_4,77,4,1,1,2,NA,NA,1,2,1,1,2,77,212
77_5_1,77_5,77,5,1,2,2,NA,NA,2,2,1,1,2,77,212
78_1_1,78_1,78,1,1,1,2,NA,NA,1,2,1,1,2,78,235
78_2_1,78_2,78,2,1,2,1,1,NA,2,2,1,1,2,78,235
78_3_1,78_3,78,3,1,3,2,NA,NA,3,2,1,1,2,78,235
78_4_1,78_4,78,4,1,2,2,NA,NA,2,2,1,1,2,78,235
79_1_1,79_1,79,1,1,1,2,NA,NA,1,2,1,1,1,79,215
79_2_1,79_2,79,2,1,1,2,NA,NA,1,2,1,1,1,79,215
79_3_1,79_3,79,3,1,2,2,NA,2,NA,2,1,1,1,79,215
79_3_2,79_3,79,3,2,2,2,NA,1,2,2,1,1,1,79,215
79_4_1,79_4,79,4,1,2,2,NA,NA,1,2,1,1,1,79,215
79_5_1,79_5,79,5,1,1,2,NA,NA,1,1,1,1,1,79,215
80_1_1,80_1,80,1,1,2,2,NA,NA,2,2,1,1,2,80,178
80_2_1,80_2,80,2,1,2,2,NA,1,2,2,1,1,2,80,178
80_2_2,80_2,80,2,2,6,2,NA,2,NA,2,1,1,2,80,178
80_3_1,80_3,80,3,1,1,1,1,1,1,2,1,1,2,80,178
80_3_2,80_3,80,3,2,1,2,NA,2,NA,2,1,1,2,80,178
80_4_1,80_4,80,4,1,6,1,1,NA,2,1,1,1,2,80,178
80_5_1,80_5,80,5,1,2,2,NA,NA,1,2,1,1,2,80,178
81_1_1,81_1,81,1,1,1,2,NA,NA,1,2,1,1,2,81,239
81_2_1,81_2,81,2,1,2,2,NA,NA,2,2,1,1,2,81,239
81_3_1,81_3,81,3,1,2,2,NA,NA,2,2,1,1,2,81,239
81_4_1,81_4,81,4,1,1,2,NA,NA,1,1,1,1,2,81,239
81_5_1,81_5,81,5,1,1,2,NA,NA,1,1,1,1,2,81,239
82_1_1,82_1,82,1,1,2,2,NA,NA,2,2,1,1,2,82,242
82_2_1,82_2,82,2,1,2,2,NA,NA,1,2,1,1,2,82,242
82_3_1,82_3,82,3,1,1,2,NA,NA,1,2,1,1,2,82,242
83_1_1,83_1,83,1,1,3,2,NA,NA,3,1,1,1,3,83,227
83_3_1,83_3,83,3,1,1,2,NA,NA,1,2,1,1,3,83,227
83_4_1,83_4,83,4,1,1,2,NA,NA,1,2,1,1,3,83,227
84_1_1,84_1,84,1,1,4,2,NA,NA,4,1,1,1,2,84,207
84_2_1,84_2,84,2,1,3,2,NA,NA,1,2,1,1,2,84,207
84_3_1,84_3,84,3,1,2,2,NA,NA,2,1,1,1,2,84,207
84_5_1,84_5,84,5,1,1,1,1,NA,1,1,1,1,2,84,207
85_1_1,85_1,85,1,1,3,2,NA,NA,1,1,1,1,2,85,197
85_2_1,85_2,85,2,1,1,2,NA,NA,1,1,1,1,2,85,197
85_3_1,85_3,85,3,1,1,2,NA,NA,1,1,1,1,2,85,197
85_4_1,85_4,85,4,1,1,2,NA,NA,1,2,1,1,2,85,197
85_5_1,85_5,85,5,1,2,2,NA,NA,2,1,1,1,2,85,197
86_1_1,86_1,86,1,1,2,1,1,NA,2,2,1,1,1,86,138
86_2_1,86_2,86,2,1,1,2,NA,1,1,2,1,1,1,86,138
86_2_2,86_2,86,2,2,2,1,1,2,NA,2,1,1,1,86,138
86_2_3,86_2,86,2,3,2,1,1,2,NA,2,1,1,1,86,138
86_2_4,86_2,86,2,4,2,1,1,2,NA,2,1,1,1,86,138
86_3_1,86_3,86,3,1,3,2,NA,NA,1,2,1,1,1,86,138
86_4_1,86_4,86,4,1,1,2,NA,NA,1,2,1,1,1,86,138
86_5_1,86_5,86,5,1,3,2,NA,NA,1,2,1,1,1,86,138
87_1_1,87_1,87,1,1,2,2,NA,NA,1,2,1,1,3,87,223
87_2_1,87_2,87,2,1,1,2,NA,NA,1,2,1,1,3,87,223
87_3_1,87_3,87,3,1,3,1,1,NA,3,2,1,1,3,87,223
87_4_1,87_4,87,4,1,2,1,1,NA,2,2,1,1,3,87,223
87_5_1,87_5,87,5,1,1,2,NA,NA,1,2,1,1,3,87,223
88_2_1,88_2,88,2,1,2,2,NA,NA,1,2,1,1,3,88,239
88_3_1,88_3,88,3,1,1,2,NA,NA,1,2,1,1,3,88,239
88_4_1,88_4,88,4,1,1,1,1,NA,2,1,1,1,3,88,239
88_5_1,88_5,88,5,1,1,2,NA,NA,1,1,1,1,3,88,239
89_1_1,89_1,89,1,1,1,2,NA,NA,1,2,1,1,3,89,231
89_2_1,89_2,89,2,1,1,2,NA,NA,1,1,1,1,3,89,231
89_3_1,89_3,89,3,1,2,2,NA,NA,1,2,1,1,3,89,231
89_4_1,89_4,89,4,1,1,1,1,NA,1,2,1,1,3,89,231
89_5_1,89_5,89,5,1,2,2,NA,NA,1,1,1,1,3,89,231
90_2_1,90_2,90,2,1,4,2,NA,NA,1,2,1,1,3,90,210
90_3_1,90_3,90,3,1,1,1,1,NA,1,1,1,1,3,90,210
90_4_1,90_4,90,4,1,2,2,NA,NA,2,2,1,1,3,90,210
90_5_1,90_5,90,5,1,1,2,NA,NA,1,2,1,1,3,90,210
91_1_1,91_1,91,1,1,1,2,NA,NA,1,2,1,1,3,91,210
91_3_1,91_3,91,3,1,2,1,1,NA,2,2,1,1,3,91,210
91_4_1,91_4,91,4,1,1,2,NA,NA,1,2,1,1,3,91,210
91_5_1,91_5,91,5,1,1,2,NA,NA,1,2,1,1,3,91,210
92_1_1,92_1,92,1,1,1,2,NA,NA,1,2,1,1,1,92,246
92_2_1,92_2,92,2,1,1,2,NA,NA,1,2,1,1,1,92,246
92_3_1,92_3,92,3,1,3,2,NA,NA,3,2,1,1,1,92,246
92_4_1,92_4,92,4,1,1,1,1,NA,1,2,1,1,1,92,246
92_5_1,92_5,92,5,1,1,1,1,NA,1,2,1,1,1,92,246
93_1_1,93_1,93,1,1,1,2,NA,NA,1,2,1,1,1,93,230
93_2_1,93_2,93,2,1,2,2,NA,NA,2,2,1,1,1,93,230
93_3_1,93_3,93,3,1,1,2,NA,NA,1,2,1,1,1,93,230
93_4_1,93_4,93,4,1,1,2,NA,NA,1,2,1,1,1,93,230
93_5_1,93_5,93,5,1,1,1,1,NA,1,2,1,1,1,93,230
94_1_1,94_1,94,1,1,2,1,1,NA,2,2,1,1,2,94,222
94_3_1,94_3,94,3,1,1,1,1,NA,1,1,1,1,2,94,222
94_5_1,94_5,94,5,1,1,2,NA,NA,1,2,1,1,2,94,222
95_1_1,95_1,95,1,1,2,2,NA,NA,2,2,1,1,2,95,224
95_2_1,95_2,95,2,1,1,1,1,NA,1,2,1,1,2,95,224
95_3_1,95_3,95,3,1,2,2,NA,NA,2,2,1,1,2,95,224
95_4_1,95_4,95,4,1,1,2,NA,NA,1,2,1,1,2,95,224
95_5_1,95_5,95,5,1,2,2,NA,NA,2,2,1,1,2,95,224
96_1_1,96_1,96,1,1,2,2,NA,NA,2,2,1,1,2,96,214
96_2_1,96_2,96,2,1,2,2,NA,NA,2,2,1,1,2,96,214
96_3_1,96_3,96,3,1,2,2,NA,NA,2,2,1,1,2,96,214
96_4_1,96_4,96,4,1,1,2,NA,NA,1,1,1,1,2,96,214
96_5_1,96_5,96,5,1,2,2,NA,NA,2,2,1,1,2,96,214
97_1_1,97_1,97,1,1,2,2,NA,NA,2,2,1,1,2,97,211
97_2_1,97_2,97,2,1,2,2,NA,NA,2,2,1,1,2,97,211
97_3_1,97_3,97,3,1,1,2,NA,NA,1,2,1,1,2,97,211
97_5_1,97_5,97,5,1,3,2,NA,NA,3,2,1,1,2,97,211
98_1_1,98_1,98,1,1,1,2,NA,NA,1,2,1,1,2,98,240
98_2_1,98_2,98,2,1,3,2,NA,NA,3,2,1,1,2,98,240
98_3_1,98_3,98,3,1,2,2,NA,NA,2,2,1,1,2,98,240
98_4_1,98_4,98,4,1,2,2,NA,NA,2,2,1,1,2,98,240
98_5_1,98_5,98,5,1,1,2,NA,NA,1,2,1,1,2,98,240
99_1_1,99_1,99,1,1,3,2,NA,NA,3,2,1,1,2,99,225
99_2_1,99_2,99,2,1,5,2,NA,NA,2,2,1,1,2,99,225
99_3_1,99_3,99,3,1,1,2,NA,NA,1,2,1,1,2,99,225
99_4_1,99_4,99,4,1,1,2,NA,NA,1,2,1,1,2,99,225
99_5_1,99_5,99,5,1,2,2,NA,NA,2,2,1,1,2,99,225
100_1_1,100_1,100,1,1,2,2,NA,NA,2,2,1,1,2,100,227
100_2_1,100_2,100,2,1,2,1,1,NA,2,1,1,1,2,100,227
100_3_1,100_3,100,3,1,2,2,NA,NA,2,2,1,1,2,100,227
100_4_1,100_4,100,4,1,1,1,1,NA,1,1,1,1,2,100,227
101_1_1,101_1,101,1,1,2,2,NA,NA,2,2,1,1,1,101,190
101_2_1,101_2,101,2,1,1,2,NA,NA,1,2,1,1,1,101,190
101_3_1,101_3,101,3,1,2,1,2,1,2,2,1,1,1,101,190
101_3_2,101_3,101,3,2,1,1,1,2,NA,2,1,1,1,101,190
101_4_1,101_4,101,4,1,2,2,NA,NA,2,1,1,1,1,101,190
101_5_1,101_5,101,5,1,2,2,NA,NA,2,2,1,1,1,101,190
102_1_1,102_1,102,1,1,1,2,NA,NA,1,2,1,1,1,102,217
102_2_1,102_2,102,2,1,2,2,NA,NA,2,2,1,1,1,102,217
102_3_1,102_3,102,3,1,2,2,NA,NA,2,2,1,1,1,102,217
102_4_1,102_4,102,4,1,4,2,NA,NA,4,2,1,1,1,102,217
102_5_1,102_5,102,5,1,2,1,1,NA,1,2,1,1,1,102,217
103_1_1,103_1,103,1,1,1,1,1,NA,1,2,1,1,1,103,210
103_2_1,103_2,103,2,1,2,1,1,NA,2,1,1,1,1,103,210
103_3_1,103_3,103,3,1,1,2,NA,NA,1,2,1,1,1,103,210
103_4_1,103_4,103,4,1,2,2,NA,NA,2,2,1,1,1,103,210
103_5_1,103_5,103,5,1,2,2,NA,NA,2,2,1,1,1,103,210
104_1_1,104_1,104,1,1,2,2,NA,NA,2,2,1,1,1,104,112
104_2_1,104_2,104,2,1,2,2,NA,NA,2,2,1,1,1,104,112
104_3_1,104_3,104,3,1,1,2,NA,NA,1,2,1,1,1,104,112
104_4_1,104_4,104,4,1,1,2,NA,NA,1,2,1,1,1,104,112
104_5_1,104_5,104,5,1,3,2,NA,1,3,2,1,1,1,104,112
104_5_2,104_5,104,5,2,3,1,1,2,NA,2,1,1,1,104,112
105_1_1,105_1,105,1,1,1,1,1,NA,1,2,1,1,1,105,177
105_2_1,105_2,105,2,1,2,2,NA,NA,2,2,1,1,1,105,177
105_3_1,105_3,105,3,1,1,2,NA,NA,1,2,1,1,1,105,177
105_4_1,105_4,105,4,1,2,2,NA,1,2,2,1,1,1,105,177
105_4_2,105_4,105,4,2,1,2,NA,2,NA,1,1,1,1,105,177
105_5_1,105_5,105,5,1,3,1,1,NA,3,2,1,1,1,105,177
106_1_1,106_1,106,1,1,2,2,NA,NA,2,2,1,1,1,106,203
106_2_1,106_2,106,2,1,4,2,NA,NA,4,1,1,1,1,106,203
106_4_1,106_4,106,4,1,1,1,1,NA,1,2,1,1,1,106,203
106_5_1,106_5,106,5,1,1,2,NA,NA,1,1,1,1,1,106,203
107_2_1,107_2,107,2,1,1,1,1,NA,1,2,1,1,1,107,227
107_4_1,107_4,107,4,1,2,2,NA,NA,2,2,1,1,1,107,227
107_5_1,107_5,107,5,1,2,2,NA,NA,2,2,1,1,1,107,227
108_1_1,108_1,108,1,1,1,2,NA,NA,1,2,1,1,2,108,216
108_2_1,108_2,108,2,1,1,2,NA,NA,1,2,1,1,2,108,216
108_3_1,108_3,108,3,1,2,2,NA,NA,2,2,1,1,2,108,216
108_4_1,108_4,108,4,1,1,1,1,NA,1,2,1,1,2,108,216
108_5_1,108_5,108,5,1,2,2,NA,NA,2,2,1,1,2,108,216
109_2_1,109_2,109,2,1,2,2,NA,NA,2,2,1,1,3,109,198
109_4_1,109_4,109,4,1,1,2,NA,NA,1,1,1,1,3,109,198
109_5_1,109_5,109,5,1,2,2,NA,NA,2,2,1,1,3,109,198
110_2_1,110_2,110,2,1,2,2,NA,NA,2,1,1,1,2,110,213
110_3_1,110_3,110,3,1,2,2,NA,NA,2,1,1,1,2,110,213
110_4_1,110_4,110,4,1,4,2,NA,NA,4,2,1,1,2,110,213
110_5_1,110_5,110,5,1,3,2,NA,NA,3,2,1,1,2,110,213
111_2_1,111_2,111,2,1,2,1,1,NA,2,2,1,1,2,111,239
111_3_1,111_3,111,3,1,3,2,NA,NA,3,2,1,1,2,111,239
111_4_1,111_4,111,4,1,1,2,NA,NA,1,2,1,1,2,111,239
111_5_1,111_5,111,5,1,4,2,NA,NA,4,2,1,1,2,111,239
112_1_1,112_1,112,1,1,2,2,NA,NA,2,2,1,1,2,112,184
112_3_1,112_3,112,3,1,1,2,NA,NA,3,2,1,1,2,112,184
112_4_1,112_4,112,4,1,1,1,1,NA,1,2,1,1,2,112,184
113_1_1,113_1,113,1,1,1,2,NA,NA,1,1,1,1,2,113,199
113_2_1,113_2,113,2,1,3,1,1,NA,3,1,1,1,2,113,199
113_3_1,113_3,113,3,1,1,1,1,NA,1,2,1,1,2,113,199
113_4_1,113_4,113,4,1,2,1,1,NA,2,2,1,1,2,113,199
113_5_1,113_5,113,5,1,2,2,NA,NA,2,2,1,1,2,113,199
114_1_1,114_1,114,1,1,2,2,NA,NA,2,2,1,1,2,114,207
114_2_1,114_2,114,2,1,1,2,NA,NA,1,2,1,1,2,114,207
114_3_1,114_3,114,3,1,2,2,NA,NA,2,1,1,1,2,114,207
114_4_1,114_4,114,4,1,1,2,NA,NA,1,2,1,1,2,114,207
114_5_1,114_5,114,5,1,2,1,1,NA,2,2,1,1,2,114,207
115_1_1,115_1,115,1,1,3,2,NA,NA,1,2,1,1,2,115,190
115_2_1,115_2,115,2,1,5,2,NA,NA,2,2,1,1,2,115,190
115_3_1,115_3,115,3,1,2,2,NA,NA,2,2,1,1,2,115,190
115_4_1,115_4,115,4,1,1,2,NA,NA,1,1,1,1,2,115,190
115_5_1,115_5,115,5,1,2,2,NA,NA,1,2,1,1,2,115,190
116_1_1,116_1,116,1,1,1,2,NA,NA,1,2,1,1,2,116,209
116_2_1,116_2,116,2,1,3,2,NA,NA,3,1,1,1,2,116,209
116_3_1,116_3,116,3,1,1,2,NA,NA,1,1,1,1,2,116,209
116_4_1,116_4,116,4,1,1,2,NA,NA,1,2,1,1,2,116,209
117_1_1,117_1,117,1,1,1,2,NA,NA,1,1,1,1,1,117,219
117_3_1,117_3,117,3,1,3,2,NA,NA,1,1,1,1,1,117,219
117_4_1,117_4,117,4,1,1,2,NA,NA,1,2,1,1,1,117,219
117_5_1,117_5,117,5,1,2,2,NA,NA,2,2,1,1,1,117,219
118_1_1,118_1,118,1,1,1,2,NA,NA,1,2,1,1,1,118,211
118_2_1,118_2,118,2,1,1,2,NA,NA,1,2,1,1,1,118,211
118_5_1,118_5,118,5,1,3,2,NA,NA,1,2,1,1,1,118,211
119_1_1,119_1,119,1,1,3,1,2,NA,3,1,1,1,3,119,216
119_2_1,119_2,119,2,1,1,2,NA,NA,1,2,1,1,3,119,216
119_3_1,119_3,119,3,1,2,2,NA,NA,2,2,1,1,3,119,216
119_4_1,119_4,119,4,1,1,1,1,NA,1,1,1,1,3,119,216
119_5_1,119_5,119,5,1,2,2,NA,NA,2,2,1,1,3,119,216
120_1_1,120_1,120,1,1,2,1,1,NA,2,2,1,1,3,120,259
120_2_1,120_2,120,2,1,3,1,1,NA,3,2,1,1,3,120,259
120_3_1,120_3,120,3,1,1,2,NA,NA,1,1,1,1,3,120,259
120_4_1,120_4,120,4,1,1,2,NA,NA,1,2,1,1,3,120,259
120_5_1,120_5,120,5,1,2,2,NA,NA,1,2,1,1,3,120,259
121_1_1,121_1,121,1,1,1,2,NA,NA,1,2,1,1,2,121,223
121_2_1,121_2,121,2,1,1,2,NA,NA,1,2,1,1,2,121,223
121_4_1,121_4,121,4,1,1,1,1,NA,1,2,1,1,2,121,223
121_5_1,121_5,121,5,1,1,2,NA,NA,1,2,1,1,2,121,223
122_1_1,122_1,122,1,1,1,2,NA,NA,1,2,1,1,1,122,195
122_2_1,122_2,122,2,1,1,2,NA,NA,1,2,1,1,1,122,195
122_3_1,122_3,122,3,1,1,2,NA,NA,1,2,1,1,1,122,195
122_4_1,122_4,122,4,1,1,2,NA,NA,1,2,1,1,1,122,195
122_5_1,122_5,122,5,1,1,1,1,NA,1,1,1,1,1,122,195
123_2_1,123_2,123,2,1,1,1,1,NA,1,2,1,1,2,123,206
123_3_1,123_3,123,3,1,1,2,NA,NA,1,2,1,1,2,123,206
123_5_1,123_5,123,5,1,1,2,NA,NA,1,1,1,1,2,123,206
124_2_1,124_2,124,2,1,2,2,NA,NA,2,2,1,1,2,124,240
124_3_1,124_3,124,3,1,1,2,NA,NA,1,2,1,1,2,124,240
124_4_1,124_4,124,4,1,2,2,NA,NA,2,2,1,1,2,124,240
124_5_1,124_5,124,5,1,2,2,NA,NA,2,2,1,1,2,124,240
125_1_1,125_1,125,1,1,1,1,2,NA,1,2,1,1,3,125,224
125_3_1,125_3,125,3,1,1,1,1,NA,1,2,1,1,3,125,224
125_4_1,125_4,125,4,1,2,2,NA,NA,2,2,1,1,3,125,224
125_5_1,125_5,125,5,1,2,2,NA,NA,2,2,1,1,3,125,224
126_1_1,126_1,126,1,1,1,1,1,NA,1,2,1,1,2,126,212
126_2_1,126_2,126,2,1,1,2,NA,NA,1,2,1,1,2,126,212
126_5_1,126_5,126,5,1,3,2,NA,NA,3,1,1,1,2,126,212
127_2_1,127_2,127,2,1,1,2,NA,NA,1,2,1,1,2,127,217
127_3_1,127_3,127,3,1,3,2,NA,NA,2,1,1,1,2,127,217
127_5_1,127_5,127,5,1,1,2,NA,NA,1,2,1,1,2,127,217
128_1_1,128_1,128,1,1,2,2,NA,NA,1,2,1,1,2,128,208
128_2_1,128_2,128,2,1,3,2,NA,NA,1,2,1,1,2,128,208
128_3_1,128_3,128,3,1,1,2,NA,NA,1,2,1,1,2,128,208
128_4_1,128_4,128,4,1,1,2,NA,NA,1,2,1,1,2,128,208
128_5_1,128_5,128,5,1,1,2,NA,NA,1,1,1,1,2,128,208
129_1_1,129_1,129,1,1,1,2,NA,NA,1,2,1,1,2,129,223
129_2_1,129_2,129,2,1,1,2,NA,NA,1,2,1,1,2,129,223
129_3_1,129_3,129,3,1,1,2,NA,NA,1,1,1,1,2,129,223
129_4_1,129_4,129,4,1,1,2,NA,NA,1,2,1,1,2,129,223
129_5_1,129_5,129,5,1,1,1,1,NA,1,2,1,1,2,129,223
130_1_1,130_1,130,1,1,3,2,NA,NA,2,2,1,1,2,130,227
130_2_1,130_2,130,2,1,1,1,1,NA,1,2,1,1,2,130,227
130_3_1,130_3,130,3,1,1,2,NA,NA,1,2,1,1,2,130,227
130_4_1,130_4,130,4,1,2,2,NA,NA,2,2,1,1,2,130,227
130_5_1,130_5,130,5,1,1,2,NA,NA,1,2,1,1,2,130,227
131_1_1,131_1,131,1,1,1,2,NA,NA,1,2,1,1,2,131,229
131_2_1,131_2,131,2,1,3,2,NA,NA,1,2,1,1,2,131,229
131_3_1,131_3,131,3,1,4,1,1,NA,4,2,1,1,2,131,229
131_4_1,131_4,131,4,1,1,1,1,NA,1,2,1,1,2,131,229
131_5_1,131_5,131,5,1,1,2,NA,NA,1,2,1,1,2,131,229
132_1_1,132_1,132,1,1,1,2,NA,NA,1,2,1,1,2,132,210
132_2_1,132_2,132,2,1,2,2,NA,NA,2,2,1,1,2,132,210
132_3_1,132_3,132,3,1,2,2,NA,NA,2,2,1,1,2,132,210
132_4_1,132_4,132,4,1,1,2,NA,1,1,2,1,1,2,132,210
132_4_2,132_4,132,4,2,1,2,NA,2,NA,2,1,1,2,132,210
132_5_1,132_5,132,5,1,1,2,NA,NA,1,1,1,1,2,132,210
133_1_1,133_1,133,1,1,2,2,NA,NA,1,2,1,1,2,133,172
133_2_1,133_2,133,2,1,2,1,1,NA,2,2,1,1,2,133,172
133_3_1,133_3,133,3,1,6,2,NA,NA,1,2,1,1,2,133,172
133_4_1,133_4,133,4,1,2,2,NA,NA,1,1,1,1,2,133,172
133_5_1,133_5,133,5,1,1,1,1,NA,1,2,1,1,2,133,172
134_1_1,134_1,134,1,1,2,2,NA,NA,2,2,1,1,2,134,234
134_2_1,134_2,134,2,1,2,2,NA,NA,2,2,1,1,2,134,234
134_4_1,134_4,134,4,1,3,2,NA,NA,3,2,1,1,2,134,234
134_5_1,134_5,134,5,1,1,2,NA,NA,1,2,1,1,2,134,234
135_1_1,135_1,135,1,1,1,2,NA,NA,1,2,1,1,2,135,213
135_2_1,135_2,135,2,1,1,2,NA,NA,1,2,1,1,2,135,213
135_3_1,135_3,135,3,1,2,1,1,NA,2,2,1,1,2,135,213
136_1_1,136_1,136,1,1,1,2,NA,NA,1,2,1,1,1,136,205
136_2_1,136_2,136,2,1,2,2,NA,NA,2,1,1,1,1,136,205
136_3_1,136_3,136,3,1,2,2,NA,NA,2,2,1,1,1,136,205
136_4_1,136_4,136,4,1,2,2,NA,NA,2,2,1,1,1,136,205
136_5_1,136_5,136,5,1,12,2,NA,NA,12,2,1,1,1,136,205
137_1_1,137_1,137,1,1,2,2,NA,NA,1,2,1,1,2,137,232
137_2_1,137_2,137,2,1,1,2,NA,NA,1,2,1,1,2,137,232
137_3_1,137_3,137,3,1,1,1,1,NA,1,2,1,1,2,137,232
137_4_1,137_4,137,4,1,1,2,NA,NA,1,2,1,1,2,137,232
137_5_1,137_5,137,5,1,1,1,1,NA,1,2,1,1,2,137,232
138_1_1,138_1,138,1,1,2,2,NA,NA,2,1,1,1,3,138,241
138_4_1,138_4,138,4,1,1,2,NA,NA,1,1,1,1,3,138,241
138_5_1,138_5,138,5,1,4,2,NA,NA,2,2,1,1,3,138,241
139_1_1,139_1,139,1,1,1,2,NA,NA,1,2,1,1,2,139,193
139_2_1,139_2,139,2,1,1,2,NA,NA,1,1,1,1,2,139,193
139_3_1,139_3,139,3,1,2,2,NA,NA,2,2,1,1,2,139,193
139_4_1,139_4,139,4,1,2,2,NA,NA,2,2,1,1,2,139,193
139_5_1,139_5,139,5,1,2,2,NA,NA,2,2,1,1,2,139,193
140_1_1,140_1,140,1,1,1,2,NA,NA,1,2,1,1,2,140,222
140_3_1,140_3,140,3,1,1,1,1,NA,1,2,1,1,2,140,222
140_4_1,140_4,140,4,1,1,1,1,NA,1,2,1,1,2,140,222
141_1_1,141_1,141,1,1,4,1,1,NA,4,2,1,1,2,141,212
141_2_1,141_2,141,2,1,2,1,1,NA,2,2,1,1,2,141,212
141_3_1,141_3,141,3,1,2,2,NA,NA,2,2,1,1,2,141,212
141_4_1,141_4,141,4,1,2,1,1,NA,2,2,1,1,2,141,212
141_5_1,141_5,141,5,1,2,2,NA,NA,2,2,1,1,2,141,212
142_1_1,142_1,142,1,1,3,1,1,NA,1,2,1,1,2,142,212
142_2_1,142_2,142,2,1,2,2,NA,NA,2,2,1,1,2,142,212
142_3_1,142_3,142,3,1,2,2,NA,NA,1,2,1,1,2,142,212
142_4_1,142_4,142,4,1,2,2,NA,NA,2,2,1,1,2,142,212
142_5_1,142_5,142,5,1,2,2,NA,NA,2,2,1,1,2,142,212
143_1_1,143_1,143,1,1,1,2,NA,NA,1,2,1,1,2,143,192
143_3_1,143_3,143,3,1,2,2,NA,NA,2,1,1,1,2,143,192
143_4_1,143_4,143,4,1,1,2,NA,NA,1,2,1,1,2,143,192
143_5_1,143_5,143,5,1,1,1,1,NA,1,2,1,1,2,143,192
144_1_1,144_1,144,1,1,1,2,NA,NA,1,2,1,1,2,144,215
144_4_1,144_4,144,4,1,1,2,NA,NA,1,2,1,1,2,144,215
144_5_1,144_5,144,5,1,3,2,NA,NA,3,2,1,1,2,144,215
145_1_1,145_1,145,1,1,1,2,NA,NA,1,2,1,1,2,145,203
145_3_1,145_3,145,3,1,4,2,NA,NA,4,2,1,1,2,145,203
146_1_1,146_1,146,1,1,2,2,NA,NA,2,2,1,1,2,146,213
146_2_1,146_2,146,2,1,2,2,NA,NA,2,2,1,1,2,146,213
146_3_1,146_3,146,3,1,2,2,NA,NA,2,2,1,1,2,146,213
146_4_1,146_4,146,4,1,2,2,NA,NA,2,2,1,1,2,146,213
146_5_1,146_5,146,5,1,2,2,NA,NA,2,2,1,1,2,146,213
147_1_1,147_1,147,1,1,2,2,NA,NA,2,2,1,1,2,147,201
147_2_1,147_2,147,2,1,2,2,NA,NA,2,2,1,1,2,147,201
147_3_1,147_3,147,3,1,2,2,NA,NA,2,2,1,1,2,147,201
147_4_1,147_4,147,4,1,2,2,NA,NA,2,2,1,1,2,147,201
147_5_1,147_5,147,5,1,1,2,NA,NA,1,2,1,1,2,147,201
148_1_1,148_1,148,1,1,3,2,NA,NA,3,2,1,1,2,148,196
148_2_1,148_2,148,2,1,1,1,1,NA,1,2,1,1,2,148,196
148_3_1,148_3,148,3,1,1,2,NA,NA,1,2,1,1,2,148,196
148_4_1,148_4,148,4,1,3,2,NA,NA,3,2,1,1,2,148,196
148_5_1,148_5,148,5,1,1,2,NA,NA,1,2,1,1,2,148,196
149_1_1,149_1,149,1,1,2,2,NA,NA,1,2,1,1,1,149,213
149_2_1,149_2,149,2,1,2,2,NA,NA,2,2,1,1,1,149,213
149_3_1,149_3,149,3,1,4,2,NA,NA,1,2,1,1,1,149,213
149_4_1,149_4,149,4,1,2,2,NA,NA,2,2,1,1,1,149,213
149_5_1,149_5,149,5,1,1,2,NA,NA,1,1,1,1,1,149,213
150_4_1,150_4,150,4,1,4,2,NA,NA,1,1,1,1,1,150,193
150_5_1,150_5,150,5,1,2,2,NA,NA,1,2,1,1,1,150,193
151_1_1,151_1,151,1,1,1,2,NA,1,1,2,1,1,3,151,228
151_1_2,151_1,151,1,2,1,2,NA,2,NA,2,1,1,3,151,228
151_2_1,151_2,151,2,1,2,2,NA,NA,1,2,1,1,3,151,228
151_3_1,151_3,151,3,1,2,2,NA,NA,1,2,1,1,3,151,228
151_5_1,151_5,151,5,1,1,2,NA,NA,1,2,1,1,3,151,228
152_1_1,152_1,152,1,1,1,2,NA,NA,1,2,1,1,1,152,226
152_2_1,152_2,152,2,1,1,2,NA,NA,1,2,1,1,1,152,226
152_3_1,152_3,152,3,1,2,2,NA,NA,1,2,1,1,1,152,226
152_4_1,152_4,152,4,1,1,2,NA,NA,1,1,1,1,1,152,226
152_5_1,152_5,152,5,1,1,2,NA,NA,1,2,1,1,1,152,226
