"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"33127","7290_1",468,7290,561,2,2,2,2,2,2,2,2,2,2,2
"33128","7290_2",468,7290,561,2,2,2,2,3,2,2,2,3,2,4
"33129","7290_3",468,7290,561,2,4,4,1,1,1,2,2,2,2,4
"33130","7290_4",468,7290,561,1,1,2,2,2,2,2,2,2,2,4
"33131","7290_5",468,7290,561,2,2,2,3,3,2,2,2,2,1,4
"33132","7291_3",467,7291,513,1,1,1,1,1,1,1,1,1,1,2
"33133","7291_4",467,7291,513,4,3,4,4,3,2,3,3,3,3,2
"33134","7292_1",468,7292,546,1,1,3,1,1,1,1,3,2,2,2
"33135","7292_5",468,7292,546,1,1,1,1,3,1,1,1,1,1,1
"33136","7293_3",468,7293,551,2,1,3,1,1,1,2,2,2,2,1
"33137","7293_5",468,7293,551,1,2,3,4,4,1,2,1,1,3,4
"33138","7294_1",467,7294,465,1,2,2,1,1,1,1,1,1,1,3
"33139","7294_3",467,7294,465,3,4,2,3,3,1,3,4,3,4,3
"33140","7294_4",467,7294,465,1,1,2,1,1,1,1,1,1,1,1
"33141","7295_2",467,7295,566,4,3,3,4,2,4,4,2,1,2,2
"33142","7295_3",467,7295,566,4,2,4,1,2,2,3,2,4,4,3
"33143","7295_4",467,7295,566,1,4,4,2,1,1,1,1,2,3,1
"33144","7295_5",467,7295,566,2,2,1,1,2,2,2,2,2,2,2
"33145","7296_5",468,7296,681,2,2,2,2,2,2,2,1,1,2,2
"33146","7297_1",467,7297,449,2,3,2,1,1,1,1,1,1,1,1
"33147","7297_4",467,7297,449,3,3,4,2,2,3,3,2,3,4,2
"33148","7298_1",467,7298,607,1,1,1,1,1,1,1,1,1,1,2
"33149","7298_2",467,7298,607,2,4,2,1,2,2,2,1,1,1,1
"33150","7298_3",467,7298,607,1,1,1,1,2,1,1,2,1,1,1
"33151","7298_4",467,7298,607,3,2,3,1,1,3,2,2,3,4,2
"33152","7299_1",468,7299,577,1,2,2,2,2,3,3,2,2,1,1
"33153","7299_2",468,7299,577,1,1,2,2,2,1,2,2,1,2,2
"33154","7299_4",468,7299,577,2,2,2,2,2,2,2,2,2,2,2
"33155","7299_5",468,7299,577,3,3,4,2,3,2,3,3,2,4,1
"33156","7300_2",469,7300,676,1,2,1,2,1,1,1,1,1,1,1
"33157","7300_3",469,7300,676,1,2,2,2,2,1,2,2,3,2,4
"33158","7300_4",469,7300,676,2,2,2,1,3,3,2,1,1,4,3
"33159","7300_5",469,7300,676,1,1,1,1,1,1,1,1,1,1,1
"33160","7301_1",468,7301,589,3,4,3,3,3,4,3,4,3,3,2
"33161","7301_3",468,7301,589,2,4,4,3,3,3,1,4,2,2,1
"33162","7301_4",468,7301,589,1,1,1,1,1,1,1,1,1,1,1
"33163","7301_5",468,7301,589,4,4,4,4,4,3,2,3,2,2,4
"33164","7302_2",467,7302,625,1,2,1,1,1,1,1,1,1,1,3
"33165","7302_3",467,7302,625,3,3,4,1,1,3,1,1,1,1,1
"33166","7303_1",467,7303,514,4,4,4,1,1,2,1,1,1,1,1
"33167","7303_3",467,7303,514,1,2,2,3,3,1,1,2,1,1,2
"33168","7303_4",467,7303,514,1,1,1,1,1,1,1,1,1,1,1
"33169","7304_3",468,7304,590,2,2,2,2,2,1,3,2,3,2,2
"33170","7304_4",468,7304,590,1,2,3,1,1,1,3,2,3,3,2
"33171","7304_5",468,7304,590,2,3,3,1,2,2,3,3,4,2,2
"33172","7305_1",469,7305,613,3,3,3,3,3,3,3,3,3,3,3
"33173","7305_2",469,7305,613,3,3,2,4,4,2,3,4,3,4,2
"33174","7305_3",469,7305,613,3,1,3,1,2,3,4,3,4,4,2
"33175","7305_4",469,7305,613,1,1,1,1,1,1,2,1,1,1,1
"33176","7306_2",467,7306,522,2,1,1,1,1,2,1,1,1,1,1
"33177","7306_3",467,7306,522,3,1,2,2,2,2,2,2,2,4,1
"33178","7306_4",467,7306,522,1,1,1,1,1,1,1,1,1,1,1
"33179","7306_5",467,7306,522,2,2,2,1,1,1,1,1,1,1,1
"33180","7307_2",469,7307,629,1,1,1,1,1,1,1,1,1,1,1
"33181","7307_3",469,7307,629,2,2,2,2,2,1,2,2,2,2,2
"33182","7307_4",469,7307,629,1,1,1,1,1,1,2,2,2,1,1
"33183","7308_3",469,7308,777,1,1,1,1,1,1,3,3,3,3,2
"33184","7309_1",468,7309,609,2,2,3,2,2,2,2,2,2,2,4
"33185","7309_4",468,7309,609,2,2,3,1,1,2,3,2,3,4,1
"33186","7309_5",468,7309,609,4,3,3,1,1,1,2,1,1,4,2
"33187","7310_1",469,7310,595,2,2,1,1,2,2,3,3,3,2,4
"33188","7310_2",469,7310,595,1,1,1,1,1,1,1,1,1,1,1
"33189","7310_4",469,7310,595,2,2,2,2,2,2,2,2,2,2,2
"33190","7310_5",469,7310,595,2,2,2,2,2,2,3,2,2,3,3
"33191","7311_1",467,7311,594,2,2,3,1,1,1,1,1,1,1,1
"33192","7311_2",467,7311,594,1,1,1,1,1,1,1,1,2,2,2
"33193","7311_4",467,7311,594,2,1,1,1,1,2,1,1,1,1,1
"33194","7312_1",469,7312,661,1,1,1,1,4,2,1,1,1,1,1
"33195","7312_2",469,7312,661,2,2,2,1,1,2,2,3,2,2,1
"33196","7312_5",469,7312,661,1,1,3,1,1,2,2,2,2,2,3
"33197","7313_1",467,7313,501,1,1,1,1,1,1,1,1,1,1,1
"33198","7313_2",467,7313,501,2,2,1,1,1,1,1,1,1,1,1
"33199","7313_3",467,7313,501,2,2,2,2,3,2,2,2,2,3,2
"33200","7313_4",467,7313,501,3,3,3,1,2,2,2,3,3,3,1
"33201","7313_5",467,7313,501,1,3,4,1,1,1,1,1,1,2,1
"33202","7314_2",456,7314,645,2,3,1,2,3,2,2,3,2,2,4
"33203","7314_3",456,7314,645,4,1,3,2,3,3,1,1,4,4,1
"33204","7314_4",456,7314,645,1,1,3,2,2,1,1,1,1,1,1
"33205","7314_5",456,7314,645,1,1,1,1,1,1,1,1,1,1,1
"33206","7315_2",456,7315,594,1,1,3,2,3,4,1,1,1,1,3
"33207","7315_5",456,7315,594,2,2,2,2,2,3,2,3,3,3,1
"33208","7316_2",457,7316,566,2,2,2,2,3,2,2,2,2,3,4
"33209","7316_5",457,7316,566,2,2,2,2,2,2,2,2,2,3,2
"33210","7317_1",456,7317,723,1,1,1,1,1,1,1,1,1,4,1
"33211","7317_3",456,7317,723,3,3,3,2,1,1,2,3,3,4,3
"33212","7317_4",456,7317,723,1,1,2,1,1,1,1,1,1,1,1
"33213","7317_5",456,7317,723,3,2,4,1,1,2,1,2,2,2,4
"33214","7318_2",456,7318,624,2,2,1,1,1,1,1,1,1,3,1
"33215","7318_3",456,7318,624,2,2,3,1,1,2,1,1,1,2,1
"33216","7318_4",456,7318,624,1,1,1,1,1,1,1,1,1,1,1
"33217","7318_5",456,7318,624,4,4,4,4,4,4,4,4,4,4,2
"33218","7319_1",457,7319,393,2,2,2,2,2,2,2,2,2,2,2
"33219","7319_2",457,7319,393,2,2,2,2,2,2,2,2,2,2,2
"33220","7319_4",457,7319,393,2,2,2,1,1,1,2,1,2,1,4
"33221","7320_2",456,7320,631,1,4,4,3,3,3,4,4,4,4,2
"33222","7320_3",456,7320,631,2,4,2,2,2,2,2,4,4,2,2
"33223","7320_4",456,7320,631,2,2,3,3,3,2,3,4,4,4,2
"33224","7320_5",456,7320,631,4,4,3,2,2,2,3,3,4,4,3
"33225","7321_2",457,7321,546,2,2,2,2,2,2,2,1,2,1,1
"33226","7321_3",457,7321,546,1,1,2,2,1,2,1,1,1,1,1
"33227","7321_4",457,7321,546,2,2,2,2,2,2,1,1,2,1,2
"33228","7321_5",457,7321,546,1,1,2,1,1,1,1,1,1,1,1
"33229","7322_1",470,7322,994,1,1,1,3,1,1,1,1,1,1,1
"33230","7322_2",470,7322,994,3,3,4,3,2,1,3,4,3,4,2
"33231","7322_3",470,7322,994,2,2,1,1,1,1,1,1,1,4,4
"33232","7322_9",470,7322,994,1,2,2,2,1,1,2,1,1,1,4
"33233","7322_12",470,7322,994,2,1,4,1,1,1,1,1,2,4,1
"33234","7322_13",470,7322,994,1,1,3,1,1,1,2,2,2,2,2
"33235","7322_14",470,7322,994,1,1,2,1,1,1,1,1,1,1,1
"33236","7322_19",470,7322,994,1,1,2,1,1,1,1,1,1,1,4
"33237","7323_1",470,7323,861,2,1,3,1,2,2,1,1,1,1,1
"33238","7323_3",470,7323,861,2,3,2,2,1,2,3,3,2,3,2
"33239","7323_4",470,7323,861,1,1,3,1,1,1,1,1,1,1,1
"33240","7323_7",470,7323,861,2,1,4,3,2,1,2,4,4,4,1
"33241","7323_8",470,7323,861,2,2,4,3,3,2,3,3,3,4,4
"33242","7323_10",470,7323,861,2,1,2,3,1,2,2,2,1,1,1
"33243","7323_11",470,7323,861,4,4,4,2,2,2,2,3,2,2,1
"33244","7323_14",470,7323,861,4,2,2,2,4,4,1,1,4,4,3
"33245","7324_2",471,7324,468,4,1,3,1,1,1,1,4,1,1,1
"33246","7324_3",471,7324,468,4,4,4,4,3,3,4,4,4,4,2
"33247","7324_4",471,7324,468,2,2,3,1,2,3,2,3,3,4,2
"33248","7324_6",471,7324,468,1,1,1,1,1,1,3,3,1,3,3
"33249","7324_9",471,7324,468,1,1,1,1,1,1,1,1,1,1,1
"33250","7324_10",471,7324,468,1,3,1,2,2,2,2,2,2,2,1
"33251","7324_11",471,7324,468,1,2,3,1,1,2,1,1,1,1,1
"33252","7324_12",471,7324,468,4,4,4,4,4,2,2,2,2,1,3
"33253","7324_13",471,7324,468,1,2,3,1,1,1,1,1,2,1,1
"33254","7324_14",471,7324,468,1,2,2,1,1,1,1,1,2,2,2
"33255","7324_15",471,7324,468,1,2,2,3,2,2,2,1,1,1,1
"33256","7324_16",471,7324,468,2,2,1,1,1,1,1,1,2,1,1
"33257","7324_20",471,7324,468,2,2,2,2,2,4,3,1,1,2,2
"33258","7325_1",471,7325,602,3,1,2,1,1,1,1,1,3,1,2
"33259","7325_2",471,7325,602,1,1,1,1,1,1,1,1,1,1,3
"33260","7325_4",471,7325,602,3,3,3,2,2,3,1,2,2,2,3
"33261","7325_6",471,7325,602,2,2,4,1,1,1,1,1,1,1,1
"33262","7325_8",471,7325,602,1,2,1,3,1,1,1,1,1,1,3
"33263","7325_12",471,7325,602,2,2,2,2,2,1,2,2,2,3,4
"33264","7325_13",471,7325,602,3,3,2,2,3,3,3,3,3,2,4
"33265","7325_16",471,7325,602,2,3,1,1,1,2,1,1,1,1,4
"33266","7325_18",471,7325,602,1,2,2,1,1,2,1,2,2,2,4
"33267","7326_1",470,7326,603,1,2,2,2,1,1,1,1,3,3,1
"33268","7326_3",470,7326,603,2,2,2,1,1,1,3,4,1,4,4
"33269","7326_4",470,7326,603,1,1,1,1,1,1,1,1,2,2,3
"33270","7326_5",470,7326,603,1,1,1,4,1,1,2,1,2,2,2
"33271","7326_6",470,7326,603,1,1,1,1,1,1,1,1,1,1,1
"33272","7326_10",470,7326,603,1,3,4,4,1,4,1,3,3,3,1
"33273","7326_13",470,7326,603,3,3,2,2,2,3,1,2,2,3,4
"33274","7326_14",470,7326,603,1,2,4,4,4,2,1,1,2,4,4
"33275","7326_15",470,7326,603,2,2,3,1,2,2,2,2,2,2,2
"33276","7326_16",470,7326,603,3,3,3,2,2,2,3,1,3,4,2
"33277","7326_17",470,7326,603,3,2,2,1,1,2,3,1,3,4,2
"33278","7326_19",470,7326,603,1,2,4,2,2,2,2,2,2,3,2
"33279","7326_20",470,7326,603,2,3,3,2,2,4,3,3,4,3,2
"33280","7327_4",472,7327,620,1,1,3,1,1,1,2,1,1,3,1
"33281","7327_6",472,7327,620,4,4,4,2,2,4,2,2,2,4,1
"33282","7327_7",472,7327,620,4,4,4,4,4,3,3,2,3,3,2
"33283","7327_8",472,7327,620,1,1,1,1,1,1,1,1,1,1,1
"33284","7327_9",472,7327,620,1,1,1,1,1,1,2,1,1,2,1
"33285","7327_10",472,7327,620,2,2,2,2,2,2,1,1,1,1,1
"33286","7327_11",472,7327,620,3,4,3,1,1,4,4,1,4,4,1
"33287","7327_12",472,7327,620,1,1,3,1,1,1,3,2,3,3,2
"33288","7327_13",472,7327,620,4,4,4,4,4,2,2,2,3,3,1
"33289","7327_15",472,7327,620,1,4,4,1,1,1,4,4,3,4,1
"33290","7327_16",472,7327,620,4,4,4,2,2,4,1,1,1,4,1
"33291","7327_19",472,7327,620,1,1,1,1,1,1,1,1,1,1,1
"33292","7327_20",472,7327,620,1,2,1,1,1,1,1,1,1,1,1
"33293","7328_1",471,7328,578,3,2,4,1,1,3,1,1,1,1,1
"33294","7328_5",471,7328,578,1,1,1,1,1,1,1,1,1,1,1
"33295","7328_9",471,7328,578,1,1,1,1,1,1,1,1,1,1,1
"33296","7328_17",471,7328,578,2,2,2,2,2,2,1,1,1,1,1
"33297","7328_20",471,7328,578,1,2,1,2,2,2,1,2,1,1,2
"33298","7329_1",472,7329,556,1,1,2,1,1,1,1,1,1,1,1
"33299","7329_2",472,7329,556,2,2,2,1,1,1,1,1,1,1,1
"33300","7329_3",472,7329,556,3,4,3,1,1,2,1,1,1,2,1
"33301","7329_4",472,7329,556,2,2,2,1,2,2,1,1,1,1,1
"33302","7329_5",472,7329,556,1,3,3,1,1,3,1,1,1,1,4
"33303","7329_6",472,7329,556,2,2,2,1,1,1,1,2,2,2,1
"33304","7329_9",472,7329,556,2,2,2,1,1,1,1,2,1,1,1
"33305","7329_11",472,7329,556,1,1,1,1,1,1,1,1,1,1,1
"33306","7329_14",472,7329,556,2,2,2,1,1,2,1,1,1,1,3
"33307","7329_17",472,7329,556,2,2,2,2,2,2,2,2,2,4,1
"33308","7330_3",473,7330,581,1,1,1,2,2,2,1,1,1,1,2
"33309","7330_6",473,7330,581,1,1,2,2,2,1,2,2,2,3,3
"33310","7330_7",473,7330,581,1,1,2,1,1,1,3,3,3,3,1
"33311","7330_8",473,7330,581,1,1,1,2,1,1,1,1,1,1,1
"33312","7330_11",473,7330,581,3,1,3,1,1,1,1,1,1,1,4
"33313","7330_15",473,7330,581,1,1,1,1,1,1,1,1,1,1,1
"33314","7330_16",473,7330,581,2,3,3,1,1,2,2,3,3,3,3
"33315","7330_17",473,7330,581,3,2,2,2,2,3,3,2,3,3,2
"33316","7330_20",473,7330,581,1,1,1,1,1,1,1,1,1,1,1
"33317","7331_2",474,7331,749,1,2,3,1,1,2,1,1,1,1,1
"33318","7331_3",474,7331,749,1,2,2,2,2,2,1,1,1,1,1
"33319","7331_4",474,7331,749,1,1,3,2,2,2,1,1,2,2,1
"33320","7331_5",474,7331,749,2,2,4,2,2,2,1,2,2,2,2
"33321","7331_8",474,7331,749,4,4,4,4,4,3,2,2,2,4,2
"33322","7331_11",474,7331,749,2,1,1,1,1,1,1,1,1,1,2
"33323","7331_12",474,7331,749,2,2,2,2,2,2,1,1,1,1,1
"33324","7331_13",474,7331,749,1,1,1,1,1,1,1,1,1,1,1
"33325","7331_15",474,7331,749,2,2,2,2,2,1,1,1,1,1,1
"33326","7331_16",474,7331,749,1,1,1,1,1,1,1,1,1,1,1
"33327","7331_18",474,7331,749,2,2,3,1,1,1,1,1,1,3,1
"33328","7331_19",474,7331,749,1,2,3,1,1,1,1,1,1,1,2
"33329","7332_1",473,7332,651,1,1,1,1,1,1,1,1,3,1,1
"33330","7332_4",473,7332,651,2,1,3,2,1,1,1,1,1,1,1
"33331","7332_9",473,7332,651,4,3,2,2,3,3,3,2,2,4,3
"33332","7332_10",473,7332,651,3,4,4,2,2,3,3,3,2,4,2
"33333","7332_11",473,7332,651,1,1,1,1,1,1,1,1,1,1,1
"33334","7332_12",473,7332,651,3,3,3,1,1,3,3,2,3,4,2
"33335","7332_13",473,7332,651,1,1,1,1,1,1,1,2,2,1,1
"33336","7332_14",473,7332,651,3,2,2,2,2,1,2,2,1,2,1
"33337","7332_16",473,7332,651,3,3,3,3,1,2,3,3,3,3,1
"33338","7332_17",473,7332,651,3,3,3,2,1,2,3,2,2,3,3
"33339","7332_18",473,7332,651,1,2,2,2,2,2,2,3,3,3,4
"33340","7332_20",473,7332,651,4,3,2,2,2,4,3,4,3,4,2
"33341","7333_1",474,7333,481,1,2,1,1,1,1,1,1,1,1,1
"33342","7333_2",474,7333,481,1,1,3,1,1,1,1,1,1,1,1
"33343","7333_4",474,7333,481,1,1,1,1,1,1,2,2,1,1,2
"33344","7333_5",474,7333,481,2,2,3,1,1,1,1,1,1,1,1
"33345","7333_6",474,7333,481,2,3,4,1,1,3,2,1,2,2,1
"33346","7333_8",474,7333,481,1,3,2,1,1,2,1,1,1,1,1
"33347","7333_12",474,7333,481,2,2,2,1,1,1,1,2,1,4,1
"33348","7333_14",474,7333,481,3,3,3,2,2,3,2,2,4,3,1
"33349","7333_16",474,7333,481,3,4,2,2,2,2,4,3,4,3,1
"33350","7334_1",473,7334,524,3,3,4,3,2,2,1,3,2,2,2
"33351","7334_2",473,7334,524,1,2,2,1,1,1,1,1,1,1,1
"33352","7334_3",473,7334,524,2,2,4,1,3,2,4,3,4,4,1
"33353","7334_4",473,7334,524,2,1,1,1,1,1,3,3,3,3,3
"33354","7334_6",473,7334,524,2,3,3,2,2,2,3,3,3,3,3
"33355","7334_8",473,7334,524,4,3,3,1,1,1,1,1,1,1,1
"33356","7334_9",473,7334,524,1,3,4,1,1,1,1,1,1,3,1
"33357","7334_10",473,7334,524,2,3,4,1,1,3,1,3,3,4,1
"33358","7334_12",473,7334,524,1,1,1,1,1,1,1,1,1,1,1
"33359","7334_14",473,7334,524,1,1,1,1,2,1,1,1,1,1,2
"33360","7334_16",473,7334,524,1,1,1,1,1,1,1,1,1,1,1
"33361","7334_18",473,7334,524,3,3,3,1,1,1,4,4,4,4,3
"33362","7334_19",473,7334,524,1,1,1,1,1,1,1,1,1,1,1
"33363","7334_20",473,7334,524,1,1,1,1,1,1,1,1,1,1,1
"33364","7335_1",473,7335,729,1,1,1,1,1,1,1,1,1,1,1
"33365","7335_2",473,7335,729,2,2,2,2,3,2,2,1,3,2,1
"33366","7335_3",473,7335,729,1,1,1,1,1,1,1,1,1,1,1
"33367","7335_4",473,7335,729,2,2,2,2,2,2,2,1,2,2,2
"33368","7335_6",473,7335,729,1,1,1,1,1,1,1,1,1,1,1
"33369","7335_7",473,7335,729,2,1,1,1,1,1,1,3,4,1,1
"33370","7335_8",473,7335,729,3,4,3,1,1,3,3,2,1,4,2
"33371","7335_9",473,7335,729,1,2,3,1,1,1,1,1,1,2,2
"33372","7335_10",473,7335,729,2,2,2,1,1,3,1,1,1,2,1
"33373","7335_11",473,7335,729,1,3,2,3,1,1,1,1,1,1,1
"33374","7335_12",473,7335,729,4,3,4,2,2,4,4,3,3,3,3
"33375","7335_14",473,7335,729,2,4,1,1,1,2,2,1,2,2,2
"33376","7335_15",473,7335,729,2,3,2,1,1,2,3,3,3,2,3
"33377","7335_16",473,7335,729,2,2,4,2,2,3,4,2,4,4,2
"33378","7335_17",473,7335,729,1,1,1,1,1,1,1,1,1,2,1
"33379","7335_18",473,7335,729,1,1,1,1,1,1,1,1,1,1,1
"33380","7335_19",473,7335,729,1,1,2,1,1,1,1,1,1,1,1
"33381","7335_20",473,7335,729,3,3,2,1,1,2,2,2,4,4,2
"33382","7336_1",475,7336,458,2,2,2,2,2,2,2,4,3,4,2
"33383","7336_3",475,7336,458,2,2,3,3,2,2,2,3,2,2,2
"33384","7336_6",475,7336,458,2,4,4,2,3,3,2,4,4,4,1
"33385","7336_7",475,7336,458,1,2,2,1,1,1,1,1,1,1,1
"33386","7336_9",475,7336,458,2,3,3,2,2,2,2,2,2,4,1
"33387","7336_10",475,7336,458,1,3,4,3,3,3,1,3,2,3,1
"33388","7336_11",475,7336,458,3,3,3,2,2,2,2,3,2,3,1
"33389","7336_12",475,7336,458,4,4,4,3,3,4,1,4,3,4,1
"33390","7336_13",475,7336,458,1,1,2,1,2,1,1,1,1,1,1
"33391","7336_15",475,7336,458,1,2,2,1,1,2,2,2,1,1,1
"33392","7336_17",475,7336,458,2,3,2,1,1,1,3,2,2,4,3
"33393","7336_18",475,7336,458,1,2,2,2,2,2,1,1,2,4,1
"33394","7336_19",475,7336,458,1,1,4,1,1,1,1,1,2,2,1
"33395","7337_1",476,7337,544,1,1,1,1,1,1,4,3,3,3,3
"33396","7337_3",476,7337,544,4,1,1,1,1,1,3,4,2,2,4
"33397","7337_6",476,7337,544,1,1,1,1,1,1,3,3,3,3,4
"33398","7337_7",476,7337,544,3,3,3,3,2,1,1,1,1,1,1
"33399","7337_12",476,7337,544,1,2,3,2,2,3,2,1,3,2,2
"33400","7337_17",476,7337,544,3,1,3,1,1,2,2,2,1,1,2
"33401","7337_18",476,7337,544,2,3,4,3,3,1,1,3,4,4,4
"33402","7337_19",476,7337,544,2,2,2,1,2,3,2,2,2,2,1
"33403","7338_1",475,7338,437,1,1,1,1,1,1,1,1,1,1,1
