"","vid","EST_DIS","UPM_DIS","FACTOR","P6_3_1","P6_3_2","P6_3_3","P6_3_4","P6_3_5","P6_3_6","P6_4_1","P6_4_2","P6_4_3","P6_4_4","P6_4_5"
"18924","4395_1",270,4395,295,1,2,1,1,1,1,1,1,3,2,3
"18925","4395_2",270,4395,295,2,3,2,2,2,2,4,4,4,4,4
"18926","4395_5",270,4395,295,1,1,1,1,1,1,2,2,2,2,2
"18927","4396_3",269,4396,441,1,1,1,1,1,1,1,2,1,1,1
"18928","4397_1",270,4397,242,1,1,2,1,1,1,1,1,1,4,1
"18929","4397_5",270,4397,242,3,1,4,1,1,1,1,1,1,1,1
"18930","4398_1",269,4398,369,2,2,4,1,1,3,3,2,2,4,4
"18931","4398_2",269,4398,369,3,3,4,1,4,3,4,4,3,3,4
"18932","4398_3",269,4398,369,2,1,2,4,4,1,3,3,3,3,4
"18933","4398_5",269,4398,369,2,2,4,1,3,1,3,3,2,2,4
"18934","4399_1",269,4399,329,1,1,1,1,1,1,1,1,1,1,1
"18935","4399_2",269,4399,329,2,1,2,2,2,1,1,2,2,4,4
"18936","4400_1",269,4400,293,2,3,2,1,2,2,2,3,2,4,4
"18937","4400_4",269,4400,293,3,1,4,1,1,1,4,3,2,2,1
"18938","4401_1",270,4401,408,2,3,1,2,2,1,3,3,3,3,4
"18939","4401_2",270,4401,408,1,3,1,1,1,1,3,4,3,2,4
"18940","4401_3",270,4401,408,2,1,1,1,1,1,1,2,2,1,4
"18941","4401_5",270,4401,408,2,2,2,1,1,1,3,3,3,3,4
"18942","4402_4",271,4402,478,1,1,1,1,1,1,1,1,1,1,1
"18943","4402_5",271,4402,478,1,1,1,1,1,1,1,1,1,1,1
"18944","4403_2",269,4403,446,1,1,1,1,1,1,1,1,1,1,1
"18945","4404_4",270,4404,328,2,2,3,3,2,2,3,2,2,2,4
"18946","4404_5",270,4404,328,2,2,1,1,1,3,2,1,1,1,4
"18947","4405_2",270,4405,314,2,2,2,2,2,2,1,1,1,1,4
"18948","4405_3",270,4405,314,1,1,2,1,1,1,1,1,1,1,2
"18949","4405_4",270,4405,314,2,3,4,2,2,3,2,2,2,2,4
"18950","4406_1",270,4406,296,2,1,1,1,1,1,1,1,1,1,4
"18951","4406_2",270,4406,296,2,1,2,1,1,1,1,1,1,1,4
"18952","4406_3",270,4406,296,1,1,1,1,1,1,1,2,1,1,4
"18953","4406_4",270,4406,296,4,2,1,1,1,1,3,3,3,3,4
"18954","4406_5",270,4406,296,3,3,3,1,2,2,2,4,3,3,4
"18955","4407_2",269,4407,280,1,1,1,1,1,1,1,1,1,1,1
"18956","4407_4",269,4407,280,1,1,1,1,1,1,1,1,1,1,2
"18957","4407_5",269,4407,280,1,2,2,1,1,2,2,2,2,2,1
"18958","4408_3",270,4408,249,3,3,2,1,1,2,2,2,2,2,2
"18959","4409_2",270,4409,346,1,1,1,1,1,1,1,1,1,2,4
"18960","4410_5",269,4410,251,2,1,1,1,1,1,1,1,1,1,1
"18961","4411_4",269,4411,420,1,1,1,1,1,1,1,1,1,1,1
"18962","4411_5",269,4411,420,1,2,2,1,1,2,1,1,1,2,1
"18963","4412_1",270,4412,301,1,2,3,1,3,1,2,2,2,1,4
"18964","4412_2",270,4412,301,1,1,2,2,1,1,1,1,1,1,1
"18965","4412_3",270,4412,301,1,1,4,1,1,1,2,1,1,1,1
"18966","4412_5",270,4412,301,1,1,2,1,1,1,1,1,1,1,1
"18967","4413_1",270,4413,258,2,1,2,2,2,2,1,2,2,2,2
"18968","4413_3",270,4413,258,2,1,4,1,1,1,2,2,4,4,4
"18969","4413_4",270,4413,258,1,1,1,1,1,1,2,1,1,1,1
"18970","4413_5",270,4413,258,3,3,3,2,2,2,2,2,2,2,2
"18971","4414_1",270,4414,249,1,1,1,1,1,1,1,1,1,1,1
"18972","4414_2",270,4414,249,1,2,2,2,2,1,1,2,1,1,3
"18973","4414_5",270,4414,249,3,2,4,1,2,1,1,3,2,1,3
"18974","4415_1",269,4415,418,1,1,1,1,1,1,1,1,1,1,1
"18975","4415_3",269,4415,418,2,2,2,2,2,1,1,1,2,2,1
"18976","4416_1",270,4416,277,2,2,2,1,2,2,2,3,2,2,2
"18977","4416_4",270,4416,277,3,3,3,1,1,1,1,1,1,1,1
"18978","4417_1",270,4417,224,2,2,3,1,1,2,1,1,2,1,1
"18979","4417_2",270,4417,224,1,1,3,1,1,1,1,1,1,1,2
"18980","4417_4",270,4417,224,2,3,4,3,3,1,1,1,3,3,3
"18981","4417_5",270,4417,224,1,1,1,1,1,1,2,1,1,1,1
"18982","4418_2",269,4418,237,1,1,1,1,1,1,1,1,1,1,1
"18983","4419_2",270,4419,371,1,1,1,1,1,1,1,1,1,1,1
"18984","4419_4",270,4419,371,2,1,3,2,2,2,2,2,3,3,1
"18985","4420_3",270,4420,235,1,1,1,1,1,1,1,1,1,1,3
"18986","4420_4",270,4420,235,1,2,1,1,1,1,3,3,3,2,3
"18987","4420_5",270,4420,235,4,3,2,1,2,3,3,3,3,3,3
"18988","4421_2",270,4421,334,1,1,1,2,1,1,1,1,1,1,3
"18989","4421_3",270,4421,334,2,1,1,1,1,2,1,1,1,1,1
"18990","4421_4",270,4421,334,1,1,1,1,1,1,1,1,1,1,1
"18991","4422_5",269,4422,263,1,1,1,1,1,1,1,1,1,1,1
"18992","4423_1",270,4423,291,1,1,1,1,1,1,1,1,1,1,1
"18993","4423_4",270,4423,291,2,2,2,1,1,2,1,1,1,1,1
"18994","4423_5",270,4423,291,2,1,2,1,1,2,2,1,2,1,1
"18995","4424_2",269,4424,349,2,3,4,3,1,4,2,1,2,2,2
"18996","4425_1",271,4425,320,1,1,2,2,2,1,1,1,1,1,3
"18997","4425_2",271,4425,320,1,1,1,1,1,1,1,1,1,1,1
"18998","4425_3",271,4425,320,1,1,2,1,1,1,1,1,1,1,1
"18999","4425_4",271,4425,320,1,2,3,4,3,1,2,2,2,3,3
"19000","4425_5",271,4425,320,2,2,2,1,2,2,3,3,2,2,3
"19001","4426_1",269,4426,453,3,3,4,2,2,2,3,3,3,4,4
"19002","4426_2",269,4426,453,1,1,1,1,1,1,1,1,1,1,1
"19003","4426_4",269,4426,453,2,1,3,1,1,3,3,2,1,4,3
"19004","4426_5",269,4426,453,1,1,1,1,1,1,1,1,1,1,2
"19005","4427_1",270,4427,351,1,1,1,1,1,2,2,2,1,1,2
"19006","4427_2",270,4427,351,1,2,2,2,2,2,1,2,2,2,3
"19007","4427_3",270,4427,351,2,1,2,2,1,1,2,1,1,2,1
"19008","4427_4",270,4427,351,1,1,1,1,1,1,1,3,2,2,2
"19009","4428_2",270,4428,193,3,4,3,2,2,3,2,4,3,2,4
"19010","4428_4",270,4428,193,1,1,1,1,1,1,2,3,2,2,4
"19011","4428_5",270,4428,193,1,3,3,1,1,1,1,2,2,1,1
"19012","4429_1",269,4429,375,1,1,1,1,1,1,1,1,1,1,1
"19013","4429_2",269,4429,375,1,2,3,1,1,1,1,1,2,1,1
"19014","4429_3",269,4429,375,1,1,1,1,2,2,2,2,2,2,4
"19015","4429_4",269,4429,375,1,1,1,1,1,1,1,1,1,1,4
"19016","4430_5",270,4430,284,2,1,3,2,2,1,2,2,2,2,3
"19017","4431_2",271,4431,378,3,2,2,1,1,1,1,1,2,2,2
"19018","4431_3",271,4431,378,2,2,3,3,4,3,2,2,2,2,4
"19019","4431_4",271,4431,378,4,4,3,4,4,4,4,2,4,4,4
"19020","4432_1",281,4432,188,4,3,2,1,1,2,3,3,3,4,1
"19021","4432_2",281,4432,188,2,3,3,2,2,3,1,3,3,4,4
"19022","4432_4",281,4432,188,3,2,2,2,2,2,2,2,2,4,3
"19023","4432_8",281,4432,188,1,1,3,4,2,2,1,1,1,4,4
"19024","4432_11",281,4432,188,2,1,1,1,1,1,2,3,3,4,3
"19025","4432_12",281,4432,188,3,3,4,2,2,3,2,3,3,4,1
"19026","4432_13",281,4432,188,1,1,4,1,1,1,1,3,4,4,1
"19027","4432_18",281,4432,188,2,2,4,1,1,2,1,2,4,4,2
"19028","4433_1",272,4433,382,1,3,2,1,1,2,3,3,3,3,3
"19029","4434_1",272,4434,309,3,2,3,1,1,2,3,3,3,4,4
"19030","4434_4",272,4434,309,3,3,1,1,1,1,1,2,2,2,2
"19031","4434_5",272,4434,309,1,1,1,1,1,1,1,1,1,1,1
"19032","4435_3",272,4435,391,1,1,1,1,1,1,1,1,1,1,1
"19033","4436_3",274,4436,637,1,3,4,2,2,1,3,3,4,3,3
"19034","4436_4",274,4436,637,3,3,3,2,1,3,3,3,3,3,3
"19035","4437_1",272,4437,409,1,1,3,1,1,1,1,1,1,1,1
"19036","4438_1",272,4438,455,2,2,2,2,3,3,1,1,2,4,2
"19037","4438_4",272,4438,455,1,2,2,2,2,2,1,2,2,2,2
"19038","4439_2",272,4439,351,1,1,1,1,1,2,1,1,1,3,2
"19039","4439_3",272,4439,351,1,1,2,1,1,1,1,1,1,1,1
"19040","4439_4",272,4439,351,2,2,4,2,1,2,3,3,4,3,2
"19041","4440_2",274,4440,455,1,1,2,1,1,1,2,1,1,1,1
"19042","4440_3",274,4440,455,1,1,1,1,1,1,1,1,1,1,1
"19043","4440_4",274,4440,455,1,1,1,2,1,1,1,1,1,1,1
"19044","4440_5",274,4440,455,4,4,4,4,4,4,3,4,4,4,3
"19045","4441_2",272,4441,296,2,2,2,2,2,2,2,2,2,2,2
"19046","4441_3",272,4441,296,2,2,4,3,3,2,3,3,1,2,2
"19047","4441_4",272,4441,296,1,1,1,1,1,1,1,1,1,1,1
"19048","4442_2",272,4442,427,1,1,1,1,1,1,2,1,1,1,1
"19049","4443_2",274,4443,494,1,1,1,1,1,1,1,1,1,1,1
"19050","4443_4",274,4443,494,1,1,1,1,1,1,1,1,1,1,1
"19051","4444_4",273,4444,841,1,1,1,1,1,1,1,1,1,1,1
"19052","4445_1",272,4445,387,1,1,1,1,1,2,1,1,1,1,1
"19053","4445_3",272,4445,387,1,1,2,1,1,1,2,2,1,1,2
"19054","4445_5",272,4445,387,1,1,2,2,2,1,2,2,2,2,2
"19055","4446_1",272,4446,449,1,1,1,1,2,1,1,1,1,1,2
"19056","4446_2",272,4446,449,1,1,1,1,1,1,1,1,1,1,1
"19057","4446_4",272,4446,449,1,1,1,1,1,1,1,1,1,1,1
"19058","4447_1",272,4447,472,1,2,3,2,2,1,1,1,1,1,1
"19059","4447_2",272,4447,472,1,1,3,1,1,1,1,1,1,1,1
"19060","4447_4",272,4447,472,1,1,3,1,1,1,1,1,3,1,2
"19061","4448_2",281,4448,336,1,1,1,1,1,1,1,1,1,1,1
"19062","4448_4",281,4448,336,1,1,1,1,1,1,1,1,1,1,1
"19063","4448_5",281,4448,336,2,2,2,2,2,1,2,2,4,3,3
"19064","4448_7",281,4448,336,3,3,3,3,3,3,3,3,3,3,3
"19065","4448_8",281,4448,336,1,1,2,1,1,1,2,2,2,2,2
"19066","4448_9",281,4448,336,1,2,2,1,1,3,1,1,1,2,1
"19067","4448_11",281,4448,336,2,2,1,1,2,3,3,2,1,2,3
"19068","4448_12",281,4448,336,4,2,4,1,1,3,1,4,1,4,3
"19069","4448_14",281,4448,336,2,2,2,1,1,1,1,3,3,2,1
"19070","4448_15",281,4448,336,1,1,2,1,1,1,1,1,1,2,2
"19071","4448_16",281,4448,336,2,1,1,1,1,1,3,3,3,3,3
"19072","4448_17",281,4448,336,3,2,2,2,2,2,2,2,2,2,2
"19073","4448_19",281,4448,336,2,1,2,3,1,1,1,1,2,2,3
"19074","4448_20",281,4448,336,3,3,4,4,4,2,3,3,4,4,4
"19075","4449_1",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19076","4449_2",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19077","4449_3",281,4449,456,3,3,3,1,2,1,2,2,2,2,2
"19078","4449_4",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19079","4449_7",281,4449,456,2,2,2,2,2,2,2,2,4,3,3
"19080","4449_8",281,4449,456,4,3,3,2,2,3,1,1,1,4,1
"19081","4449_9",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19082","4449_11",281,4449,456,1,1,3,1,1,1,1,1,1,1,1
"19083","4449_12",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19084","4449_13",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19085","4449_14",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19086","4449_15",281,4449,456,1,1,1,3,3,1,2,2,2,2,3
"19087","4449_16",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19088","4449_17",281,4449,456,3,2,3,2,3,2,2,2,3,3,2
"19089","4449_18",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19090","4449_19",281,4449,456,3,2,3,1,1,1,1,2,1,2,3
"19091","4449_20",281,4449,456,1,1,1,1,1,1,1,1,1,1,1
"19092","4450_1",281,4450,460,2,4,1,1,1,1,1,1,1,1,4
"19093","4450_5",281,4450,460,3,2,3,1,1,4,3,3,3,3,4
"19094","4450_7",281,4450,460,3,2,2,1,1,1,3,3,3,3,2
"19095","4450_9",281,4450,460,2,2,2,1,2,2,2,2,2,3,2
"19096","4450_10",281,4450,460,2,2,3,3,3,2,3,3,3,3,3
"19097","4450_13",281,4450,460,2,3,3,3,1,3,3,3,3,3,3
"19098","4450_15",281,4450,460,2,2,2,1,1,1,2,2,3,2,2
"19099","4450_20",281,4450,460,1,1,1,1,1,1,1,1,1,1,1
"19100","4451_7",281,4451,297,1,1,2,1,1,1,2,1,2,1,2
"19101","4451_9",281,4451,297,1,1,3,3,1,1,2,1,1,1,1
"19102","4451_10",281,4451,297,1,1,1,1,1,1,3,3,3,4,3
"19103","4451_11",281,4451,297,1,1,1,1,1,1,1,1,1,4,2
"19104","4451_13",281,4451,297,2,2,3,3,3,1,2,2,3,2,2
"19105","4451_14",281,4451,297,1,1,1,1,1,1,2,2,2,2,3
"19106","4451_15",281,4451,297,3,4,4,2,2,4,3,3,3,4,3
"19107","4451_16",281,4451,297,2,2,2,1,1,1,2,2,3,4,1
"19108","4451_17",281,4451,297,2,1,1,1,1,2,1,2,2,2,1
"19109","4451_18",281,4451,297,1,1,1,1,1,1,1,1,1,1,1
"19110","4451_19",281,4451,297,1,1,1,1,1,1,1,1,1,1,1
"19111","4451_20",281,4451,297,1,1,1,1,1,1,1,1,1,1,1
"19112","4452_1",273,4452,437,1,2,4,1,2,1,1,2,2,4,4
"19113","4452_3",273,4452,437,3,2,2,2,2,2,1,1,2,2,1
"19114","4452_5",273,4452,437,2,2,1,1,2,1,4,1,1,1,1
"19115","4453_1",272,4453,410,1,1,3,2,2,1,1,1,2,1,1
"19116","4453_5",272,4453,410,2,1,1,1,1,1,1,1,1,1,1
"19117","4454_1",272,4454,362,2,2,3,1,1,1,2,2,2,2,1
"19118","4454_3",272,4454,362,2,2,2,2,2,2,1,1,1,1,1
"19119","4454_4",272,4454,362,1,1,1,1,1,1,1,1,1,1,1
"19120","4455_1",272,4455,430,3,2,2,3,3,1,1,1,2,1,1
"19121","4455_4",272,4455,430,1,1,1,1,1,1,1,1,1,1,1
"19122","4455_5",272,4455,430,3,3,3,3,2,2,2,2,2,2,2
"19123","4456_1",272,4456,363,3,1,4,3,3,2,3,3,3,4,3
"19124","4456_2",272,4456,363,3,2,3,2,2,2,2,2,3,3,3
"19125","4457_1",272,4457,403,2,2,2,1,2,2,2,3,3,2,2
"19126","4457_3",272,4457,403,2,2,2,2,2,2,1,1,1,2,3
"19127","4458_1",272,4458,397,1,4,4,1,3,3,3,3,1,1,1
"19128","4458_3",272,4458,397,1,1,1,1,1,1,1,1,1,1,1
"19129","4459_1",272,4459,406,1,1,1,1,1,1,1,1,1,1,3
"19130","4459_2",272,4459,406,1,1,1,1,1,1,1,2,2,2,2
"19131","4459_3",272,4459,406,2,2,3,2,2,2,2,2,2,2,4
"19132","4459_4",272,4459,406,1,1,1,1,1,1,1,1,1,1,1
"19133","4460_1",272,4460,208,1,1,1,1,1,3,1,1,1,1,2
"19134","4460_2",272,4460,208,3,4,3,1,1,4,3,3,2,3,1
"19135","4460_3",272,4460,208,2,2,3,1,3,2,2,2,1,2,3
"19136","4460_4",272,4460,208,2,2,3,2,2,3,3,2,3,2,2
"19137","4462_1",273,4462,335,1,1,1,2,1,1,1,1,1,1,1
"19138","4462_2",273,4462,335,3,2,4,1,1,2,3,4,2,3,2
"19139","4462_3",273,4462,335,2,2,2,2,1,1,1,1,1,1,2
"19140","4462_4",273,4462,335,1,1,1,1,1,1,2,2,2,1,3
"19141","4462_5",273,4462,335,3,1,2,1,1,2,1,2,1,1,1
"19142","4464_1",272,4464,332,1,3,1,1,1,1,1,1,1,1,1
"19143","4464_5",272,4464,332,2,3,4,1,1,1,1,1,1,1,3
"19144","4465_1",272,4465,420,1,1,1,1,1,1,1,1,1,1,1
"19145","4465_2",272,4465,420,1,1,1,1,2,1,1,1,1,1,1
"19146","4465_5",272,4465,420,2,2,2,1,1,1,1,1,1,1,1
"19147","4466_1",272,4466,434,3,1,4,1,2,3,2,2,4,4,3
"19148","4466_2",272,4466,434,2,2,2,1,2,2,1,2,2,2,1
"19149","4466_5",272,4466,434,1,1,2,1,1,1,1,1,1,1,1
"19150","4467_2",272,4467,381,3,3,3,3,3,3,2,3,3,3,3
"19151","4467_3",272,4467,381,1,1,1,1,1,1,1,1,1,1,1
"19152","4468_2",272,4468,334,2,2,3,2,2,2,2,2,2,2,1
"19153","4469_2",272,4469,253,1,1,1,1,1,1,1,1,1,1,1
"19154","4470_1",272,4470,546,4,3,4,3,3,3,4,4,4,4,3
"19155","4471_3",272,4471,330,1,1,1,1,1,1,1,1,1,1,1
"19156","4471_4",272,4471,330,1,1,1,1,1,1,1,1,1,1,1
"19157","4471_5",272,4471,330,1,1,1,1,1,1,1,1,1,1,1
"19158","4472_1",272,4472,460,3,3,4,1,1,3,2,2,2,2,2
"19159","4472_2",272,4472,460,1,1,1,1,1,1,1,1,1,1,1
"19160","4472_5",272,4472,460,3,3,3,1,1,2,1,1,1,1,1
"19161","4473_1",272,4473,306,2,2,2,1,1,1,1,3,1,1,1
"19162","4473_2",272,4473,306,1,1,1,1,1,1,1,1,1,1,3
"19163","4473_3",272,4473,306,1,1,1,1,1,1,1,1,1,1,1
"19164","4473_4",272,4473,306,1,1,1,1,1,1,1,1,1,1,3
"19165","4474_1",272,4474,408,3,2,3,1,1,1,1,1,1,2,1
"19166","4474_2",272,4474,408,1,2,3,1,1,1,3,2,1,1,1
"19167","4474_3",272,4474,408,1,3,3,1,1,1,2,2,2,1,1
"19168","4474_4",272,4474,408,2,2,2,2,1,1,2,2,2,1,2
"19169","4474_5",272,4474,408,2,2,1,1,1,2,2,2,2,2,1
"19170","4475_5",281,4475,458,2,1,3,1,1,1,1,1,1,1,1
"19171","4475_7",281,4475,458,1,1,1,1,1,1,1,1,1,1,1
"19172","4475_9",281,4475,458,1,1,1,1,1,1,1,1,1,1,1
"19173","4475_11",281,4475,458,1,1,1,1,1,1,1,1,1,1,1
"19174","4475_13",281,4475,458,1,1,1,1,1,1,1,1,2,1,1
"19175","4475_14",281,4475,458,2,2,1,3,3,3,2,1,1,1,3
"19176","4475_15",281,4475,458,1,1,2,1,2,1,1,1,1,1,4
"19177","4475_16",281,4475,458,1,1,2,1,1,1,1,1,1,1,1
"19178","4475_20",281,4475,458,4,4,4,4,4,4,3,3,4,4,4
"19179","4476_1",281,4476,320,1,1,1,1,1,1,1,1,1,1,1
"19180","4476_2",281,4476,320,1,1,1,1,1,1,2,4,4,4,3
"19181","4476_3",281,4476,320,1,2,3,2,2,3,1,1,1,3,3
"19182","4476_4",281,4476,320,1,1,2,1,3,1,2,1,1,1,1
"19183","4476_5",281,4476,320,3,2,4,1,1,2,3,2,1,4,1
"19184","4476_6",281,4476,320,4,3,3,1,1,1,1,1,1,2,1
"19185","4476_8",281,4476,320,1,1,1,1,1,1,1,1,1,3,4
"19186","4476_9",281,4476,320,2,2,4,3,2,2,1,2,1,3,3
"19187","4476_10",281,4476,320,2,2,2,2,2,2,2,2,2,2,2
"19188","4476_11",281,4476,320,1,2,1,1,1,1,1,1,1,1,1
"19189","4476_12",281,4476,320,2,2,4,1,3,1,1,1,4,4,2
"19190","4476_13",281,4476,320,1,1,1,1,1,1,1,1,1,1,1
"19191","4476_14",281,4476,320,3,1,3,1,1,1,1,2,1,1,1
"19192","4476_15",281,4476,320,1,1,1,1,1,2,1,1,2,1,2
"19193","4476_16",281,4476,320,3,3,4,1,1,3,4,2,4,4,1
"19194","4476_20",281,4476,320,1,2,2,1,2,2,2,2,3,3,3
"19195","4477_1",281,4477,432,2,2,2,1,1,1,2,2,2,2,2
"19196","4477_5",281,4477,432,2,2,4,2,4,1,3,1,4,4,1
"19197","4477_7",281,4477,432,2,3,4,1,1,1,3,3,3,3,3
"19198","4477_10",281,4477,432,3,1,1,3,3,1,2,1,1,3,3
"19199","4477_12",281,4477,432,1,1,1,1,1,1,1,1,1,1,1
"19200","4477_15",281,4477,432,3,1,4,1,1,3,1,2,2,2,1
"19201","4477_16",281,4477,432,1,2,2,1,1,1,1,1,1,2,1
"19202","4477_17",281,4477,432,2,2,3,3,3,2,2,1,3,3,3
"19203","4477_18",281,4477,432,1,1,1,1,1,1,2,2,3,4,1
"19204","4477_19",281,4477,432,2,1,3,1,1,1,1,1,1,1,4
"19205","4478_3",281,4478,292,2,3,4,3,1,2,1,1,1,1,3
"19206","4478_4",281,4478,292,1,3,4,2,1,4,2,2,2,4,2
"19207","4478_5",281,4478,292,1,1,1,1,2,1,1,1,1,1,2
"19208","4478_6",281,4478,292,2,1,4,1,1,3,4,3,4,4,3
"19209","4478_7",281,4478,292,4,2,4,1,2,2,3,2,4,4,4
"19210","4478_9",281,4478,292,4,4,4,1,1,3,1,2,3,4,3
"19211","4478_10",281,4478,292,1,1,1,1,1,1,2,2,2,4,2
"19212","4478_12",281,4478,292,1,1,1,1,1,1,1,1,2,1,2
"19213","4478_13",281,4478,292,1,1,1,1,1,1,1,1,3,3,1
"19214","4478_14",281,4478,292,2,2,1,2,1,2,2,1,1,2,4
"19215","4478_15",281,4478,292,4,4,4,1,1,1,4,3,4,4,2
"19216","4478_17",281,4478,292,3,2,3,1,1,1,1,1,2,4,1
"19217","4478_18",281,4478,292,3,3,3,1,1,1,3,3,3,4,3
"19218","4479_4",281,4479,276,1,1,3,1,1,3,1,1,4,3,3
"19219","4479_5",281,4479,276,1,3,3,1,1,2,1,1,1,1,1
"19220","4479_7",281,4479,276,2,1,2,1,1,1,1,2,1,1,1
"19221","4479_9",281,4479,276,1,1,1,1,1,1,1,1,1,1,1
"19222","4479_12",281,4479,276,2,3,3,1,1,4,1,2,2,2,1
"19223","4479_13",281,4479,276,3,1,2,3,1,2,2,1,2,1,4
"19224","4479_14",281,4479,276,2,4,3,3,3,1,1,1,1,1,1
"19225","4479_16",281,4479,276,4,4,4,1,2,2,4,1,4,4,1
"19226","4479_18",281,4479,276,2,1,1,1,1,1,3,3,1,3,3
"19227","4479_20",281,4479,276,4,2,4,1,1,1,1,1,1,1,1
"19228","4480_1",284,4480,329,3,4,4,2,1,4,4,4,4,4,2
"19229","4480_4",284,4480,329,2,1,4,1,1,2,2,1,3,4,1
"19230","4480_6",284,4480,329,1,1,4,1,1,1,1,1,1,4,1
"19231","4480_7",284,4480,329,3,2,3,2,2,2,2,2,2,2,2
"19232","4480_8",284,4480,329,3,2,2,2,2,3,3,3,3,3,2
"19233","4480_9",284,4480,329,2,3,3,1,1,3,1,1,3,4,1
"19234","4480_10",284,4480,329,2,3,4,1,1,2,2,2,2,4,1
"19235","4480_13",284,4480,329,1,1,1,2,2,1,1,1,1,3,2
"19236","4480_16",284,4480,329,3,3,3,1,1,3,1,1,1,1,1
"19237","4480_18",284,4480,329,1,2,2,1,2,3,1,1,2,1,1
"19238","4480_19",284,4480,329,2,3,3,2,3,3,1,1,2,3,2
"19239","4481_1",283,4481,176,4,3,4,1,1,2,2,3,4,4,1
"19240","4481_2",283,4481,176,4,4,4,1,1,1,2,3,4,4,4
"19241","4481_3",283,4481,176,3,3,4,2,1,3,1,4,4,4,1
"19242","4481_4",283,4481,176,3,3,3,1,1,2,4,4,4,4,2
"19243","4481_9",283,4481,176,2,1,2,1,2,2,2,2,2,2,1
"19244","4481_10",283,4481,176,3,2,1,1,1,1,1,1,1,2,1
"19245","4481_11",283,4481,176,1,1,2,1,2,2,2,1,1,1,1
"19246","4481_15",283,4481,176,2,2,4,1,1,1,1,2,2,4,3
"19247","4481_16",283,4481,176,2,2,2,1,1,1,2,1,3,1,2
"19248","4481_18",283,4481,176,3,3,3,3,3,3,3,3,2,3,3
"19249","4481_19",283,4481,176,3,3,4,3,3,2,3,3,3,3,3
"19250","4481_20",283,4481,176,3,2,3,1,2,2,1,2,3,2,1
"19251","4482_2",283,4482,291,4,4,4,2,2,4,4,4,4,4,4
"19252","4482_4",283,4482,291,3,3,4,4,1,2,4,4,4,4,3
"19253","4482_5",283,4482,291,4,4,3,1,1,2,4,4,4,4,4
"19254","4482_7",283,4482,291,1,1,1,1,2,1,1,1,1,1,1
"19255","4482_8",283,4482,291,1,2,1,1,1,1,1,1,1,4,1
"19256","4482_9",283,4482,291,2,2,4,4,2,2,3,3,4,4,4
"19257","4482_10",283,4482,291,1,4,1,1,1,2,1,1,1,1,4
"19258","4482_11",283,4482,291,3,3,4,2,2,4,1,2,3,3,3
"19259","4482_15",283,4482,291,2,1,1,1,1,1,1,1,1,1,1
"19260","4482_16",283,4482,291,1,2,1,1,1,1,2,2,1,2,1
"19261","4482_17",283,4482,291,3,4,2,1,3,2,1,1,1,1,2
"19262","4482_18",283,4482,291,3,2,2,2,2,3,3,3,3,3,3
"19263","4482_19",283,4482,291,3,2,4,1,1,2,2,2,4,4,1
"19264","4482_20",283,4482,291,1,2,2,1,1,2,1,2,2,2,1
"19265","4483_1",280,4483,295,2,2,1,1,1,1,1,1,1,1,1
"19266","4483_3",280,4483,295,4,3,3,3,1,1,1,3,2,4,1
"19267","4483_4",280,4483,295,3,3,3,3,3,3,2,2,2,2,1
"19268","4483_5",280,4483,295,3,3,4,1,1,2,3,2,3,4,4
"19269","4484_1",280,4484,374,2,4,4,1,1,2,2,3,3,3,2
"19270","4484_5",280,4484,374,3,2,4,1,1,1,1,1,1,1,1
"19271","4485_1",280,4485,324,4,1,2,1,1,1,1,1,1,2,2
"19272","4485_2",280,4485,324,4,2,2,2,2,1,3,3,1,2,1
"19273","4485_3",280,4485,324,2,2,3,3,3,2,3,3,3,3,3
"19274","4485_4",280,4485,324,2,2,4,3,1,4,4,1,1,4,1
"19275","4485_5",280,4485,324,2,1,4,1,1,4,2,2,1,2,2
"19276","4487_2",284,4487,361,1,1,1,1,1,1,1,1,1,4,1
"19277","4487_3",284,4487,361,2,2,4,1,1,2,2,2,1,3,4
"19278","4487_4",284,4487,361,1,1,1,1,1,1,1,1,2,2,2
"19279","4487_5",284,4487,361,4,4,4,2,2,4,4,4,4,4,3
"19280","4487_6",284,4487,361,4,3,2,4,4,3,3,3,3,3,3
"19281","4487_8",284,4487,361,2,1,1,1,2,1,1,1,3,4,1
"19282","4487_9",284,4487,361,3,2,4,3,2,3,1,3,4,4,3
"19283","4487_10",284,4487,361,3,1,1,1,1,1,3,2,3,3,1
"19284","4487_11",284,4487,361,1,1,1,1,1,1,1,1,1,1,1
"19285","4487_13",284,4487,361,2,3,3,1,1,3,3,1,4,4,2
"19286","4487_14",284,4487,361,3,1,1,3,3,1,4,1,3,3,3
"19287","4487_16",284,4487,361,1,2,4,1,1,1,1,1,1,1,1
"19288","4487_17",284,4487,361,1,1,3,2,1,1,1,4,1,2,1
