vid,EST_DIS,UPM_DIS,FACTOR
4585_1,288,4585,199
4585_2,288,4585,199
4585_4,288,4585,199
4585_5,288,4585,199
4586_1,289,4586,167
4586_2,289,4586,167
4586_3,289,4586,167
4586_5,289,4586,167
4587_1,289,4587,199
4587_2,289,4587,199
4587_3,289,4587,199
4587_4,289,4587,199
4587_5,289,4587,199
4588_1,288,4588,202
4588_2,288,4588,202
4588_3,288,4588,202
4588_4,288,4588,202
4588_5,288,4588,202
4589_2,289,4589,185
4589_3,289,4589,185
4589_4,289,4589,185
4589_5,289,4589,185
4590_1,289,4590,201
4590_2,289,4590,201
4590_3,289,4590,201
4591_1,288,4591,191
4591_2,288,4591,191
4592_1,289,4592,183
4592_2,289,4592,183
4592_3,289,4592,183
4592_4,289,4592,183
4592_5,289,4592,183
4593_2,289,4593,150
4593_3,289,4593,150
4593_4,289,4593,150
4593_5,289,4593,150
4594_1,289,4594,240
4594_2,289,4594,240
4594_3,289,4594,240
4594_4,289,4594,240
4594_5,289,4594,240
4595_1,289,4595,177
4595_2,289,4595,177
4595_3,289,4595,177
4595_4,289,4595,177
4595_5,289,4595,177
4596_2,289,4596,189
4596_3,289,4596,189
4596_4,289,4596,189
4597_1,289,4597,185
4597_2,289,4597,185
4597_3,289,4597,185
4597_4,289,4597,185
4597_5,289,4597,185
4598_1,288,4598,245
4598_2,288,4598,245
4598_3,288,4598,245
4598_4,288,4598,245
4598_5,288,4598,245
4599_1,288,4599,226
4599_2,288,4599,226
4599_3,288,4599,226
4599_4,288,4599,226
4599_5,288,4599,226
4600_1,289,4600,198
4600_2,289,4600,198
4600_3,289,4600,198
4600_4,289,4600,198
4600_5,289,4600,198
4601_2,288,4601,205
4601_4,288,4601,205
4601_5,288,4601,205
4602_2,288,4602,215
4602_3,288,4602,215
4602_4,288,4602,215
4602_5,288,4602,215
4603_1,288,4603,234
4603_2,288,4603,234
4603_3,288,4603,234
4603_4,288,4603,234
4604_1,288,4604,203
4604_2,288,4604,203
4604_4,288,4604,203
4604_5,288,4604,203
4605_1,289,4605,170
4605_2,289,4605,170
4605_3,289,4605,170
4605_4,289,4605,170
4605_5,289,4605,170
4606_1,289,4606,190
4606_2,289,4606,190
4606_3,289,4606,190
4606_5,289,4606,190
4607_1,288,4607,193
4607_2,288,4607,193
4607_3,288,4607,193
4607_4,288,4607,193
4607_5,288,4607,193
4608_1,288,4608,215
4608_2,288,4608,215
4608_3,288,4608,215
4608_4,288,4608,215
4608_5,288,4608,215
4609_1,288,4609,180
4609_2,288,4609,180
4609_3,288,4609,180
4609_4,288,4609,180
4609_5,288,4609,180
4610_1,288,4610,184
4610_2,288,4610,184
4610_3,288,4610,184
4610_4,288,4610,184
4610_5,288,4610,184
4611_1,289,4611,192
4611_3,289,4611,192
4611_4,289,4611,192
4611_5,289,4611,192
4612_1,288,4612,180
4612_2,288,4612,180
4612_3,288,4612,180
4612_4,288,4612,180
4612_5,288,4612,180
4613_2,288,4613,196
4613_3,288,4613,196
4613_4,288,4613,196
4613_5,288,4613,196
4614_1,289,4614,172
4614_2,289,4614,172
4614_3,289,4614,172
4614_4,289,4614,172
4614_5,289,4614,172
4615_3,289,4615,193
4615_4,289,4615,193
4616_1,288,4616,182
4616_2,288,4616,182
4616_3,288,4616,182
4616_4,288,4616,182
4616_5,288,4616,182
4617_2,288,4617,199
4617_4,288,4617,199
4617_5,288,4617,199
4618_2,288,4618,181
4618_4,288,4618,181
4618_5,288,4618,181
4619_1,290,4619,183
4619_2,290,4619,183
4619_3,290,4619,183
4619_5,290,4619,183
4620_1,289,4620,149
4620_2,289,4620,149
4620_3,289,4620,149
4621_2,290,4621,169
4621_4,290,4621,169
4621_5,290,4621,169
4622_2,288,4622,195
4622_4,288,4622,195
4622_5,288,4622,195
4623_1,289,4623,189
4623_2,289,4623,189
4623_3,289,4623,189
4623_4,289,4623,189
4623_5,289,4623,189
4624_1,289,4624,170
4624_2,289,4624,170
4624_3,289,4624,170
4624_4,289,4624,170
4624_5,289,4624,170
4625_1,289,4625,173
4625_2,289,4625,173
4625_3,289,4625,173
4625_4,289,4625,173
4626_1,289,4626,181
4626_2,289,4626,181
4626_3,289,4626,181
4626_4,289,4626,181
4626_5,289,4626,181
4627_1,290,4627,191
4627_2,290,4627,191
4627_3,290,4627,191
4627_4,290,4627,191
4627_5,290,4627,191
4628_1,290,4628,179
4628_2,290,4628,179
4628_3,290,4628,179
4628_4,290,4628,179
4628_5,290,4628,179
4629_1,290,4629,127
4629_2,290,4629,127
4629_3,290,4629,127
4629_4,290,4629,127
4629_5,290,4629,127
4630_1,288,4630,238
4630_2,288,4630,238
4630_4,288,4630,238
4630_5,288,4630,238
4631_1,288,4631,211
4631_2,288,4631,211
4631_3,288,4631,211
4631_4,288,4631,211
4631_5,288,4631,211
4632_1,288,4632,180
4632_2,288,4632,180
4632_3,288,4632,180
4632_4,288,4632,180
4632_5,288,4632,180
4633_1,288,4633,231
4633_2,288,4633,231
4633_3,288,4633,231
4633_4,288,4633,231
4634_1,288,4634,191
4634_2,288,4634,191
4634_3,288,4634,191
4634_4,288,4634,191
4634_5,288,4634,191
4635_1,289,4635,202
4635_3,289,4635,202
4635_4,289,4635,202
4635_5,289,4635,202
4636_1,289,4636,166
4636_2,289,4636,166
4636_3,289,4636,166
4636_4,289,4636,166
4636_5,289,4636,166
4637_1,289,4637,158
4637_2,289,4637,158
4637_3,289,4637,158
4637_4,289,4637,158
4637_5,289,4637,158
4638_1,290,4638,183
4638_2,290,4638,183
4638_3,290,4638,183
4638_4,290,4638,183
4638_5,290,4638,183
4639_1,289,4639,207
4639_2,289,4639,207
4639_3,289,4639,207
4639_4,289,4639,207
4639_5,289,4639,207
4640_1,288,4640,185
4640_2,288,4640,185
4640_3,288,4640,185
4640_4,288,4640,185
4640_5,288,4640,185
4641_1,289,4641,188
4641_3,289,4641,188
4641_4,289,4641,188
4641_5,289,4641,188
4642_1,289,4642,184
4642_2,289,4642,184
4642_4,289,4642,184
4642_5,289,4642,184
4643_1,289,4643,186
4643_2,289,4643,186
4643_3,289,4643,186
4643_4,289,4643,186
4643_5,289,4643,186
4644_1,289,4644,166
4644_2,289,4644,166
4644_3,289,4644,166
4644_4,289,4644,166
4645_1,288,4645,237
4645_2,288,4645,237
4645_3,288,4645,237
4645_4,288,4645,237
4646_1,289,4646,167
4646_2,289,4646,167
4646_3,289,4646,167
4646_4,289,4646,167
4646_5,289,4646,167
4647_1,290,4647,176
4647_2,290,4647,176
4647_3,290,4647,176
4647_4,290,4647,176
4647_5,290,4647,176
4648_1,288,4648,244
4648_2,288,4648,244
4648_4,288,4648,244
4648_5,288,4648,244
4649_1,288,4649,205
4649_2,288,4649,205
4649_4,288,4649,205
4649_5,288,4649,205
4650_1,289,4650,203
4650_2,289,4650,203
4650_3,289,4650,203
4650_4,289,4650,203
4650_5,289,4650,203
4651_2,288,4651,237
4651_3,288,4651,237
4651_4,288,4651,237
4651_5,288,4651,237
4652_1,288,4652,214
4652_2,288,4652,214
4652_3,288,4652,214
4652_4,288,4652,214
4652_5,288,4652,214
4653_1,288,4653,240
4653_2,288,4653,240
4653_5,288,4653,240
4654_1,288,4654,170
4654_2,288,4654,170
4654_3,288,4654,170
4654_4,288,4654,170
4655_1,289,4655,156
4655_2,289,4655,156
4655_3,289,4655,156
4655_4,289,4655,156
4655_5,289,4655,156
4656_1,290,4656,184
4656_2,290,4656,184
4656_3,290,4656,184
4656_4,290,4656,184
4656_5,290,4656,184
4657_1,290,4657,182
4657_2,290,4657,182
4657_3,290,4657,182
4657_4,290,4657,182
4657_5,290,4657,182
4658_1,290,4658,165
4658_2,290,4658,165
4658_3,290,4658,165
4658_5,290,4658,165
4659_1,290,4659,166
4659_2,290,4659,166
4659_3,290,4659,166
4659_4,290,4659,166
4659_5,290,4659,166
4660_1,290,4660,172
4660_2,290,4660,172
4660_3,290,4660,172
4660_4,290,4660,172
4660_5,290,4660,172
4661_1,290,4661,162
4661_2,290,4661,162
4661_3,290,4661,162
4661_4,290,4661,162
4661_5,290,4661,162
4662_1,290,4662,191
4662_2,290,4662,191
4662_3,290,4662,191
4662_4,290,4662,191
4662_5,290,4662,191
4663_1,290,4663,175
4663_2,290,4663,175
4663_3,290,4663,175
4663_4,290,4663,175
4663_5,290,4663,175
4664_1,290,4664,182
4664_2,290,4664,182
4664_3,290,4664,182
4664_4,290,4664,182
4664_5,290,4664,182
4665_1,290,4665,204
4665_2,290,4665,204
4665_3,290,4665,204
4665_4,290,4665,204
4666_1,289,4666,182
4666_2,289,4666,182
4666_3,289,4666,182
4666_4,289,4666,182
4666_5,289,4666,182
4667_1,290,4667,139
4667_2,290,4667,139
4667_3,290,4667,139
4667_4,290,4667,139
4667_5,290,4667,139
4668_1,288,4668,172
4668_2,288,4668,172
4668_3,288,4668,172
4668_4,288,4668,172
4668_5,288,4668,172
4669_1,288,4669,215
4669_2,288,4669,215
4669_3,288,4669,215
4669_4,288,4669,215
4669_5,288,4669,215
4670_1,288,4670,168
4670_2,288,4670,168
4670_3,288,4670,168
4670_4,288,4670,168
4670_5,288,4670,168
4671_2,288,4671,183
4671_3,288,4671,183
4671_4,288,4671,183
4671_5,288,4671,183
4672_1,289,4672,187
4672_2,289,4672,187
4672_3,289,4672,187
4672_4,289,4672,187
4672_5,289,4672,187
4673_1,293,4673,179
4673_2,293,4673,179
4673_3,293,4673,179
4673_4,293,4673,179
4673_5,293,4673,179
4673_6,293,4673,179
4673_7,293,4673,179
4673_8,293,4673,179
4673_9,293,4673,179
4673_10,293,4673,179
4673_11,293,4673,179
4673_12,293,4673,179
4673_13,293,4673,179
4673_14,293,4673,179
4673_15,293,4673,179
4673_16,293,4673,179
4673_17,293,4673,179
4673_18,293,4673,179
4673_19,293,4673,179
4673_20,293,4673,179
4674_1,293,4674,202
4674_2,293,4674,202
4674_3,293,4674,202
4674_4,293,4674,202
4674_5,293,4674,202
4674_6,293,4674,202
4674_7,293,4674,202
4674_8,293,4674,202
4674_9,293,4674,202
4674_10,293,4674,202
4674_11,293,4674,202
4674_12,293,4674,202
4674_13,293,4674,202
4674_14,293,4674,202
4674_15,293,4674,202
4674_16,293,4674,202
4674_17,293,4674,202
4674_18,293,4674,202
4674_19,293,4674,202
4674_20,293,4674,202
4675_1,293,4675,157
4675_2,293,4675,157
4675_3,293,4675,157
4675_4,293,4675,157
4675_5,293,4675,157
4675_6,293,4675,157
4675_8,293,4675,157
4675_9,293,4675,157
4675_10,293,4675,157
4675_11,293,4675,157
4675_12,293,4675,157
4675_13,293,4675,157
4675_14,293,4675,157
4675_15,293,4675,157
4675_16,293,4675,157
4675_17,293,4675,157
4675_18,293,4675,157
4675_19,293,4675,157
4676_1,294,4676,333
4676_2,294,4676,333
4676_3,294,4676,333
4676_5,294,4676,333
4676_6,294,4676,333
4676_7,294,4676,333
4676_8,294,4676,333
4676_9,294,4676,333
4676_11,294,4676,333
4676_12,294,4676,333
4676_14,294,4676,333
4676_15,294,4676,333
4676_16,294,4676,333
4676_17,294,4676,333
4676_19,294,4676,333
4676_20,294,4676,333
4677_1,294,4677,276
4677_2,294,4677,276
4677_3,294,4677,276
4677_4,294,4677,276
4677_5,294,4677,276
4677_6,294,4677,276
4677_8,294,4677,276
4677_9,294,4677,276
4677_10,294,4677,276
4677_11,294,4677,276
4677_12,294,4677,276
4677_13,294,4677,276
4677_14,294,4677,276
4677_15,294,4677,276
4677_16,294,4677,276
4677_17,294,4677,276
4677_18,294,4677,276
4677_19,294,4677,276
4677_20,294,4677,276
4678_2,293,4678,237
4678_3,293,4678,237
4678_4,293,4678,237
4678_5,293,4678,237
4678_7,293,4678,237
4678_8,293,4678,237
4678_9,293,4678,237
4678_10,293,4678,237
4678_12,293,4678,237
4678_13,293,4678,237
4678_14,293,4678,237
4678_16,293,4678,237
4678_17,293,4678,237
4678_18,293,4678,237
4678_19,293,4678,237
4678_20,293,4678,237
4679_2,291,4679,236
4679_3,291,4679,236
4679_4,291,4679,236
4679_5,291,4679,236
4680_1,291,4680,222
4680_2,291,4680,222
4680_3,291,4680,222
4680_4,291,4680,222
4681_1,292,4681,237
4681_2,292,4681,237
4681_3,292,4681,237
4681_4,292,4681,237
4681_5,292,4681,237
4682_1,292,4682,190
4682_2,292,4682,190
4682_3,292,4682,190
4682_4,292,4682,190
4682_5,292,4682,190
4683_1,291,4683,220
4683_2,291,4683,220
4683_3,291,4683,220
4683_4,291,4683,220
4683_5,291,4683,220
4684_3,292,4684,202
4684_4,292,4684,202
4685_2,291,4685,263
4685_3,291,4685,263
4685_4,291,4685,263
4685_5,291,4685,263
4686_1,291,4686,194
4686_2,291,4686,194
4686_3,291,4686,194
4686_5,291,4686,194
4687_1,292,4687,232
4687_2,292,4687,232
4687_3,292,4687,232
4688_1,292,4688,346
4688_2,292,4688,346
4688_3,292,4688,346
4688_4,292,4688,346
4688_5,292,4688,346
4689_1,292,4689,259
4689_2,292,4689,259
4689_3,292,4689,259
4689_5,292,4689,259
4690_1,291,4690,209
4690_2,291,4690,209
4690_3,291,4690,209
4690_4,291,4690,209
4690_5,291,4690,209
4691_1,293,4691,166
4691_2,293,4691,166
4691_3,293,4691,166
4691_4,293,4691,166
4691_5,293,4691,166
4691_6,293,4691,166
4691_8,293,4691,166
4691_9,293,4691,166
4691_12,293,4691,166
4691_13,293,4691,166
4691_14,293,4691,166
4691_15,293,4691,166
4691_16,293,4691,166
4691_17,293,4691,166
4691_18,293,4691,166
4691_19,293,4691,166
4691_20,293,4691,166
4692_1,293,4692,148
4692_3,293,4692,148
4692_4,293,4692,148
4692_6,293,4692,148
4692_7,293,4692,148
4692_8,293,4692,148
4692_9,293,4692,148
4692_10,293,4692,148
4692_11,293,4692,148
4692_12,293,4692,148
4692_13,293,4692,148
4692_15,293,4692,148
4692_16,293,4692,148
4692_17,293,4692,148
4692_18,293,4692,148
4692_19,293,4692,148
4692_20,293,4692,148
4693_2,293,4693,229
4693_3,293,4693,229
4693_4,293,4693,229
4693_5,293,4693,229
4693_6,293,4693,229
4693_7,293,4693,229
4693_8,293,4693,229
4693_9,293,4693,229
4693_10,293,4693,229
4693_11,293,4693,229
4693_12,293,4693,229
4693_13,293,4693,229
4693_14,293,4693,229
4693_15,293,4693,229
4693_16,293,4693,229
4693_17,293,4693,229
4693_18,293,4693,229
4693_19,293,4693,229
4693_20,293,4693,229
4694_1,293,4694,156
4694_2,293,4694,156
4694_3,293,4694,156
4694_4,293,4694,156
4694_5,293,4694,156
4694_6,293,4694,156
4694_7,293,4694,156
4694_8,293,4694,156
4694_9,293,4694,156
4694_10,293,4694,156
4694_11,293,4694,156
4694_12,293,4694,156
4694_13,293,4694,156
4694_14,293,4694,156
4694_15,293,4694,156
4694_16,293,4694,156
4694_17,293,4694,156
4694_18,293,4694,156
4694_19,293,4694,156
4694_20,293,4694,156
4695_1,294,4695,338
4695_3,294,4695,338
4695_11,294,4695,338
4695_13,294,4695,338
4695_14,294,4695,338
4695_15,294,4695,338
4695_16,294,4695,338
4695_17,294,4695,338
4695_18,294,4695,338
4696_1,293,4696,211
4696_2,293,4696,211
4696_3,293,4696,211
4696_4,293,4696,211
4696_5,293,4696,211
4696_6,293,4696,211
4696_7,293,4696,211
4696_8,293,4696,211
4696_9,293,4696,211
4696_10,293,4696,211
4696_12,293,4696,211
4696_13,293,4696,211
4696_14,293,4696,211
4696_15,293,4696,211
4696_16,293,4696,211
4696_17,293,4696,211
4696_18,293,4696,211
4696_19,293,4696,211
4697_1,293,4697,174
4697_2,293,4697,174
4697_3,293,4697,174
4697_4,293,4697,174
4697_5,293,4697,174
4697_6,293,4697,174
4697_7,293,4697,174
4697_8,293,4697,174
4697_9,293,4697,174
4697_10,293,4697,174
4697_11,293,4697,174
4697_12,293,4697,174
4697_13,293,4697,174
4697_14,293,4697,174
4697_15,293,4697,174
4697_16,293,4697,174
4697_17,293,4697,174
4697_18,293,4697,174
4697_19,293,4697,174
4698_1,295,4698,250
4698_2,295,4698,250
4698_3,295,4698,250
4698_4,295,4698,250
4698_5,295,4698,250
4698_6,295,4698,250
4698_7,295,4698,250
4698_8,295,4698,250
4698_9,295,4698,250
4698_10,295,4698,250
4698_11,295,4698,250
4698_12,295,4698,250
4698_13,295,4698,250
4698_14,295,4698,250
4698_15,295,4698,250
4698_16,295,4698,250
4698_17,295,4698,250
4698_18,295,4698,250
4698_19,295,4698,250
4698_20,295,4698,250
4699_1,295,4699,182
4699_2,295,4699,182
4699_5,295,4699,182
4699_6,295,4699,182
4699_7,295,4699,182
4699_8,295,4699,182
4699_9,295,4699,182
4699_10,295,4699,182
4699_11,295,4699,182
4699_12,295,4699,182
4699_13,295,4699,182
4699_15,295,4699,182
4699_16,295,4699,182
4699_17,295,4699,182
4699_18,295,4699,182
4699_19,295,4699,182
4699_20,295,4699,182
4700_2,296,4700,178
4700_3,296,4700,178
4700_4,296,4700,178
4700_5,296,4700,178
4700_6,296,4700,178
4700_7,296,4700,178
4700_8,296,4700,178
4700_9,296,4700,178
4700_10,296,4700,178
4700_11,296,4700,178
4700_13,296,4700,178
4700_14,296,4700,178
4700_15,296,4700,178
4700_16,296,4700,178
4700_18,296,4700,178
4700_19,296,4700,178
4700_20,296,4700,178
4701_1,295,4701,174
4701_2,295,4701,174
4701_4,295,4701,174
4701_5,295,4701,174
4701_6,295,4701,174
4701_7,295,4701,174
4701_8,295,4701,174
4701_9,295,4701,174
4701_10,295,4701,174
4701_11,295,4701,174
4701_12,295,4701,174
4701_13,295,4701,174
4701_14,295,4701,174
4701_15,295,4701,174
4701_16,295,4701,174
4701_17,295,4701,174
4701_18,295,4701,174
4701_20,295,4701,174
4702_1,295,4702,209
4702_2,295,4702,209
4702_3,295,4702,209
4702_4,295,4702,209
4702_6,295,4702,209
4702_7,295,4702,209
4702_8,295,4702,209
4702_9,295,4702,209
4702_10,295,4702,209
4702_12,295,4702,209
4702_13,295,4702,209
4702_14,295,4702,209
4702_15,295,4702,209
4702_16,295,4702,209
4702_17,295,4702,209
4702_18,295,4702,209
4702_19,295,4702,209
4702_20,295,4702,209
4703_2,295,4703,178
4703_3,295,4703,178
4703_4,295,4703,178
4703_5,295,4703,178
4703_6,295,4703,178
4703_8,295,4703,178
4703_9,295,4703,178
4703_10,295,4703,178
4703_12,295,4703,178
4703_13,295,4703,178
4703_14,295,4703,178
4703_15,295,4703,178
4703_17,295,4703,178
4703_18,295,4703,178
4703_20,295,4703,178
4704_1,296,4704,209
4704_2,296,4704,209
4704_3,296,4704,209
4704_4,296,4704,209
4704_5,296,4704,209
4704_6,296,4704,209
4704_7,296,4704,209
4704_8,296,4704,209
4704_9,296,4704,209
4704_10,296,4704,209
4704_11,296,4704,209
4704_12,296,4704,209
4704_13,296,4704,209
4704_14,296,4704,209
4704_17,296,4704,209
4704_18,296,4704,209
4704_19,296,4704,209
4704_20,296,4704,209
4705_1,296,4705,191
4705_3,296,4705,191
4705_4,296,4705,191
4705_5,296,4705,191
4705_6,296,4705,191
4705_7,296,4705,191
4705_8,296,4705,191
4705_9,296,4705,191
4705_10,296,4705,191
4705_11,296,4705,191
4705_12,296,4705,191
4705_13,296,4705,191
4705_15,296,4705,191
4705_16,296,4705,191
4705_17,296,4705,191
4705_18,296,4705,191
4705_19,296,4705,191
4705_20,296,4705,191
4706_1,296,4706,178
4706_2,296,4706,178
4706_3,296,4706,178
4706_4,296,4706,178
4706_5,296,4706,178
4706_6,296,4706,178
4706_7,296,4706,178
4706_9,296,4706,178
4706_10,296,4706,178
4706_11,296,4706,178
4706_12,296,4706,178
4706_13,296,4706,178
4706_14,296,4706,178
4706_15,296,4706,178
4706_16,296,4706,178
4706_17,296,4706,178
4706_18,296,4706,178
4706_19,296,4706,178
4706_20,296,4706,178
4707_2,296,4707,175
4707_3,296,4707,175
4707_4,296,4707,175
4707_5,296,4707,175
4707_6,296,4707,175
4707_7,296,4707,175
4707_8,296,4707,175
4707_10,296,4707,175
4707_11,296,4707,175
4707_12,296,4707,175
4707_13,296,4707,175
4707_14,296,4707,175
4707_15,296,4707,175
4707_16,296,4707,175
4707_17,296,4707,175
4707_18,296,4707,175
4707_19,296,4707,175
4707_20,296,4707,175
4708_2,295,4708,210
4708_3,295,4708,210
4708_4,295,4708,210
4708_5,295,4708,210
4708_6,295,4708,210
4708_8,295,4708,210
4708_9,295,4708,210
4708_10,295,4708,210
4708_11,295,4708,210
4708_12,295,4708,210
4708_14,295,4708,210
4708_15,295,4708,210
4708_16,295,4708,210
4708_17,295,4708,210
4708_18,295,4708,210
4708_19,295,4708,210
4708_20,295,4708,210
4709_1,296,4709,209
4709_3,296,4709,209
4709_4,296,4709,209
4709_5,296,4709,209
4709_6,296,4709,209
4709_8,296,4709,209
4709_9,296,4709,209
4709_10,296,4709,209
4709_11,296,4709,209
4709_12,296,4709,209
4709_13,296,4709,209
4709_14,296,4709,209
4709_15,296,4709,209
4709_17,296,4709,209
4709_18,296,4709,209
4709_19,296,4709,209
4710_1,295,4710,206
4710_2,295,4710,206
4710_3,295,4710,206
4710_4,295,4710,206
4710_5,295,4710,206
4710_6,295,4710,206
4710_8,295,4710,206
4710_9,295,4710,206
4710_10,295,4710,206
4710_11,295,4710,206
4710_12,295,4710,206
4710_13,295,4710,206
4710_14,295,4710,206
4710_15,295,4710,206
4710_16,295,4710,206
4710_17,295,4710,206
4710_18,295,4710,206
4710_20,295,4710,206
4711_3,295,4711,197
4711_4,295,4711,197
4711_5,295,4711,197
4711_6,295,4711,197
4711_7,295,4711,197
4711_8,295,4711,197
4711_10,295,4711,197
4711_11,295,4711,197
4711_12,295,4711,197
4711_13,295,4711,197
4711_14,295,4711,197
4711_15,295,4711,197
4711_16,295,4711,197
4711_17,295,4711,197
4711_18,295,4711,197
4711_19,295,4711,197
4711_20,295,4711,197
4712_1,295,4712,126
4712_2,295,4712,126
4712_3,295,4712,126
4712_4,295,4712,126
4712_6,295,4712,126
4712_7,295,4712,126
4712_8,295,4712,126
4712_9,295,4712,126
4712_10,295,4712,126
4712_11,295,4712,126
4712_12,295,4712,126
4712_13,295,4712,126
4712_14,295,4712,126
4712_15,295,4712,126
4712_16,295,4712,126
4712_18,295,4712,126
4712_19,295,4712,126
4712_20,295,4712,126
4713_1,295,4713,214
4713_2,295,4713,214
4713_3,295,4713,214
4713_5,295,4713,214
4713_6,295,4713,214
4713_7,295,4713,214
4713_9,295,4713,214
4713_10,295,4713,214
4713_12,295,4713,214
4713_13,295,4713,214
4713_15,295,4713,214
4713_16,295,4713,214
4713_17,295,4713,214
4713_18,295,4713,214
4713_19,295,4713,214
4714_1,296,4714,253
4714_2,296,4714,253
4714_3,296,4714,253
4714_4,296,4714,253
4714_5,296,4714,253
4714_6,296,4714,253
4714_7,296,4714,253
4714_8,296,4714,253
4714_9,296,4714,253
4714_10,296,4714,253
4714_11,296,4714,253
4714_12,296,4714,253
4714_13,296,4714,253
4714_14,296,4714,253
4714_15,296,4714,253
4714_16,296,4714,253
4714_17,296,4714,253
4714_18,296,4714,253
4714_19,296,4714,253
4714_20,296,4714,253
4715_1,296,4715,185
4715_2,296,4715,185
4715_4,296,4715,185
4715_5,296,4715,185
4715_6,296,4715,185
4715_7,296,4715,185
4715_9,296,4715,185
4715_11,296,4715,185
4715_12,296,4715,185
4715_15,296,4715,185
4715_16,296,4715,185
4715_17,296,4715,185
4715_19,296,4715,185
4716_1,295,4716,200
4716_2,295,4716,200
4716_4,295,4716,200
4716_5,295,4716,200
4716_6,295,4716,200
4716_7,295,4716,200
4716_8,295,4716,200
4716_9,295,4716,200
4716_10,295,4716,200
4716_11,295,4716,200
4716_12,295,4716,200
4716_13,295,4716,200
4716_14,295,4716,200
4716_15,295,4716,200
4716_17,295,4716,200
4716_18,295,4716,200
4716_19,295,4716,200
4716_20,295,4716,200
4717_1,295,4717,175
4717_2,295,4717,175
4717_3,295,4717,175
4717_4,295,4717,175
4717_5,295,4717,175
4717_6,295,4717,175
4717_7,295,4717,175
4717_8,295,4717,175
4717_9,295,4717,175
4717_10,295,4717,175
4717_11,295,4717,175
4717_12,295,4717,175
4717_13,295,4717,175
4717_14,295,4717,175
4717_15,295,4717,175
4717_16,295,4717,175
4717_18,295,4717,175
4717_19,295,4717,175
4717_20,295,4717,175
4718_1,295,4718,198
4718_2,295,4718,198
4718_3,295,4718,198
4718_4,295,4718,198
4718_5,295,4718,198
4718_6,295,4718,198
4718_8,295,4718,198
4718_10,295,4718,198
4718_11,295,4718,198
4718_12,295,4718,198
4718_13,295,4718,198
4718_14,295,4718,198
4718_15,295,4718,198
4718_16,295,4718,198
4718_17,295,4718,198
4718_18,295,4718,198
4718_19,295,4718,198
4718_20,295,4718,198
4719_4,298,4719,228
4719_5,298,4719,228
4719_6,298,4719,228
4719_7,298,4719,228
4719_8,298,4719,228
4719_9,298,4719,228
4719_11,298,4719,228
4719_12,298,4719,228
4719_14,298,4719,228
4719_15,298,4719,228
4719_16,298,4719,228
4719_17,298,4719,228
4719_18,298,4719,228
4719_19,298,4719,228
